seed,update,parameter_id,shape,m,n,aspect_ratio,min_dim,rank,factor_precision,side_info_bits,side_info_over_residual
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp32,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,bf16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,bf16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp32,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,bf16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,bf16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp32,721408,0.4586588541666667
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,bf16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,bf16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp32,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp32,450880,0.2866617838541667
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,bf16,225440,0.14333089192708334
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp16,225440,0.14333089192708334
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,bf16_uv_fp32_sigma,225600,0.1434326171875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp16_uv_fp32_sigma,225600,0.1434326171875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp32,2028960,1.28997802734375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,bf16,1014480,0.644989013671875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp16,1014480,0.644989013671875
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,bf16_uv_fp32_sigma,1015200,0.64544677734375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp16_uv_fp32_sigma,1015200,0.64544677734375
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,120,fp32,5410560,3.43994140625
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,120,bf16,2705280,1.719970703125
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,120,fp16,2705280,1.719970703125
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,120,bf16_uv_fp32_sigma,2707200,1.72119140625
0,512,transformer.h.1.mlp.w1.weight,"[1024, 384]",1024,384,2.6666666666666665,384,120,fp16_uv_fp32_sigma,2707200,1.72119140625
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,1,fp32,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,1,bf16,22544,0.014333089192708334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,1,fp16,22544,0.014333089192708334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,1,bf16_uv_fp32_sigma,22560,0.01434326171875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,1,fp16_uv_fp32_sigma,22560,0.01434326171875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp32,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp32,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,bf16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,bf16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,4,fp16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp32,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,bf16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,bf16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,8,fp16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp32,721408,0.4586588541666667
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,bf16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,bf16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,16,fp16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp32,90176,0.057332356770833336
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,bf16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,2,fp16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp32,450880,0.2866617838541667
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,bf16,225440,0.14333089192708334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp16,225440,0.14333089192708334
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,bf16_uv_fp32_sigma,225600,0.1434326171875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,10,fp16_uv_fp32_sigma,225600,0.1434326171875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp32,2028960,1.28997802734375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,bf16,1014480,0.644989013671875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp16,1014480,0.644989013671875
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,bf16_uv_fp32_sigma,1015200,0.64544677734375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,45,fp16_uv_fp32_sigma,1015200,0.64544677734375
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,118,fp32,5320384,3.3826090494791665
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,118,bf16,2660192,1.6913045247395833
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,118,fp16,2660192,1.6913045247395833
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,118,bf16_uv_fp32_sigma,2662080,1.6925048828125
0,512,transformer.h.1.mlp.w2.weight,"[1024, 384]",1024,384,2.6666666666666665,384,118,fp16_uv_fp32_sigma,2662080,1.6925048828125
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,1,fp32,45088,0.028666178385416668
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,1,bf16,22544,0.014333089192708334
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,1,fp16,22544,0.014333089192708334
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,1,bf16_uv_fp32_sigma,22560,0.01434326171875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,1,fp16_uv_fp32_sigma,22560,0.01434326171875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,2,fp32,90176,0.057332356770833336
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,2,bf16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,2,fp16,45088,0.028666178385416668
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,2,bf16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,2,fp16_uv_fp32_sigma,45120,0.0286865234375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,4,fp32,180352,0.11466471354166667
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,4,bf16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,4,fp16,90176,0.057332356770833336
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,4,bf16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,4,fp16_uv_fp32_sigma,90240,0.057373046875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,8,fp32,360704,0.22932942708333334
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,8,bf16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,8,fp16,180352,0.11466471354166667
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,8,bf16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,8,fp16_uv_fp32_sigma,180480,0.11474609375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,16,fp32,721408,0.4586588541666667
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,16,bf16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,16,fp16,360704,0.22932942708333334
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,16,bf16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,16,fp16_uv_fp32_sigma,360960,0.2294921875
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,3,fp32,135264,0.08599853515625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,3,bf16,67632,0.042999267578125
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,3,fp16,67632,0.042999267578125
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,3,bf16_uv_fp32_sigma,67680,0.04302978515625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,3,fp16_uv_fp32_sigma,67680,0.04302978515625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,13,fp32,586144,0.3726603190104167
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,13,bf16,293072,0.18633015950520834
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,13,fp16,293072,0.18633015950520834
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,13,bf16_uv_fp32_sigma,293280,0.18646240234375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,13,fp16_uv_fp32_sigma,293280,0.18646240234375
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,46,fp32,2074048,1.3186442057291667
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,46,bf16,1037024,0.6593221028645834
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,46,fp16,1037024,0.6593221028645834
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,46,bf16_uv_fp32_sigma,1037760,0.6597900390625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,46,fp16_uv_fp32_sigma,1037760,0.6597900390625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,115,fp32,5185120,3.2966105143229165
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,115,bf16,2592560,1.6483052571614583
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,115,fp16,2592560,1.6483052571614583
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,115,bf16_uv_fp32_sigma,2594400,1.64947509765625
0,512,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,1024,2.6666666666666665,384,115,fp16_uv_fp32_sigma,2594400,1.64947509765625
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp32,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,bf16,24592,0.013897931134259259
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp16,24592,0.013897931134259259
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,bf16_uv_fp32_sigma,24608,0.01390697337962963
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp16_uv_fp32_sigma,24608,0.01390697337962963
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp32,98368,0.055591724537037035
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,bf16,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp16,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,bf16_uv_fp32_sigma,49216,0.02781394675925926
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp16_uv_fp32_sigma,49216,0.02781394675925926
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,4,fp32,196736,0.11118344907407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,4,bf16,98368,0.055591724537037035
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,4,fp16,98368,0.055591724537037035
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,4,bf16_uv_fp32_sigma,98432,0.05562789351851852
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,4,fp16_uv_fp32_sigma,98432,0.05562789351851852
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp32,393472,0.22236689814814814
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,bf16,196736,0.11118344907407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp16,196736,0.11118344907407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,bf16_uv_fp32_sigma,196864,0.11125578703703703
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp16_uv_fp32_sigma,196864,0.11125578703703703
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,16,fp32,786944,0.4447337962962963
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,16,bf16,393472,0.22236689814814814
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,16,fp16,393472,0.22236689814814814
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,16,bf16_uv_fp32_sigma,393728,0.22251157407407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,16,fp16_uv_fp32_sigma,393728,0.22251157407407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp32,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,bf16,24592,0.013897931134259259
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp16,24592,0.013897931134259259
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,bf16_uv_fp32_sigma,24608,0.01390697337962963
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,1,fp16_uv_fp32_sigma,24608,0.01390697337962963
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp32,98368,0.055591724537037035
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,bf16,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp16,49184,0.027795862268518517
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,bf16_uv_fp32_sigma,49216,0.02781394675925926
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,2,fp16_uv_fp32_sigma,49216,0.02781394675925926
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp32,393472,0.22236689814814814
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,bf16,196736,0.11118344907407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp16,196736,0.11118344907407407
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,bf16_uv_fp32_sigma,196864,0.11125578703703703
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,8,fp16_uv_fp32_sigma,196864,0.11125578703703703
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,23,fp32,1131232,0.6393048321759259
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,23,bf16,565616,0.31965241608796297
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,23,fp16,565616,0.31965241608796297
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,23,bf16_uv_fp32_sigma,565984,0.31986038773148145
0,512,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1152,384,3.0,384,23,fp16_uv_fp32_sigma,565984,0.31986038773148145
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp32,24608,0.04172092013888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,bf16,12304,0.020860460069444444
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp16,12304,0.020860460069444444
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,bf16_uv_fp32_sigma,12320,0.020887586805555556
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp16_uv_fp32_sigma,12320,0.020887586805555556
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,fp32,49216,0.08344184027777778
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,bf16,24608,0.04172092013888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,fp16,24608,0.04172092013888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,bf16_uv_fp32_sigma,24640,0.04177517361111111
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,fp16_uv_fp32_sigma,24640,0.04177517361111111
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,4,fp32,98432,0.16688368055555555
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,4,bf16,49216,0.08344184027777778
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,4,fp16,49216,0.08344184027777778
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,4,bf16_uv_fp32_sigma,49280,0.08355034722222222
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,4,fp16_uv_fp32_sigma,49280,0.08355034722222222
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,8,fp32,196864,0.3337673611111111
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,8,bf16,98432,0.16688368055555555
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,8,fp16,98432,0.16688368055555555
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,8,bf16_uv_fp32_sigma,98560,0.16710069444444445
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,8,fp16_uv_fp32_sigma,98560,0.16710069444444445
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,16,fp32,393728,0.6675347222222222
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,16,bf16,196864,0.3337673611111111
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,16,fp16,196864,0.3337673611111111
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,16,bf16_uv_fp32_sigma,197120,0.3342013888888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,16,fp16_uv_fp32_sigma,197120,0.3342013888888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp32,24608,0.04172092013888889
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,bf16,12304,0.020860460069444444
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp16,12304,0.020860460069444444
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,bf16_uv_fp32_sigma,12320,0.020887586805555556
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,1,fp16_uv_fp32_sigma,12320,0.020887586805555556
0,512,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,384,1.0,384,2,fp32,49216,0.08344184027777778
