seed,update,parameter_id,parameter_name,shape,rank_label,rank,rank_kind,energy_target,factor_precision,configuration,numel,fp32_bits,direct_int4_metadata_bits,storage_idealized_bits,storage_metadata_bits,storage_ratio_vs_fp32,compression_ratio_vs_fp32,extra_storage_vs_int4,low_rank_energy_fraction,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_4,4,fixed,,bf16_uv_fp32_sigma,fixed_4_bf16_uv_fp32_sigma,442368,14155776,1776536,1867904,1874968,0.13245250560619212,7.54987605121794,0.05540670158105437,0.6403294801712036,0.11057952791452408,0.9938905239105225,1.0005300045013428,0.7113792300224304,0.7494215369224548,1.0095921754837036,0.6657426357269287,0.7783957123756409,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_4,4,fixed,,fp16_uv_fp32_sigma,fixed_4_fp16_uv_fp32_sigma,442368,14155776,1776536,1867904,1874968,0.13245250560619212,7.54987605121794,0.05540670158105437,0.6403294801712036,0.11055809259414673,0.9938936829566956,1.0004912614822388,0.7113807797431946,0.7494202852249146,1.0095915794372559,0.6657428741455078,0.7783955335617065,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,8,fixed,,fp32,fixed_8_fp32,442368,14155776,1776536,2162944,2170008,0.15329488118489584,6.523375029032151,0.22148270566991043,0.7521660923957825,0.08963804692029953,0.9959882497787476,1.00090491771698,0.6406106948852539,0.7976142168045044,1.013408899307251,0.5981202125549316,0.821128785610199,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,8,fixed,,bf16,fixed_8_bf16,442368,14155776,1776536,1966208,1973272,0.13939695005063657,7.1737581032924,0.11074135283495522,0.7521660923957825,0.08968377858400345,0.9959831237792969,1.0006048679351807,0.640630304813385,0.7975981831550598,1.0133872032165527,0.598120391368866,0.8211281299591064,1.0000005960464478
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,8,fixed,,fp16,fixed_8_fp16,442368,14155776,1776536,1966208,1973272,0.13939695005063657,7.1737581032924,0.11074135283495522,0.7521660923957825,0.08963724225759506,0.9959889650344849,1.000976800918579,0.6406067609786987,0.7976168990135193,1.0134069919586182,0.5981197357177734,0.8211292624473572,0.9999997019767761
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,8,fixed,,bf16_uv_fp32_sigma,fixed_8_bf16_uv_fp32_sigma,442368,14155776,1776536,1966336,1973400,0.13940599229600695,7.173292794162359,0.11081340316210873,0.7521660923957825,0.08966948837041855,0.9959852695465088,1.0009413957595825,0.640609085559845,0.7976161241531372,1.013409972190857,0.5981203317642212,0.8211281299591064,1.0000005960464478
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,8,fixed,,fp16_uv_fp32_sigma,fixed_8_fp16_uv_fp32_sigma,442368,14155776,1776536,1966336,1973400,0.13940599229600695,7.173292794162359,0.11081340316210873,0.7521660923957825,0.08963719755411148,0.9959882497787476,1.0008947849273682,0.6406110525131226,0.7976142764091492,1.0134085416793823,0.5981197953224182,0.8211290836334229,0.9999998211860657
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,16,fixed,,fp32,fixed_16_fp32,442368,14155776,1776536,2556416,2563480,0.18109074345341436,5.522093404278559,0.44296541133982087,0.8493970036506653,0.06975843012332916,0.9975707530975342,1.0006217956542969,0.5471678972244263,0.8526890277862549,1.0153661966323853,0.514099657535553,0.8678538203239441,0.9999998807907104
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,16,fixed,,bf16,fixed_16_bf16,442368,14155776,1776536,2162944,2170008,0.15329488118489584,6.523375029032151,0.22148270566991043,0.8493970036506653,0.06981095671653748,0.9975653886795044,1.0003472566604614,0.5471917390823364,0.8526727557182312,1.0153532028198242,0.5140994787216187,0.8678536415100098,1.0000001192092896
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,16,fixed,,fp16,fixed_16_fp16,442368,14155776,1776536,2162944,2170008,0.15329488118489584,6.523375029032151,0.22148270566991043,0.8493970036506653,0.06976065784692764,0.9975701570510864,1.0007045269012451,0.5471606850624084,0.8526918888092041,1.0153626203536987,0.5140997767448425,0.8678537011146545,1.0000001192092896
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,16,fixed,,bf16_uv_fp32_sigma,fixed_16_bf16_uv_fp32_sigma,442368,14155776,1776536,2163200,2170264,0.15331296567563657,6.522605544763218,0.22162680632421747,0.8493970036506653,0.0697895959019661,0.9975677132606506,1.000665307044983,0.5471645593643188,0.8526899814605713,1.0153679847717285,0.5140993595123291,0.867853581905365,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,16,fixed,,fp16_uv_fp32_sigma,fixed_16_fp16_uv_fp32_sigma,442368,14155776,1776536,2163200,2170264,0.15331296567563657,6.522605544763218,0.22162680632421747,0.8493970036506653,0.06976048648357391,0.9975695013999939,1.0006110668182373,0.547169029712677,0.8526880145072937,1.0153673887252808,0.5140998959541321,0.8678534626960754,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,1,energy,0.25,fp32,energy_25_fp32,442368,14155776,1776536,1818656,1825720,0.12897350169994212,7.753530661875863,0.027685338208738804,0.3495803475379944,0.1479140818119049,0.9890826940536499,1.0017207860946655,0.8020301461219788,0.6784338355064392,1.0001808404922485,0.762277364730835,0.7094684839248657,1.0000004768371582
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,1,energy,0.25,bf16,energy_25_bf16,442368,14155776,1776536,1794064,1801128,0.1272362603081597,7.859394779271656,0.013842669104369402,0.3495803475379944,0.1479189395904541,0.9890833497047424,1.001800537109375,0.8020297884941101,0.6784349083900452,1.0001822710037231,0.7622772455215454,0.7094683051109314,1.0000008344650269
