rank_label,factor_precision,configuration,storage_idealized_bits_sum,storage_metadata_bits_sum,storage_ratio_vs_fp32,compression_ratio_vs_fp32,extra_storage_vs_int4,update_cosine_weighted,update_cosine_mean,update_cosine_median,update_relative_l2_weighted,update_relative_l2_mean,update_relative_l2_median,exact_polar_cosine_weighted,exact_polar_cosine_mean,exact_polar_cosine_median,exact_polar_relative_l2_weighted,exact_polar_relative_l2_mean,exact_polar_relative_l2_median,tensor_count,numel_total,rank,pareto_update_cosine_weighted,pareto_exact_polar_cosine_weighted,pareto_update_relative_l2_weighted,energy_target
fixed_16,fp32,fixed_16_fp32,625367040.0,627071520.0,0.18457469233760126,5.417860852618534,0.47069471916171235,0.8979180573037377,0.8864582427342733,0.9314855337142944,0.4323755967396277,0.4576833318173885,0.36880409717559814,0.8873066563573149,0.8669952869415283,0.9335705637931824,0.44147555149263806,0.4770606849590937,0.36551737785339355,300,106168320,16,False,True,False,
fixed_16,bf16,fixed_16_bf16,525020160.0,526724640.0,0.15503819783528647,6.450023374642204,0.23534735958085617,0.8979167921399629,0.886457567413648,0.9314821362495422,0.4323771577052496,0.4576838254928589,0.36880356073379517,0.8873064583650342,0.8669950775305431,0.9335698485374451,0.44147599728571046,0.47706113745768863,0.3655179738998413,300,106168320,16,False,False,False,
fixed_16,fp16,fixed_16_fp16,525020160.0,526724640.0,0.15503819783528647,6.450023374642204,0.23534735958085617,0.8979181812317283,0.8864579937855402,0.9314855337142944,0.4323751743468973,0.4576836600402991,0.36880427598953247,0.8873066371789685,0.8669952750205994,0.933570921421051,0.44147554602887895,0.4770606780052185,0.36551767587661743,300,106168320,16,True,True,False,
fixed_16,bf16_uv_fp32_sigma,fixed_16_bf16_uv_fp32_sigma,525096960.0,526801440.0,0.1550608034487124,6.449083054898256,0.2355274815459418,0.8979175902627132,0.8864580311377843,0.9314860701560974,0.43237682775490816,0.45768396178881326,0.3688056170940399,0.887306440676804,0.8669950582583745,0.9335700273513794,0.44147600239073786,0.47706114371617636,0.36551785469055176,300,106168320,16,False,False,False,
fixed_16,fp16_uv_fp32_sigma,fixed_16_fp16_uv_fp32_sigma,525096960.0,526801440.0,0.1550608034487124,6.449083054898256,0.2355274815459418,0.8979180680932822,0.8864582614103953,0.9314859509468079,0.43237567226643914,0.45768337468306225,0.36880433559417725,0.8873066392485742,0.8669952762126922,0.9335709810256958,0.4414755522101014,0.477060685257117,0.36551758646965027,300,106168320,16,False,True,False,
energy_25,fp32,energy_25_fp32,447324544.0,449029024.0,0.13216896528079186,7.566072700013263,0.05312487217907426,0.8118792386794532,0.7915498330195745,0.8728733658790588,0.5817157368141191,0.6159908561905225,0.5171100497245789,0.8084353942286086,0.782695706486702,0.8688279390335083,0.578011684699191,0.6149673008918762,0.5158332586288452,300,106168320,,False,False,False,0.25
energy_25,bf16,energy_25_bf16,435998912.0,437703392.0,0.12883533430688174,7.7618458117866265,0.02656243608953713,0.8118801199175694,0.7915504638353984,0.872873067855835,0.5817135241020609,0.6159891508022944,0.517107367515564,0.8084353798655448,0.7826956922809283,0.8688271641731262,0.5780117161571979,0.6149673282106718,0.5158334374427795,300,106168320,,True,False,False,0.25
energy_25,fp16,energy_25_fp16,435998912.0,437703392.0,0.12883533430688174,7.7618458117866265,0.02656243608953713,0.8118793293281837,0.7915497372547785,0.8728734850883484,0.5817153265630758,0.6159906939665476,0.5171090960502625,0.808435383921972,0.7826956956585248,0.8688279986381531,0.5780116746271098,0.6149672903617223,0.5158331990242004,300,106168320,,False,True,False,0.25
energy_25,bf16_uv_fp32_sigma,energy_25_bf16_uv_fp32_sigma,436007296.0,437711776.0,0.1288378020863474,7.761697140174725,0.02658209940405897,0.8118790938898369,0.791549880305926,0.8728739023208618,0.581715942091412,0.6159908227125803,0.5171114802360535,0.8084353715043378,0.7826956871151924,0.8688270449638367,0.5780117117972285,0.6149673241376877,0.51583331823349,300,106168320,,False,False,False,0.25
energy_25,fp16_uv_fp32_sigma,energy_25_fp16_uv_fp32_sigma,436007296.0,437711776.0,0.1288378020863474,7.761697140174725,0.02658209940405897,0.8118791887605632,0.7915497885147731,0.8728731274604797,0.5817158115130884,0.615990923345089,0.5171099901199341,0.8084353857294276,0.7826956973473231,0.8688279986381531,0.5780116789318898,0.6149672959248225,0.5158331394195557,300,106168320,,False,True,False,0.25
energy_50,fp32,energy_50_fp32,514358816.0,516063296.0,0.151900095998505,6.583274312149492,0.2103429034384908,0.835881062955768,0.8155384021997452,0.8989404439926147,0.5326234529967662,0.569078784485658,0.452903687953949,0.8330113849016252,0.8069070419669151,0.9000100493431091,0.5278023263094602,0.567569197913011,0.45051872730255127,300,106168320,,False,False,False,0.5
energy_50,bf16,energy_50_bf16,469516048.0,471220528.0,0.13870089966573834,7.209758569770967,0.1051714517192454,0.8358815683534851,0.8155387165149053,0.8989454507827759,0.532621909291656,0.5690775110324224,0.45290154218673706,0.8330113415778787,0.8069070161382357,0.9000099301338196,0.5278025089866585,0.5675693480173747,0.4505188465118408,300,106168320,,False,False,False,0.5
energy_50,fp16,energy_50_fp16,469516048.0,471220528.0,0.13870089966573834,7.209758569770967,0.1051714517192454,0.8358812119397853,0.8155383684237798,0.8989408612251282,0.5326229501929548,0.5690785451730093,0.4529031217098236,0.8330114134483867,0.8069070661067963,0.9000101089477539,0.527802331800814,0.567569206058979,0.4505188465118408,300,106168320,,False,False,False,0.5
energy_50,bf16_uv_fp32_sigma,energy_50_bf16_uv_fp32_sigma,469548576.0,471253056.0,0.13871047408492476,7.20926091989099,0.10524774087654103,0.8358808274622317,0.8155383614699045,0.8989405035972595,0.5326238348528191,0.5690789090593656,0.45290353894233704,0.8330113426264789,0.8069070153435072,0.9000100493431091,0.5278025164648339,0.567569355169932,0.45051881670951843,300,106168320,,False,False,False,0.5
energy_50,fp16_uv_fp32_sigma,energy_50_fp16_uv_fp32_sigma,469548576.0,471253056.0,0.13871047408492476,7.20926091989099,0.10524774087654103,0.8358810398865629,0.815538383324941,0.89894038438797,0.5326234901392901,0.5690788193047047,0.4529036581516266,0.833011419960746,0.806907072464625,0.9000102281570435,0.5278023295932346,0.567569205313921,0.4505188465118408,300,106168320,,False,False,False,0.5
energy_75,fp32,energy_75_fp32,789682464.0,791386944.0,0.23293993914568867,4.292952096010318,0.8560699413590428,0.8814159922577717,0.8636657790342966,0.9435350298881531,0.43746845015773067,0.47429822420080503,0.34823673963546753,0.8762960732811027,0.8513306299845378,0.9467946887016296,0.43476754843636795,0.47774863357345265,0.33640095591545105,300,106168320,,False,False,False,0.75
energy_75,bf16,energy_75_bf16,607177872.0,608882352.0,0.17922082123933014,5.5797088367573515,0.4280349706795214,0.8814152818311144,0.8636656997601191,0.943530261516571,0.4374703087740474,0.4742989442249139,0.3482246994972229,0.8762958957917161,0.8513304962714513,0.9467940330505371,0.4347684323511742,0.4777493990957737,0.336402028799057,300,106168320,,False,False,False,0.75
energy_75,fp16,energy_75_fp16,607177872.0,608882352.0,0.17922082123933014,5.5797088367573515,0.4280349706795214,0.8814161050374861,0.8636655702193579,0.9435349106788635,0.43746816347594614,0.4742984021703402,0.3482356667518616,0.8762960879339112,0.8513306381305059,0.9467937350273132,0.4347675574598489,0.4777486449480057,0.3364010751247406,300,106168320,,False,False,False,0.75
energy_75,bf16_uv_fp32_sigma,energy_75_bf16_uv_fp32_sigma,607310112.0,609014592.0,0.17925974527994792,5.578497271868323,0.42834511818815313,0.8814155679885988,0.8636656018098195,0.9435337781906128,0.43746997007617244,0.47429931660493213,0.3482370376586914,0.8762958887274619,0.851330487926801,0.9467940330505371,0.4347684269701993,0.47774939383069676,0.33640214800834656,300,106168320,,False,False,False,0.75
energy_75,fp16_uv_fp32_sigma,energy_75_fp16_uv_fp32_sigma,607310112.0,609014592.0,0.17925974527994792,5.578497271868323,0.42834511818815313,0.8814159926440981,0.8636657859881719,0.943534791469574,0.4374684943921036,0.47429826016227405,0.34823673963546753,0.8762960875199901,0.8513306381305059,0.9467938542366028,0.43476755649403287,0.47774864559372265,0.3364010453224182,300,106168320,,False,False,False,0.75
energy_90,fp32,energy_90_fp32,1389946432.0,1391650912.0,0.409623991412881,2.4412632584111726,2.263891887794523,0.9336275833900328,0.9225969590743383,0.9754920601844788,0.3134897333604318,0.34364855356514457,0.228937566280365,0.9216189339756966,0.9009260688225428,0.9774981737136841,0.3258399018948829,0.36892988060911497,0.22048673033714294,300,106168320,,False,False,False,0.9
energy_90,bf16,energy_90_bf16,907309856.0,909014336.0,0.2675628473729263,3.737439670038383,1.1319459438972614,0.9336254799255619,0.9225954941908519,0.9754859209060669,0.31349907929974574,0.34365574205915134,0.2289380431175232,0.9216183826603271,0.9009255615870158,0.9774978160858154,0.3258433194624053,0.3689329763998588,0.2204878032207489,300,106168320,,False,False,False,0.9
energy_90,fp16,energy_90_fp16,907309856.0,909014336.0,0.2675628473729263,3.737439670038383,1.1319459438972614,0.9336277072904287,0.9225966972112656,0.9754919409751892,0.313489571724225,0.3436491889258226,0.2289389818906784,0.9216190023554696,0.9009261242548625,0.9774979948997498,0.3258399723166669,0.36892995436986287,0.22048714756965637,300,106168320,,False,False,False,0.9
energy_90,bf16_uv_fp32_sigma,energy_90_bf16_uv_fp32_sigma,907660864.0,909365344.0,0.2676661644452884,3.73599704718899,1.1327691763285215,0.9336265888203074,0.9225963193178177,0.9754915237426758,0.3134946351801908,0.3436524861554305,0.22893613576889038,0.9216183857785331,0.900925567150116,0.9774982929229736,0.3258433565359425,0.36893300818900265,0.22048860788345337,300,106168320,,False,False,False,0.9
energy_90,fp16_uv_fp32_sigma,energy_90_fp16_uv_fp32_sigma,907660864.0,909365344.0,0.2676661644452884,3.73599704718899,1.1327691763285215,0.9336275685716559,0.922596953312556,0.9754917025566101,0.3134898186143902,0.34364861321945983,0.22893737256526947,0.9216189990992899,0.9009261216719945,0.9774981737136841,0.325839966563163,0.36892994612455365,0.22048704326152802,300,106168320,,False,False,False,0.9
direct_int4,none,direct_int4,424673280.0,426377760.0,0.12550170333297164,7.968019345099051,0.0,0.7640175448661601,0.7410357607404391,0.8379800319671631,0.655601390975493,0.6906314707795779,0.5665347576141357,0.7604723254563632,0.7328594150145848,0.8360643982887268,0.6515775489586371,0.6879091077049573,0.5745365023612976,300,106168320,,True,True,True,
direct_int8,none,direct_int8,849346560.0,851051040.0,0.25050170333297167,3.991988823608041,0.9960024181373813,0.9960620426745327,0.9955361233154932,0.9983635544776917,0.07409172043273295,0.08009277857840061,0.05824911221861839,0.9906799473696285,0.9855561019976934,0.9984011054039001,0.09921084895592044,0.12449674556031823,0.05671105161309242,300,106168320,,True,True,False,
