seed,update,parameter_id,parameter_name,shape,quantizer,diagonal_error_energy,off_diagonal_error_energy,total_error_energy,projected_error_energy,unresolved_error_energy,top_relative_mode_perturbation_mean,top_relative_mode_perturbation_max,top_error_energy_fraction,top_diagonal_error_energy_fraction,middle_relative_mode_perturbation_mean,middle_relative_mode_perturbation_max,middle_error_energy_fraction,middle_diagonal_error_energy_fraction,tail_relative_mode_perturbation_mean,tail_relative_mode_perturbation_max,tail_error_energy_fraction,tail_diagonal_error_energy_fraction
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,3.2357836516894167e-06,0.0010891783749684691,0.0027960375882685184,0.0010924141388386488,0.0017036234494298697,0.003530563088133931,0.010854437947273254,0.04579642787575722,0.00015403183351736516,0.012028180062770844,0.03181377798318863,0.03878047317266464,0.00011679605086101219,0.026584092527627945,0.07152389734983444,0.03736220300197601,0.00012113601405872032
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,2.4475924874423072e-05,0.0011760428315028548,0.0027920505963265896,0.0012005188036710024,0.0015915317926555872,0.01565789431333542,0.030585842207074165,0.06406186521053314,0.00539017328992486,0.02291545271873474,0.053565286099910736,0.04060114175081253,0.0003804459411185235,0.028738636523485184,0.0818415954709053,0.036109741777181625,0.00012510830129031092
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,2.388050290846877e-07,9.466128540225327e-05,0.0002542847360018641,9.490008960710838e-05,0.0001593846536707133,0.00025245765573345125,0.001143528730608523,0.037829719483852386,0.00011547629401320592,0.0010721321450546384,0.004163840785622597,0.03788289800286293,9.333869820693508e-05,0.0028157199267297983,0.007947392761707306,0.0380915142595768,8.341831562574953e-05
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,8.441148384008557e-05,0.031168408691883087,0.0829547643661499,0.031252820044755936,0.05170194432139397,0.004121994134038687,0.010624127462506294,0.03851446136832237,0.00010825182107510045,0.021367819979786873,0.04728936776518822,0.038396626710891724,9.157513704849407e-05,0.05165870487689972,0.1811574250459671,0.03849165141582489,0.00010123191896127537
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.0010580962989479303,0.019884347915649414,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.033159662038087845,0.04746580123901367,0.060679078102111816,0.015852972865104675,0.04473569616675377,0.08802314847707748,0.04270380362868309,0.0005892934277653694,0.04891583323478699,0.13016600906848907,0.0418960265815258,0.00013679992116522044
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,1.253426162861615e-08,5.0137314246967435e-06,6.695887350360863e-06,5.026265625929227e-06,1.6696217244316358e-06,0.0002825099800247699,0.0012476668925955892,0.0989735797047615,0.000285923044430092,0.003318802220746875,0.012056498788297176,0.08612654358148575,0.00023426988627761602,0.010078382678329945,0.03487592563033104,0.029037388041615486,7.260336860781536e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,4.035435267724097e-06,0.001646007876843214,0.002204174641519785,0.001650043297559023,0.000554131343960762,0.003500747261568904,0.015246761031448841,0.09822379797697067,0.0001807415101211518,0.06643973290920258,0.2944476008415222,0.08574991673231125,0.0002846310962922871,0.19158074259757996,0.5765992403030396,0.028112461790442467,8.047272422118112e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,2.312468313903082e-05,0.001971674617379904,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.01685822755098343,0.03449311479926109,0.10790270566940308,0.006670230533927679,0.06040779873728752,0.21195682883262634,0.08459070324897766,0.00019201201212126762,0.2097283899784088,0.6246892809867859,0.02779870294034481,8.066090958891436e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,2.387756694588461e-07,8.320257620653138e-05,8.344134403159842e-05,8.344135130755603e-05,0.0,0.00024583336198702455,0.0008745403029024601,0.0993102416396141,0.000297603226499632,0.003897740738466382,0.01552631612867117,0.10164127498865128,0.00028238544473424554,0.6497363448143005,17.891307830810547,0.10118771344423294,0.00027214043075218797
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,7.429531251545995e-05,0.027267003431916237,0.027341298758983612,0.027341298758983612,0.0,0.0049590980634093285,0.021896200254559517,0.10416840016841888,0.000289203628199175,0.10046978294849396,0.26783227920532227,0.10105763375759125,0.00042623255285434425,6.324580669403076,136.75674438476562,0.10107612609863281,0.00018487720808479935
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,0.0003163402434438467,0.030862366780638695,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.01703711226582527,0.02682701125741005,0.110899418592453,0.006662593223154545,0.08371599018573761,0.21696053445339203,0.10008445382118225,0.0002917702659033239,9.745512008666992,236.79156494140625,0.10016635060310364,0.0003205300308763981
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,7.581439476211926e-09,2.9237971830298193e-06,7.297005140571855e-06,2.9313787308637984e-06,4.365626409708057e-06,0.00021442794241011143,0.0005992715014144778,0.055770836770534515,0.00012503947073128074,0.000916621123906225,0.0031901129987090826,0.038711752742528915,0.0001201853810925968,0.0023003763053566217,0.008925267495214939,0.03700906038284302,0.00011343479854986072
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,2.676571284609963e-06,0.0009265518165193498,0.002305305562913418,0.0009292283793911338,0.001376077183522284,0.005063601303845644,0.015367143787443638,0.055999040603637695,0.0002560253778938204,0.015317583456635475,0.04031211882829666,0.03977290913462639,9.484681504545733e-05,0.04111262038350105,0.11601828783750534,0.036296822130680084,0.00011123766307719052
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,1.932204577315133e-05,0.0008580388384871185,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.018766304478049278,0.03122572973370552,0.09638409316539764,0.007275209296494722,0.029097480699419975,0.07268229871988297,0.041842591017484665,0.0003337087109684944,0.04657061770558357,0.15019285678863525,0.03373629227280617,0.00018536957213655114
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,7.314267413960351e-09,2.622213287395425e-06,6.587002644664608e-06,2.629527443787083e-06,3.957475200877525e-06,0.00021812636987306178,0.0009146080701611936,0.05592520162463188,0.0001690333738224581,0.0010520690120756626,0.0033754357136785984,0.03782467171549797,0.00015274326142389327,0.002269583521410823,0.007766957860440016,0.037217166274785995,0.0001165231951745227
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,2.1306591406755615e-06,0.0008507164311595261,0.0021200990304350853,0.0008528470643796027,0.0012672520242631435,0.003725577611476183,0.011161036789417267,0.056408271193504333,0.0001725674665067345,0.016392387449741364,0.05180556699633598,0.03837316483259201,0.00010997920617228374,0.03885568305850029,0.15264767408370972,0.03650569170713425,9.67997548286803e-05
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,1.828202402975876e-05,0.0007868462707847357,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.017571981996297836,0.02937326952815056,0.09630181640386581,0.007158595137298107,0.027294965460896492,0.04867919161915779,0.04159753397107124,0.00030441689887084067,0.040518224239349365,0.14650918543338776,0.03485216572880745,0.00015404274745378643
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,2.89657180019276e-07,0.00010827429650817066,0.0002897144586313516,0.0001085639523807913,0.00018115050625056028,0.0002814776380546391,0.0012321403482928872,0.03752616420388222,7.481993816327304e-05,0.001845094608142972,0.005292564630508423,0.03922543302178383,0.00010588151053525507,0.004577403422445059,0.01574467122554779,0.0385320782661438,0.00010389950330136344
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,0.000443288212409243,0.03440071642398834,0.08664745092391968,0.03484400361776352,0.05180344730615616,0.026128120720386505,0.048645712435245514,0.047053854912519455,0.0023925963323563337,0.05838847905397415,0.16368117928504944,0.040207382291555405,0.0003028637729585171,0.12377714365720749,0.4381254017353058,0.03988167643547058,0.0002055995719274506
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.00102510885335505,0.014333548955619335,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.042383596301078796,0.06523767113685608,0.07632104307413101,0.024432456120848656,0.05915425345301628,0.10248101502656937,0.04876159876585007,0.0007605199352838099,0.06935407221317291,0.1989240050315857,0.04712782800197601,0.0001658625405980274
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,1.0080641210663543e-08,3.94666403735755e-06,5.081999916001223e-06,3.956744876632001e-06,1.1252550393692218e-06,0.0002589345967862755,0.0010078797349706292,0.10020741075277328,0.0002900120452977717,0.003868740750476718,0.012652724981307983,0.08781005442142487,0.00021711878071073443,0.014609172008931637,0.055927202105522156,0.03234342113137245,8.135871757986024e-05
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,3.170675654473598e-06,0.0013012505369260907,0.0016726558096706867,0.0013044212246313691,0.0003682345850393176,0.004251910373568535,0.01887746900320053,0.10050220787525177,0.00024033374211285263,0.06880850344896317,0.21396532654762268,0.08890358358621597,0.00017860907246358693,0.26850610971450806,1.0450596809387207,0.03149005025625229,7.175845530582592e-05
