seed,update,parameter_id,parameter_name,shape,quantizer,diagonal_error_energy,off_diagonal_error_energy,total_error_energy,projected_error_energy,unresolved_error_energy,top_relative_mode_perturbation_mean,top_relative_mode_perturbation_max,top_error_energy_fraction,top_diagonal_error_energy_fraction,middle_relative_mode_perturbation_mean,middle_relative_mode_perturbation_max,middle_error_energy_fraction,middle_diagonal_error_energy_fraction,tail_relative_mode_perturbation_mean,tail_relative_mode_perturbation_max,tail_error_energy_fraction,tail_diagonal_error_energy_fraction
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,1.4844009399439528e-07,5.7576922699809074e-05,5.7725352235138416e-05,5.772536314907484e-05,0.0,0.00028495528385974467,0.0011331891873851418,0.10186513513326645,0.00022131609148345888,0.006497051566839218,0.020090581849217415,0.10230425745248795,0.0004262230359017849,0.5441063046455383,8.173517227172852,0.0996161624789238,0.00032004929380491376
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,4.787856596522033e-05,0.01886197365820408,0.018909849226474762,0.01890985295176506,0.0,0.0050597405061125755,0.017158053815364838,0.1038084626197815,0.00022716427338309586,0.09646698087453842,0.25219106674194336,0.09980940818786621,0.0002645071072038263,12.0614013671875,292.3111572265625,0.10035107284784317,0.00028219440719112754
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,0.00020002949167974293,0.019290927797555923,0.01949094980955124,0.019490957260131836,0.0,0.022037144750356674,0.037852849811315536,0.11451120674610138,0.007519463077187538,0.08658696711063385,0.23472470045089722,0.10193855315446854,0.00022516546596307307,6.961301326751709,102.7800521850586,0.10213129222393036,0.0002947588509414345
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,8.036556309320986e-09,3.220982534912764e-06,8.12954476714367e-06,3.229019057471305e-06,4.900525709672365e-06,0.00018017759430222213,0.0006331898621283472,0.0496448315680027,0.00010419566388009116,0.00071202393155545,0.0017772853607311845,0.03836024925112724,8.745474769966677e-05,0.0024544603656977415,0.00630410248413682,0.036758992820978165,0.00012957784929312766
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,2.808715407809359e-06,0.0010517982300370932,0.0026602870784699917,0.0010546069825068116,0.00160568009596318,0.0029620330315083265,0.010592261329293251,0.05000338330864906,0.00010539288632571697,0.012574170716106892,0.036441635340452194,0.038067545741796494,7.905965321697295e-05,0.029327940195798874,0.11069737374782562,0.03685566410422325,6.495447451015934e-05
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,2.4605560611234978e-05,0.0010342756286263466,0.002216234803199768,0.0010588811710476875,0.0011573536321520805,0.019586192443966866,0.029498932883143425,0.08389174193143845,0.006679292768239975,0.025123154744505882,0.06197398528456688,0.04367060586810112,0.0003497408179100603,0.04055478051304817,0.12200190126895905,0.03599213436245918,0.00015131499094422907
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,8.11992162397246e-09,3.223407475161366e-06,8.185208571376279e-06,3.231527443858795e-06,4.953681127517484e-06,0.0001712879166007042,0.0006387933390215039,0.05154012143611908,0.00011502517008921131,0.0008666326175443828,0.0025658304803073406,0.03785182163119316,0.00011934080976061523,0.0020528363529592752,0.0068985894322395325,0.037035077810287476,8.089513721643016e-05
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,3.0864468953950563e-06,0.00105286855250597,0.0026534302160143852,0.0010559549555182457,0.0015974752604961395,0.004525122232735157,0.01847454532980919,0.0517304502427578,0.00019396928837522864,0.014125499874353409,0.05324135348200798,0.038681693375110626,0.00012004915333818644,0.0399843230843544,0.1460060030221939,0.03762122616171837,0.00010946690599666908
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,2.3800826966180466e-05,0.0009775804355740547,0.002077363431453705,0.0010013813152909279,0.001075982116162777,0.020235488191246986,0.037785641849040985,0.08727911859750748,0.007202082313597202,0.03237264230847359,0.07969746738672256,0.042344558984041214,0.0005157466512173414,0.04626008868217468,0.12128613144159317,0.035603977739810944,0.0001627012388780713
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,2.049787610758358e-07,7.97162065282464e-05,0.00021238275803625584,7.992118480615318e-05,0.00013246157323010266,0.00024916836991906166,0.0008165336912497878,0.038595762103796005,8.494396752212197e-05,0.001199401100166142,0.003802442690357566,0.03828946873545647,8.127521869027987e-05,0.003421030705794692,0.011702332645654678,0.037699513137340546,8.914284262573346e-05
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,0.0002220849273726344,0.02533576264977455,0.06535231322050095,0.025557847693562508,0.03979446738958359,0.014617149718105793,0.029785379767417908,0.042418185621500015,0.0008386380504816771,0.03816625848412514,0.0892777144908905,0.039388518780469894,0.0002408564614597708,0.08630646765232086,0.19735388457775116,0.03911846876144409,0.0001646544988034293
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.0007936854381114244,0.011953945271670818,0.025009363889694214,0.012747630476951599,0.012261733412742615,0.040330834686756134,0.052510444074869156,0.07109278440475464,0.018787721171975136,0.05270837992429733,0.09009155631065369,0.04846571013331413,0.0009618534240871668,0.07271440327167511,0.1760983169078827,0.04781623184680939,0.00028447978547774255
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,1.157018658659581e-07,4.065151370014064e-05,5.9617130318656564e-05,4.0767215978121385e-05,1.884991434053518e-05,0.0006214433815330267,0.0022207333240658045,0.09394226968288422,0.0005258935852907598,0.009369706735014915,0.031421709805727005,0.07726041227579117,0.00026393841835670173,0.030032405629754066,0.10885781049728394,0.04728403314948082,8.148434426402673e-05
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,3.689400909934193e-05,0.013247636146843433,0.018888477236032486,0.013284530490636826,0.00560394674539566,0.009731211699545383,0.03438979387283325,0.12948569655418396,0.00038058648351579905,0.1349440962076187,0.44199150800704956,0.07136940956115723,0.00018852717767003924,0.5290905833244324,1.6568479537963867,0.04358464851975441,7.818378799129277e-05
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,0.0002583032182883471,0.009236417710781097,0.013464334420859814,0.009494720958173275,0.003969613462686539,0.03287363052368164,0.06809086352586746,0.15173014998435974,0.017272649332880974,0.12119535356760025,0.3520013093948364,0.06939547508955002,0.00016463390784338117,0.4200079143047333,1.155477523803711,0.04257374629378319,6.528675294248387e-05
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,2.1587206333606446e-07,8.685679495101795e-05,8.707266533747315e-05,8.707266533747315e-05,0.0,0.00036479250411503017,0.0011633624089881778,0.10258529335260391,0.0002763255324680358,0.006340865045785904,0.018223443999886513,0.10180246084928513,0.00025604618713259697,0.7979501485824585,12.196284294128418,0.10100673139095306,0.0003162212669849396
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,8.168492058757693e-05,0.02837355062365532,0.028455238789319992,0.028455235064029694,3.725290298461914e-09,0.007257696241140366,0.03027496114373207,0.10239057242870331,0.0002689264656510204,0.11878301948308945,0.3782235085964203,0.09959740191698074,0.0003075276908930391,7.024681568145752,60.497215270996094,0.10153361409902573,0.00035327617661096156
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,0.00035551367909647524,0.022952675819396973,0.02330818958580494,0.02330818958580494,0.0,0.02922230213880539,0.04709133133292198,0.12227945774793625,0.011934369802474976,0.10077865421772003,0.3923856317996979,0.098447784781456,0.00028908360400237143,5.581920146942139,36.8880729675293,0.09743915498256683,0.00018205598462373018
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,4.940595932367842e-09,2.2423857899411814e-06,5.545768090087222e-06,2.2473263925348874e-06,3.2984416975523345e-06,0.00013893719005864114,0.0004073456220794469,0.05019437521696091,7.677785470150411e-05,0.000765788892749697,0.0017454838380217552,0.03947484865784645,8.99570295587182e-05,0.0021361231338232756,0.007413311395794153,0.036885157227516174,9.761469846125692e-05
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,1.865665126388194e-06,0.0007292026421055198,0.0018036423716694117,0.0007310683140531182,0.0010725740576162934,0.0028695273213088512,0.00889052264392376,0.04986128211021423,0.0001573732151882723,0.014255755580961704,0.04092783480882645,0.04044768586754799,0.00011601414007600397,0.040821731090545654,0.11793313175439835,0.03696414828300476,0.00010324156028218567
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,1.7813754311646335e-05,0.0006771805346943438,0.0014935907674953341,0.0006949942908249795,0.0007985964766703546,0.020134085789322853,0.037114884704351425,0.07506489753723145,0.007395636290311813,0.024416126310825348,0.05388501286506653,0.04372764006257057,0.0003382986760698259,0.046337563544511795,0.11846241354942322,0.03652818500995636,0.00014128097973298281
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,5.309753525750693e-09,2.0840236629737774e-06,5.216161298449151e-06,2.089333520416403e-06,3.126827778032748e-06,0.00017081911209970713,0.00047610115143470466,0.04938469082117081,0.00013267590838950127,0.0008044458809308708,0.002257087966427207,0.038979422301054,9.834937372943386e-05,0.0021910907234996557,0.0065749757923185825,0.03716647997498512,9.264267282560468e-05
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,1.8628009001986356e-06,0.0006770343170501292,0.0016966455150395632,0.0006788971368223429,0.0010177483782172203,0.0036070244386792183,0.010401870124042034,0.04989060014486313,0.00014355209714267403,0.014481808990240097,0.02895868569612503,0.03846658766269684,8.692918345332146e-05,0.049727730453014374,0.17546023428440094,0.03693480044603348,0.0001341220922768116
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,1.6610791135462932e-05,0.0006377105601131916,0.0013958604540675879,0.0006543213385157287,0.0007415391155518591,0.019399480894207954,0.028261737897992134,0.07699447870254517,0.007491322234272957,0.02901831641793251,0.06478225439786911,0.04335925355553627,0.00039785163244232535,0.044672735035419464,0.1608521044254303,0.03556390479207039,0.00014102594286669046
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,6.350884262928957e-08,2.5074223231058568e-05,6.689889414701611e-05,2.5137731427093968e-05,4.176116271992214e-05,0.00017609841597732157,0.000709906336851418,0.039361242204904556,9.012797090690583e-05,0.0008951101917773485,0.003059778595343232,0.03801847994327545,0.0001212692804983817,0.0030293280724436045,0.009520846419036388,0.038427647203207016,0.00015249912394210696
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,2.3766595404595137e-05,0.008213894441723824,0.021879805251955986,0.008237660862505436,0.01364214438945055,0.003430390264838934,0.01126865204423666,0.03924214094877243,9.448764467379078e-05,0.016546983271837234,0.05183114483952522,0.039211470633745193,0.0001127302530221641,0.04277569055557251,0.13753817975521088,0.037746135145425797,9.220288484357297e-05
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.00028050667606294155,0.005624913610517979,0.012885438278317451,0.0059054200537502766,0.006980018224567175,0.029522757977247238,0.03755536675453186,0.05823395773768425,0.011469822376966476,0.03770335763692856,0.06997840851545334,0.04476383328437805,0.0007281139260157943,0.042387932538986206,0.09593425691127777,0.0437852144241333,0.00016932016296777874
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,1.4123562763757036e-08,5.8688310673460364e-06,9.568535460857674e-06,5.882954610569868e-06,3.6855808502878062e-06,0.00028645878774113953,0.0014272266998887062,0.08016667515039444,0.0002239118912257254,0.004004194401204586,0.016023917123675346,0.06476045399904251,0.0001411807897966355,0.018721928820014,0.052719343453645706,0.04210280999541283,0.000123915437143296
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,4.994996743334923e-06,0.0019481139024719596,0.003130483441054821,0.0019531089346855879,0.0011773745063692331,0.006264196243137121,0.019209252670407295,0.08405070751905441,0.00022248087043408304,0.0700276717543602,0.18997496366500854,0.06555633991956711,0.0001242689322680235,0.32963934540748596,1.0730071067810059,0.040664561092853546,0.00011357095354469493
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,4.05926548410207e-05,0.001697409083135426,0.0026820499915629625,0.0017380017088726163,0.0009440482826903462,0.027858996763825417,0.05908188223838806,0.10557610541582108,0.01286696270108223,0.07552120834589005,0.2466343641281128,0.06636179238557816,0.0001752170646796003,0.3122604191303253,0.8672443628311157,0.03948630765080452,0.00012145604705438018
0,1024,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,7.591606987489286e-08,2.8668308004853316e-05,2.87442217086209e-05,2.8744223527610302e-05,0.0,0.0002899827959481627,0.0008349033305421472,0.10112649947404861,0.00033417606027796865,0.004993343260139227,0.014162873849272728,0.10204678028821945,0.0002981353900395334,0.3269459903240204,7.124163627624512,0.10370412468910217,0.0002347087429370731
0,1024,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,2.466844489390496e-05,0.00940624624490738,0.009430913254618645,0.009430915117263794,0.0,0.004165288992226124,0.02223505824804306,0.10030706226825714,0.00016698072431609035,0.07585351169109344,0.25037726759910583,0.10011130571365356,0.00020000846416223794,8.509062767028809,163.1536407470703,0.09966525435447693,0.000277703715255484
0,1024,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,0.00010480731725692749,0.009288199245929718,0.009393006563186646,0.009393006563186646,0.0,0.02318808063864708,0.03892984613776207,0.11541756242513657,0.008325527422130108,0.07318174839019775,0.253733366727829,0.10080328583717346,0.00022992066806182265,10.0773344039917,235.4400634765625,0.09859354794025421,0.00028396505513228476
0,1024,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,4.723611279899842e-09,1.7121324162872043e-06,4.333880042395322e-06,1.7168559907076997e-06,2.6170241653744597e-06,0.00014534853107761592,0.0006874073296785355,0.052773866802453995,0.00012215637252666056,0.0007110664155334234,0.00216550100594759,0.0389472171664238,0.00012079884618287906,0.0018722099484875798,0.004658637102693319,0.03717711195349693,8.380821236642078e-05
0,1024,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,1.5586887229801505e-06,0.0005519200931303203,0.001395711675286293,0.0005534787778742611,0.0008422328974120319,0.0030061062425374985,0.012175171636044979,0.05371987447142601,0.00017220849986188114,0.01428939402103424,0.05893213674426079,0.038819219917058945,0.00013300502905622125,0.0310787633061409,0.09499475359916687,0.03726314753293991,8.347434049937874e-05
0,1024,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,1.2534280358522665e-05,0.0005479095852933824,0.0012391130439937115,0.0005604438483715057,0.0006786691956222057,0.017873615026474,0.026015376672148705,0.07789886742830276,0.006115600001066923,0.021179240196943283,0.045175302773714066,0.04174250736832619,0.0002811781596392393,0.04089659824967384,0.09809963405132294,0.03602871298789978,0.00013861162005923688
0,1024,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,3.806648329884865e-09,1.7604888853384182e-06,4.4063608584110625e-06,1.7642955754126888e-06,2.6420652829983737e-06,0.00014778462355025113,0.0005017798393964767,0.05429353192448616,9.511393727734685e-05,0.0006746756262145936,0.002074524527415633,0.038496606051921844,8.356699254363775e-05,0.0020784426014870405,0.006936495658010244,0.03771403431892395,0.00011011023889295757
0,1024,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,1.5814650851098122e-06,0.0005694943247362971,0.0014290626859292388,0.0005710757686756551,0.0008579869172535837,0.002991148503497243,0.012466606684029102,0.05402294918894768,0.00014758948236703873,0.015497324988245964,0.051840730011463165,0.03952796384692192,0.0001407096569892019,0.03084591031074524,0.07801848649978638,0.036882076412439346,6.2558836361859e-05
0,1024,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,1.2874413187091704e-05,0.0005498878890648484,0.0012087896466255188,0.0005627623177133501,0.0006460273289121687,0.018146971240639687,0.02742847613990307,0.08445563912391663,0.006213787477463484,0.021320199593901634,0.050686419010162354,0.04262571036815643,0.0002835956693161279,0.03636559098958969,0.1081831306219101,0.035820186138153076,0.00011183472815901041
0,1024,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,5.207188991107614e-08,2.2153630197863095e-05,5.920787589275278e-05,2.2205702407518402e-05,3.700217348523438e-05,0.00018852580979000777,0.0005435406346805394,0.03923007473349571,8.568119665142149e-05,0.0007476581959053874,0.002825347473844886,0.03799252584576607,9.621035860618576e-05,0.0018635982414707541,0.005001053214073181,0.037727802991867065,6.705794658046216e-05
0,1024,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,1.952222373802215e-05,0.007264201529324055,0.019439518451690674,0.007283723913133144,0.01215579453855753,0.00403441209346056,0.01544018555432558,0.03918571397662163,0.00012110921670682728,0.009626592509448528,0.030105801299214363,0.03823859617114067,4.869216354563832e-05,0.042156003415584564,0.14460894465446472,0.03772563487291336,0.00015282318054232746
0,1024,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.00027663118089549243,0.005054167006164789,0.011962981894612312,0.005330798216164112,0.0066321836784482,0.030896883457899094,0.041148971766233444,0.05902397260069847,0.012808756902813911,0.04047331586480141,0.07472274452447891,0.043515607714653015,0.0009854637319222093,0.0477227084338665,0.11113014817237854,0.04241551458835602,0.00024770325399003923
0,1024,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,5.220336163347383e-09,2.249673570986488e-06,3.2063198887044564e-06,2.254893843200989e-06,9.514260455034673e-07,0.00021249603014439344,0.0009604698279872537,0.09961748868227005,0.00020639739523176104,0.003015422262251377,0.01117295864969492,0.0778319388628006,0.00014385402027983218,0.010920923203229904,0.02870827540755272,0.03177336975932121,5.7632594689494e-05
0,1024,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,1.854290871960984e-06,0.0007367826765403152,0.0010537146590650082,0.0007386369397863746,0.0003150777192786336,0.003792750183492899,0.010579927824437618,0.09948571771383286,0.00019779667491093278,0.057734448462724686,0.19086569547653198,0.07601349800825119,0.00016621108807157725,0.2591867744922638,0.6662104725837708,0.03198022022843361,8.286481170216575e-05
0,1024,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,1.0961449333990458e-05,0.0008322800858877599,0.0011833757162094116,0.0008432415197603405,0.00034013419644907117,0.01760762184858322,0.03210935741662979,0.10875286906957626,0.00721248472109437,0.0757015272974968,0.2248648852109909,0.07696154713630676,0.0002344630629522726,0.1915310174226761,0.5387277007102966,0.031430501490831375,4.446256934897974e-05
0,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,3.270125148446823e-08,1.3067132385913283e-05,1.3099831448926125e-05,1.3099833267915528e-05,0.0,0.00023360125487670302,0.0010192599147558212,0.10412587225437164,0.00020791612041648477,0.004188074730336666,0.012642175890505314,0.10041500627994537,0.0002635291311889887,0.3347896635532379,5.268360137939453,0.10039080679416656,0.00029372464632615447
0,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,1.136414266511565e-05,0.004303410183638334,0.004314774181693792,0.004314774181693792,0.0,0.004550234880298376,0.018212556838989258,0.10169678181409836,0.00025619642110541463,0.06498392671346664,0.2521798610687256,0.09977263957262039,0.00023423312813974917,4.767488479614258,50.176090240478516,0.10115012526512146,0.00030815170612186193
0,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,5.119755951454863e-05,0.004778881557285786,0.004830078687518835,0.004830079153180122,0.0,0.019604269415140152,0.036934416741132736,0.11310863494873047,0.007604504935443401,0.06701260805130005,0.25814586877822876,0.1004486158490181,0.00021988303342368454,4.97307014465332,99.75404357910156,0.09935504198074341,0.00016285310266539454
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,4.415004362101627e-09,1.794152694856166e-06,4.5883307393523864e-06,1.7985677231990849e-06,2.7897631298401393e-06,0.00013877128367312253,0.0005028769373893738,0.0466153547167778,0.00011236695718253031,0.0007244283333420753,0.002228719647973776,0.038153696805238724,0.00011998991976724938,0.0021851337514817715,0.005125635303556919,0.03790578246116638,9.433912055101246e-05
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,1.4673947816845612e-06,0.0005910241743549705,0.0015055048279464245,0.000592491589486599,0.0009130132384598255,0.003200359409675002,0.014511493034660816,0.04805569350719452,0.00013934887829236686,0.012868965044617653,0.041193846613168716,0.03886353224515915,9.262537787435576e-05,0.04152268171310425,0.1441410481929779,0.03725137189030647,0.0001285316830035299
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,1.564034573675599e-05,0.0005575247923843563,0.0012651588767766953,0.000573165132664144,0.0006919937441125512,0.0206956434994936,0.032698143273591995,0.07182692736387253,0.007373741362243891,0.026201339438557625,0.06226987764239311,0.04292735829949379,0.00039533936069346964,0.040895089507102966,0.12922410666942596,0.03563706576824188,0.0001419946929672733
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,5.231188815457699e-09,1.767395133356331e-06,4.383817213238217e-06,1.7726263195072534e-06,2.6111908937309636e-06,0.00018144201021641493,0.0006751304608769715,0.051925476640462875,0.00013694996596314013,0.0006467097555287182,0.0023830141872167587,0.03940963000059128,9.530126408208162e-05,0.0020354227162897587,0.005651945248246193,0.037006132304668427,9.361826960230246e-05
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,1.6949475138972048e-06,0.0005727667012251914,0.001422087661921978,0.0005744616501033306,0.0008476260118186474,0.0031186556443572044,0.013078704476356506,0.05252492427825928,0.00016429839888587594,0.01826159842312336,0.05119266360998154,0.03958868980407715,0.0001810679241316393,0.04241932928562164,0.10397540777921677,0.03734925016760826,0.00010975621989928186
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,1.4439752703765407e-05,0.00052755291108042,0.001173271331936121,0.0005419926601462066,0.0006312786717899144,0.020539380609989166,0.02958717569708824,0.07607804238796234,0.007128572557121515,0.02075207605957985,0.044932883232831955,0.0435311421751976,0.0002728617109823972,0.044260960072278976,0.11648745089769363,0.03624755144119263,0.00015437955153174698
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,5.328293539719198e-08,1.9636532670119777e-05,5.22843656654004e-05,1.9689816326717846e-05,3.259455115767196e-05,0.00016357426648028195,0.0007746530463919044,0.03873824328184128,8.002521644812077e-05,0.0007296724361367524,0.001989362295717001,0.03785788640379906,9.331237379228696e-05,0.0016910830745473504,0.00411648815497756,0.03768208622932434,6.340585241559893e-05
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,1.930611688294448e-05,0.006422755774110556,0.017194371670484543,0.0064420620910823345,0.010752309113740921,0.0028805832844227552,0.008070265874266624,0.03925852105021477,6.69304936309345e-05,0.016291484236717224,0.041080914437770844,0.038324493914842606,0.00012788137246388942,0.04566338285803795,0.10638427734375,0.0374797098338604,0.0001407725503668189
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,0.00022092042490839958,0.005235725548118353,0.012405981309711933,0.0054566459730267525,0.006949335336685181,0.027005702257156372,0.045602425932884216,0.055301301181316376,0.010322967544198036,0.03578491508960724,0.07996558398008347,0.04266570881009102,0.0007516132900491357,0.04403145983815193,0.12255098670721054,0.04259135574102402,0.0001855164155131206
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,7.652650069189804e-09,3.2114246550918324e-06,4.329423518356634e-06,3.2190773708862253e-06,1.110346147470409e-06,0.00024119540466926992,0.0013594498159363866,0.09932427853345871,0.00021477267728187144,0.006005133502185345,0.018364684656262398,0.08223027735948563,0.0002778798225335777,0.019592728465795517,0.06086181476712227,0.03079935722053051,7.145640847738832e-05
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,2.833547796399216e-06,0.0010590956080704927,0.0014237102586776018,0.0010619291570037603,0.0003617811016738415,0.005311382934451103,0.020196320489048958,0.10256852209568024,0.00031079878681339324,0.09818153083324432,0.24513119459152222,0.08328423649072647,0.00021627872774843127,0.4132099747657776,1.111254096031189,0.030443428084254265,0.00010691285569919273
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,2.1071093215141445e-05,0.0010287214536219835,0.0013995675835758448,0.001049792510457337,0.00034977507311850786,0.02722097374498844,0.04334353655576706,0.11596446484327316,0.01279593538492918,0.09963421523571014,0.390267014503479,0.07977379858493805,0.00023397391487378627,0.37106022238731384,0.7393479347229004,0.03001442551612854,6.874572136439383e-05
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,3.1355348539818806e-08,1.1627371350186877e-05,1.16587270895252e-05,1.16587270895252e-05,0.0,0.00026010756846517324,0.0008389697759412229,0.10356689989566803,0.0003425175091251731,0.0036503905430436134,0.010779699310660362,0.10021951794624329,0.0002308671100763604,0.1842712014913559,1.2290012836456299,0.10123787820339203,0.0001524942636024207
