seed,update,parameter_id,parameter_name,shape,quantizer,band,side,principal_angle_mean,principal_angle_max,projection_distance,projection_distance_normalized
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,tail,right,0.7406202554702759,1.5391086339950562,5.8803629875183105,0.941611647605896
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,top,left,0.008256541565060616,0.025819670408964157,0.08319861441850662,0.013322440907359123
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,top,right,0.006405996158719063,0.024548588320612907,0.06900054216384888,0.011048929765820503
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,middle,left,0.06151146814227104,0.3003746569156647,0.6751185059547424,0.10810548067092896
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,middle,right,0.054828137159347534,0.29983651638031006,0.6399369835853577,0.10247192531824112
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,tail,left,0.09278617054224014,0.22914046049118042,0.8720259666442871,0.13963590562343597
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,tail,right,0.056653935462236404,0.22241786122322083,0.6399068832397461,0.10246710479259491
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,top,left,0.14850719273090363,0.4214558005332947,1.4638901948928833,0.23441003262996674
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,top,right,0.11679773777723312,0.41050097346305847,1.2217848300933838,0.1956421434879303
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,middle,left,0.9307228326797485,1.5697810649871826,6.899142742156982,1.10474693775177
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,middle,right,0.8547996878623962,1.5647525787353516,6.499161720275879,1.040698766708374
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,tail,left,1.1353795528411865,1.567262887954712,7.883560657501221,1.2623800039291382
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,tail,right,0.7926100492477417,1.5579522848129272,6.177505016326904,0.9891924858093262
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,top,left,0.1429043859243393,0.5452194809913635,1.4802354574203491,0.2370273768901825
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,top,right,0.12970280647277832,0.5337637662887573,1.3922940492630005,0.22294548153877258
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,middle,left,0.8745460510253906,1.5697540044784546,6.612025737762451,1.0587714910507202
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,middle,right,0.8149182200431824,1.5656954050064087,6.296115398406982,1.0081853866577148
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,tail,left,1.055462121963501,1.521763563156128,7.566059112548828,1.2115390300750732
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,tail,right,0.7172735929489136,1.5086568593978882,5.778317928314209,0.9252713918685913
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,top,left,0.008618776686489582,0.04191996157169342,0.09755633026361465,0.015621514990925789
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,top,right,0.01226576417684555,0.043212804943323135,0.12428848445415497,0.01990208588540554
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,middle,left,0.08765462785959244,0.33478015661239624,0.9621185064315796,0.15406225621700287
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,middle,right,0.09927289187908173,0.33759891986846924,1.0301252603530884,0.16495205461978912
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,tail,left,0.09841770678758621,0.4666522145271301,1.1497564315795898,0.18410837650299072
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,tail,right,0.16031673550605774,0.4756702482700348,1.529573678970337,0.2449278086423874
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,top,left,0.18000704050064087,1.3516018390655518,2.0360445976257324,0.326028048992157
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,top,right,0.24048244953155518,1.359553337097168,2.4179511070251465,0.3871820569038391
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,middle,left,1.0875723361968994,1.5535098314285278,7.6172566413879395,1.2197372913360596
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,middle,right,1.17323637008667,1.5594767332077026,7.978607177734375,1.2775996923446655
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,tail,left,0.9790692329406738,1.5633703470230103,7.125038146972656,1.1409192085266113
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,tail,right,1.3330947160720825,1.5658740997314453,8.50334644317627,1.3616251945495605
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,top,left,0.1336456835269928,0.5026227235794067,1.385982632637024,0.22193484008312225
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,top,right,0.146651953458786,0.5020925402641296,1.4806797504425049,0.23709851503372192
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,middle,left,0.8421462774276733,1.5390225648880005,6.467520713806152,1.0356321334838867
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,middle,right,0.9001394510269165,1.5576744079589844,6.777231693267822,1.0852255821228027
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,tail,left,0.8078821897506714,1.5652315616607666,6.253453731536865,1.0013539791107178
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,tail,right,1.1335811614990234,1.535147786140442,7.872824192047119,1.2606607675552368
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,top,left,0.01619124971330166,0.058121856302022934,0.17197318375110626,0.027537748217582703
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,top,right,0.014281594194471836,0.05916627496480942,0.1601513773202896,0.02564474381506443
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,middle,left,0.37292400002479553,1.413284420967102,3.52211332321167,0.563989520072937
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,middle,right,0.3488439619541168,1.4310122728347778,3.3791959285736084,0.5411044359207153
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,tail,left,0.7901901602745056,1.5256105661392212,6.179234504699707,0.9894694089889526
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,tail,right,0.5153312087059021,1.5178760290145874,4.584877967834473,0.7341680526733398
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,top,left,0.4353671073913574,1.5532023906707764,4.155595779418945,0.6654278635978699
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,top,right,0.41441938281059265,1.5678335428237915,4.05054235458374,0.6486058831214905
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,middle,left,1.3060871362686157,1.5644712448120117,8.421710968017578,1.3485530614852905
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,middle,right,1.2425931692123413,1.566537857055664,8.226170539855957,1.3172415494918823
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,tail,left,1.367601990699768,1.5676318407058716,8.585624694824219,1.374800205230713
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,tail,right,1.1861990690231323,1.5659440755844116,8.006708145141602,1.2820993661880493
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,top,left,0.386199027299881,1.5591095685958862,3.8490076065063477,0.6163344979286194
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,top,right,0.37898167967796326,1.56977379322052,3.823474168777466,0.6122458577156067
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,middle,left,1.2974355220794678,1.5647765398025513,8.391035079956055,1.343640923500061
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,middle,right,1.2338411808013916,1.5654629468917847,8.183348655700684,1.3103845119476318
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,tail,left,1.3590481281280518,1.5692013502120972,8.564385414123535,1.3713992834091187
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",int4-dynamic-b2048,tail,right,1.172974944114685,1.5497227907180786,7.9634599685668945,1.2751741409301758
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,top,left,0.011420669965445995,0.07364194095134735,0.14223185181617737,0.022775324061512947
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,top,right,0.011485661379992962,0.07419881969690323,0.14239747822284698,0.022801846265792847
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,middle,left,0.21707646548748016,0.9454850554466248,2.260178327560425,0.361918181180954
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,middle,right,0.2168434113264084,0.9428657293319702,2.2546677589416504,0.3610357940196991
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,tail,left,0.4922869801521301,1.5688830614089966,4.411055564880371,0.7063341736793518
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int8-linear-b2048,tail,right,0.49339911341667175,1.5332425832748413,4.430962085723877,0.7095217704772949
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,top,left,0.18800804018974304,0.5328217148780823,1.8778477907180786,0.30069631338119507
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,top,right,0.1883578896522522,0.5462592840194702,1.8840831518173218,0.30169475078582764
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,middle,left,1.2410231828689575,1.555788516998291,8.212456703186035,1.3150454759597778
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,middle,right,1.2396843433380127,1.566157341003418,8.203516006469727,1.3136138916015625
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,tail,left,1.2168256044387817,1.5703526735305786,8.128804206848145,1.3016504049301147
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-linear-b2048,tail,right,1.2183183431625366,1.563418984413147,8.122488975524902,1.3006391525268555
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,top,left,0.20534466207027435,1.2733176946640015,2.191098928451538,0.35085663199424744
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,top,right,0.20030146837234497,1.2701208591461182,2.16265869140625,0.3463025391101837
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,middle,left,1.2279541492462158,1.5706721544265747,8.173046112060547,1.3087347745895386
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,middle,right,1.230373740196228,1.5646929740905762,8.176435470581055,1.3092775344848633
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,tail,left,1.2006666660308838,1.567566156387329,8.063838005065918,1.2912474870681763
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",int4-dynamic-b2048,tail,right,1.1814734935760498,1.5635815858840942,7.999613285064697,1.2809633016586304
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,top,left,0.007932901382446289,0.04310228303074837,0.09045065939426422,0.014483696781098843
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,top,right,0.006310298573225737,0.04224582016468048,0.08002994954586029,0.012815047986805439
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,middle,left,0.057489097118377686,0.26275554299354553,0.6246371865272522,0.10002200305461884
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,middle,right,0.05113212764263153,0.26142263412475586,0.5893104076385498,0.0943651869893074
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,tail,left,0.1130511686205864,1.1432853937149048,1.5024594068527222,0.240586057305336
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int8-linear-b2048,tail,right,0.07598089426755905,1.1425442695617676,1.3815486431121826,0.2212248295545578
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,top,left,0.14122320711612701,0.7116417288780212,1.5093978643417358,0.24169708788394928
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,top,right,0.11051902920007706,0.697489321231842,1.3074991703033447,0.20936742424964905
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,middle,left,0.8845655918121338,1.5392889976501465,6.679825305938721,1.069628119468689
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,middle,right,0.8078768849372864,1.5229867696762085,6.268577575683594,1.003775715827942
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,tail,left,1.1200580596923828,1.564039707183838,7.8308916091918945,1.2539461851119995
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-linear-b2048,tail,right,0.7599261403083801,1.5664000511169434,6.017258167266846,0.9635324478149414
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,top,left,0.13413168489933014,0.5076395273208618,1.3902735710144043,0.22262194752693176
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,top,right,0.11533544957637787,0.5004122853279114,1.2662324905395508,0.20275947451591492
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,middle,left,0.8366264700889587,1.5456979274749756,6.43327522277832,1.0301485061645508
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,middle,right,0.7740647792816162,1.5695562362670898,6.0830254554748535,0.9740636348724365
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,tail,left,1.0677441358566284,1.5456401109695435,7.624189376831055,1.2208473682403564
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",int4-dynamic-b2048,tail,right,0.711185872554779,1.5113036632537842,5.73472785949707,0.9182913899421692
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,top,left,0.007828555069863796,0.03562968969345093,0.08478624373674393,0.013576664961874485
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,top,right,0.006129925604909658,0.03506297245621681,0.07311710715293884,0.011708107776939869
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,middle,left,0.05765703320503235,0.2028350681066513,0.5855189561843872,0.09375806897878647
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,middle,right,0.05147310346364975,0.20198382437229156,0.5480253100395203,0.0877542793750763
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,tail,left,0.09306109696626663,0.22124725580215454,0.871101438999176,0.1394878625869751
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int8-linear-b2048,tail,right,0.05649374797940254,0.21492008864879608,0.6297851204872131,0.10084632784128189
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,top,left,0.14771300554275513,0.8916086554527283,1.6402894258499146,0.2626565098762512
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,top,right,0.1169130727648735,0.8870633244514465,1.4598833322525024,0.23376841843128204
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,middle,left,0.8754898309707642,1.5553404092788696,6.622093677520752,1.060383677482605
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,middle,right,0.7949495315551758,1.5663374662399292,6.177578926086426,0.9892042875289917
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,tail,left,1.152661681175232,1.558204174041748,7.957584381103516,1.274233341217041
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-linear-b2048,tail,right,0.7954632043838501,1.5289171934127808,6.217672348022461,0.9956244230270386
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,top,left,0.1468348205089569,1.0050885677337646,1.7020214796066284,0.2725415527820587
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,top,right,0.1290510892868042,1.0003255605697632,1.6077102422714233,0.25743967294692993
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,middle,left,0.8521885871887207,1.5306119918823242,6.49639368057251,1.0402555465698242
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,middle,right,0.7899397611618042,1.5153307914733887,6.158711910247803,0.9861831665039062
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,tail,left,1.080352544784546,1.5496861934661865,7.676427364349365,1.2292121648788452
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",int4-dynamic-b2048,tail,right,0.7462018132209778,1.5479375123977661,5.941183090209961,0.9513506889343262
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,top,left,0.008768093772232533,0.11400244385004044,0.17233246564865112,0.027595279738307
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,top,right,0.011245252564549446,0.11435505747795105,0.18110254406929016,0.02899961546063423
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,middle,left,0.05757768824696541,0.23319415748119354,0.6158331036567688,0.0986122190952301
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,middle,right,0.06484944373369217,0.23586219549179077,0.6603329181671143,0.10573789477348328
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,tail,left,0.0747263953089714,0.8080565929412842,1.1851911544799805,0.18978247046470642
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int8-linear-b2048,tail,right,0.11298242956399918,0.8096134662628174,1.3410252332687378,0.21473589539527893
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,top,left,0.14141730964183807,1.4329856634140015,1.7773795127868652,0.28460851311683655
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,top,right,0.18657822906970978,1.4350980520248413,2.019685983657837,0.3234086036682129
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,middle,left,0.8869987726211548,1.559818983078003,6.667799472808838,1.0677024126052856
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,middle,right,0.9719359278678894,1.5679060220718384,7.108889579772949,1.1383333206176758
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,tail,left,0.8112156987190247,1.5512120723724365,6.283275604248047,1.0061293840408325
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-linear-b2048,tail,right,1.1707634925842285,1.549523949623108,8.015241622924805,1.28346586227417
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,top,left,0.10636499524116516,0.3560306429862976,1.0911400318145752,0.17472223937511444
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,top,right,0.1290285289287567,0.369417279958725,1.2685991525650024,0.20313844084739685
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,middle,left,0.763886034488678,1.5002093315124512,6.041771411895752,0.9674577116966248
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,middle,right,0.8242826461791992,1.512901782989502,6.371520042419434,1.0202597379684448
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,tail,left,0.7155822515487671,1.5656375885009766,5.752358436584473,0.9211145639419556
0,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",int4-dynamic-b2048,tail,right,1.0403077602386475,1.5527431964874268,7.484755039215088,1.1985200643539429
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,top,left,0.009142437018454075,0.0371837243437767,0.0983399972319603,0.01574700139462948
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,top,right,0.00829885434359312,0.036727175116539,0.09164252877235413,0.014674548991024494
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,middle,left,0.198125422000885,0.7658572196960449,2.0646533966064453,0.33060914278030396
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,middle,right,0.18048091232776642,0.7544792890548706,1.9627304077148438,0.3142884075641632
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,tail,left,0.5233432054519653,1.4508827924728394,4.471439838409424,0.71600341796875
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int8-linear-b2048,tail,right,0.29460054636001587,1.4532835483551025,2.9663116931915283,0.47499001026153564
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,top,left,0.16566720604896545,0.446834921836853,1.664777159690857,0.26657769083976746
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,top,right,0.14898474514484406,0.4331226348876953,1.5238025188446045,0.24400368332862854
0,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",int4-linear-b2048,middle,left,1.2959239482879639,1.5584341287612915,8.393624305725098,1.3440555334091187
