seed,update,parameter_id,parameter_name,shape,danger_log10_start,danger_log10_end,active_rank,danger_mode_count,danger_fraction_active_rank,danger_residual_energy_fraction
1,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,193,0.5026041666666666,0.7570517640606473
1,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,174,0.453125,0.6931877582820732
1,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,101,0.2630208333333333,0.4066269145588541
1,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,101,0.2630208333333333,0.4046644559883229
1,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,42,0.109375,0.17378718674672455
1,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,186,0.484375,0.6640888644034957
1,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,152,0.3958333333333333,0.6279830903975594
1,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,207,0.5390625,0.7117859601653621
1,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,161,0.4192708333333333,0.6568543529398669
1,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,220,0.5729166666666666,0.7523940024020195
1,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,163,0.4244791666666667,0.6556780067298429
1,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,225,0.5859375,0.7694585647239492
1,512,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,383,164,0.4281984334203655,0.6619891535312372
1,512,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,227,0.5911458333333334,0.78150108491151
1,512,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,159,0.4140625,0.6492395279917885
1,512,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,2,0.005208333333333333,0.007860700996496845
1,512,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,5,0.013020833333333334,0.020149555229106046
1,512,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,217,0.5651041666666666,0.7503960485295754
1,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,162,0.421875,0.6615544137021813
1,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,17,0.044270833333333336,0.06943607955269222
1,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,7,0.018229166666666668,0.030337875650569175
1,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,6,0.015625,0.0252197314812102
1,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,177,0.4609375,0.6391165283762957
1,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,149,0.3880208333333333,0.6192750048119943
1,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,206,0.5364583333333334,0.7138672304303686
1,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,168,0.4375,0.674198023551484
1,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,230,0.5989583333333334,0.8083445361702781
1,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,172,0.4479166666666667,0.6816055583581284
1,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,224,0.5833333333333334,0.7747420087263811
1,1024,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,167,0.4348958333333333,0.6746968510333577
1,1024,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,212,0.5520833333333334,0.7271199821681721
1,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,162,0.421875,0.6452131314302064
1,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,201,0.5234375,0.6970675424644962
1,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,149,0.3880208333333333,0.616949908094811
1,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,4,0.010416666666666666,0.01865583528617366
1,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,197,0.5130208333333334,0.7004976371839768
1,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,165,0.4296875,0.6615241091568301
1,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,211,0.5494791666666666,0.7287217084495033
1,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,174,0.453125,0.6895581922444359
1,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,216,0.5625,0.6639548463775813
1,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,166,0.4322916666666667,0.6457556184526565
1,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,205,0.5338541666666666,0.6829581983307118
1,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,152,0.3958333333333333,0.6112577075828841
1,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,187,0.4869791666666667,0.5911740475746285
1,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,150,0.390625,0.5924685243079788
1,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,184,0.4791666666666667,0.6435671058576014
1,2048,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,130,0.3385416666666667,0.5578086498237188
1,2048,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,2048,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,183,0.4765625,0.6615198167172027
1,4096,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,172,0.4479166666666667,0.6841810146387475
1,4096,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,204,0.53125,0.7261424140587454
1,4096,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,181,0.4713541666666667,0.7071503998716291
1,4096,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,219,0.5703125,0.6860594115463389
1,4096,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,172,0.4479166666666667,0.6629881793743598
1,4096,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,205,0.5338541666666666,0.644551529870805
1,4096,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,384,148,0.3854166666666667,0.593078496287846
1,4096,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,193,0.5026041666666666,0.5857169781439662
1,4096,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,383,148,0.38642297650130547,0.5821744008128664
1,4096,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",-3.0,-2.0,384,172,0.4479166666666667,0.6098933927145888
1,4096,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",-3.0,-2.0,383,117,0.30548302872062666,0.513039711558609
1,4096,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",-3.0,-2.0,384,0,0.0,0.0
1,4096,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",-3.0,-2.0,384,13,0.033854166666666664,0.059340921509562605
