seed,update,parameter_id,parameter_name,shape,distance_group,distance_thresholds,component,removed_energy,removed_energy_fraction,coefficient_count,budget_fraction,baseline_update_cosine,baseline_update_relative_l2,baseline_update_norm_ratio,restored_update_cosine,restored_update_relative_l2,restored_update_norm_ratio,polar_baseline_cosine,polar_baseline_relative_l2,polar_restored_cosine,polar_restored_relative_l2,polar_restored_norm_ratio,update_cosine_gain,update_l2_reduction,recovered_cosine_error_fraction,recovered_l2_error_fraction,polar_update_cosine_gain,polar_update_l2_reduction
0,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.017054375261068344,0.5308488411653074,,,0.5067314505577087,1.0336778163909912,1.0770503282546997,0.5572153925895691,0.9998167157173157,1.1140997409820557,0.4968147277832031,1.003180742263794,0.5447707772254944,0.9541801810264587,0.9999995827674866,0.05048394203186035,0.03386110067367554,0.10234575484072413,0.03275788658394454,0.04795604944229126,0.049000561237335205
0,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.019875725731253624,0.6186685709819731,,,0.5067314505577087,1.0336778163909912,1.0770503282546997,0.532382607460022,1.016545057296753,1.0952250957489014,0.4968147277832031,1.003180742263794,0.5269350409507751,0.972692608833313,0.9999998807907104,0.025651156902313232,0.01713275909423828,0.05200241720522307,0.016574563972027598,0.03012031316757202,0.030488133430480957
0,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.01005288865417242,0.3129146750167731,,,0.5067314505577087,1.0336778163909912,1.0770503282546997,0.5073333382606506,1.0331600904464722,1.0772491693496704,0.4968147277832031,1.003180742263794,0.49735695123672485,1.0026406049728394,0.9999995231628418,0.0006018877029418945,0.000517725944519043,0.0012202028765515506,0.0005008581361711374,0.0005422234535217285,0.0005401372909545898
0,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.04498152434825897,0.4606375889467451,,,0.4958353042602539,1.0549683570861816,1.0948413610458374,0.5760661959648132,0.9672778248786926,1.0932477712631226,0.451409250497818,1.0474648475646973,0.5151427388191223,0.9847421050071716,0.9999995231628418,0.08023089170455933,0.08769053220748901,0.15913627507542727,0.08312148096051895,0.06373348832130432,0.06272274255752563
0,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.05983950197696686,0.6127921255187717,,,0.4958353042602539,1.0549683570861816,1.0948413610458374,0.551410436630249,0.9976041913032532,1.098463773727417,0.451409250497818,1.0474648475646973,0.5023529529571533,0.9976441264152527,1.0000003576278687,0.05557513236999512,0.05736416578292847,0.11023209843849013,0.05437524774806333,0.05094370245933533,0.04982072114944458
0,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.028565801680088043,0.29253081577160783,,,0.4958353042602539,1.0549683570861816,1.0948413610458374,0.49923840165138245,1.0513360500335693,1.0946749448776245,0.451409250497818,1.0474648475646973,0.4534520208835602,1.0455125570297241,0.9999998807907104,0.00340309739112854,0.0036323070526123047,0.006749971626107764,0.0034430483418902936,0.0020427703857421875,0.0019522905349731445
0,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0027425005100667477,0.11680435339477195,,,0.8375387191772461,0.5647366046905518,0.9803311228752136,0.8404267430305481,0.5594740509986877,0.9794217348098755,0.8393058776855469,0.566920816898346,0.8415905833244324,0.5628747940063477,0.9999995827674866,0.002888023853302002,0.005262553691864014,0.017776690166888754,0.009318598525674881,0.002284705638885498,0.004046022891998291
0,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.003217025427147746,0.1370145870504823,,,0.8375387191772461,0.5647366046905518,0.9803311228752136,0.8383244276046753,0.5633129477500916,0.9801021218299866,0.8393058776855469,0.566920816898346,0.8399866223335266,0.5657168030738831,1.0,0.0007857084274291992,0.001423656940460205,0.0048362811338808235,0.0025209220168051615,0.0006807446479797363,0.0012040138244628906
0,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0010875783627852798,0.046320460822152236,,,0.8375387191772461,0.5647366046905518,0.9803311228752136,0.8375378251075745,0.564738929271698,0.9803317785263062,0.8393058776855469,0.566920816898346,0.8393041491508484,0.5669224858283997,0.9999997019767761,-8.940696716308594e-07,-2.3245811462402344e-06,-5.503278486436986e-06,-4.116221840293126e-06,-1.7285346984863281e-06,-1.6689300537109375e-06
0,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0023810560815036297,0.10628946973906642,,,0.8382677435874939,0.5630934834480286,0.9788219332695007,0.8406937718391418,0.5586860775947571,0.9781102538108826,0.8404045104980469,0.5649781227111816,0.8423095941543579,0.5615957975387573,0.9999998211860657,0.0024260282516479492,0.004407405853271484,0.01500027456155836,0.007827129922163754,0.0019050836563110352,0.0033823251724243164
0,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0028255206998437643,0.12613020720347604,,,0.8382677435874939,0.5630934834480286,0.9788219332695007,0.8389894962310791,0.5617838501930237,0.9786059260368347,0.8404045104980469,0.5649781227111816,0.841015636920929,0.5638967752456665,0.9999994039535522,0.0007217526435852051,0.0013096332550048828,0.004462638805609311,0.0023257830067318777,0.0006111264228820801,0.0010813474655151367
0,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0008142945589497685,0.036349810302460914,,,0.8382677435874939,0.5630934834480286,0.9788219332695007,0.8382668495178223,0.5630943775177002,0.9788220524787903,0.8404045104980469,0.5649781227111816,0.8404045104980469,0.5649781227111816,0.9999998211860657,-8.940696716308594e-07,-8.940696716308594e-07,-5.528085067647177e-06,-1.5877819543499985e-06,0.0,0.0
0,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.008738472126424313,0.11302564740320778,,,0.8415235280990601,0.5665347576141357,1.0121500492095947,0.8430886268615723,0.5635489225387573,1.0115461349487305,0.8332356810569763,0.5775250196456909,0.8350416421890259,0.5743902921676636,0.9999987483024597,0.001565098762512207,0.002985835075378418,0.009875906143913368,0.005270347556348973,0.0018059611320495605,0.0031347274780273438
0,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.008821518160402775,0.11409978617928752,,,0.8415235280990601,0.5665347576141357,1.0121500492095947,0.8420437574386597,0.5655267238616943,1.011892557144165,0.8332356810569763,0.5775250196456909,0.8337318897247314,0.576668381690979,0.9999972581863403,0.0005202293395996094,0.0010080337524414062,0.0032826913254656058,0.0017792972785757543,0.000496208667755127,0.0008566379547119141
0,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0013363297330215573,0.01728443268270984,,,0.8415235280990601,0.5665347576141357,1.0121500492095947,0.8415250182151794,0.5665329098701477,1.0121495723724365,0.8332356810569763,0.5775250196456909,0.8332377672195435,0.5775232315063477,0.9999980330467224,1.4901161193847656e-06,1.8477439880371094e-06,9.402759296132006e-06,3.2614838952133623e-06,2.086162567138672e-06,1.7881393432617188e-06
0,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.02278820052742958,0.46907973992333274,,,0.5921578407287598,0.9112908244132996,1.0177110433578491,0.6624026894569397,0.8412677645683289,1.0451604127883911,0.616245687007904,0.8760788440704346,0.6752820611000061,0.8058790564537048,1.0000003576278687,0.07024484872817993,0.0700230598449707,0.172235378641821,0.07683942158646492,0.05903637409210205,0.07019978761672974
0,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.028339020907878876,0.5833396340860241,,,0.5921578407287598,0.9112908244132996,1.0177110433578491,0.6164184212684631,0.8849976658821106,1.020384669303894,0.616245687007904,0.8760788440704346,0.6455265283584595,0.8419925570487976,1.0000007152557373,0.02426058053970337,0.026293158531188965,0.05948521992688006,0.028852653649966056,0.02928084135055542,0.03408628702163696
0,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.011216158047318459,0.23087704943803164,,,0.5921578407287598,0.9112908244132996,1.0177110433578491,0.592433512210846,0.9110144972801208,1.0177812576293945,0.616245687007904,0.8760788440704346,0.6164869666099548,0.8758028745651245,1.0000001192092896,0.00027567148208618164,0.00027632713317871094,0.0006759268894092998,0.0003032260676569566,0.00024127960205078125,0.0002759695053100586
0,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.06594621390104294,0.4355092251492618,,,0.5534431338310242,0.9685721397399902,1.047842264175415,0.6388620138168335,0.874373197555542,1.054398775100708,0.5236919522285461,0.9760206937789917,0.5918648838996887,0.9034776091575623,0.9999997019767761,0.08541887998580933,0.09419894218444824,0.1912833201258786,0.09725547361886293,0.06817293167114258,0.07254308462142944
0,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.08974481374025345,0.5926753331409141,,,0.5534431338310242,0.9685721397399902,1.047842264175415,0.6046313643455505,0.9132777452468872,1.0514596700668335,0.5236919522285461,0.9760206937789917,0.5773530602455139,0.9193991422653198,1.0,0.05118823051452637,0.05529439449310303,0.11462869433331452,0.05708856596675041,0.05366110801696777,0.056621551513671875
0,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.041715823113918304,0.2754915669316219,,,0.5534431338310242,0.9685721397399902,1.047842264175415,0.5555314421653748,0.9663439393043518,1.0479084253311157,0.5236919522285461,0.9760206937789917,0.5260459780693054,0.9736064076423645,1.000000238418579,0.002088308334350586,0.0022282004356384277,0.004676466744910325,0.0023005002355700427,0.0023540258407592773,0.0024142861366271973
0,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9212663173675537,0.39683642983436584,0.9212663173675537,0.39683642983436584,1.000001072883606,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9212663173675537,0.39683642983436584,0.9212663173675537,0.39683642983436584,1.000001072883606,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9237164855003357,0.39227283000946045,1.0081067085266113,0.9212663173675537,0.39683642983436584,0.9212663173675537,0.39683642983436584,1.000001072883606,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.921203076839447,0.396994024515152,0.921203076839447,0.396994024515152,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.921203076839447,0.396994024515152,0.921203076839447,0.396994024515152,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.9235019087791443,0.3928448557853699,1.0081939697265625,0.921203076839447,0.396994024515152,0.921203076839447,0.396994024515152,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8783918023109436,0.493181049823761,0.8783918023109436,0.493181049823761,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8783918023109436,0.493181049823761,0.8783918023109436,0.493181049823761,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8850911855697632,0.48260369896888733,1.0126866102218628,0.8783918023109436,0.493181049823761,0.8783918023109436,0.493181049823761,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.020477429032325745,0.5119521389160585,,,0.5779860019683838,0.9264276623725891,1.0165462493896484,0.6497684121131897,0.854174017906189,1.0393955707550049,0.5974757075309753,0.8972484469413757,0.6576547622680664,0.8274631500244141,0.9999998211860657,0.07178241014480591,0.07225364446640015,0.17009485580956524,0.07799167425696028,0.060179054737091064,0.06978529691696167
0,1024,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0241550300270319,0.6038951114614652,,,0.5779860019683838,0.9264276623725891,1.0165462493896484,0.5979804992675781,0.9046597480773926,1.0174888372421265,0.5974757075309753,0.8972484469413757,0.6220767498016357,0.8693968653678894,1.0000001192092896,0.019994497299194336,0.021767914295196533,0.0473787537675383,0.023496615201934624,0.0246010422706604,0.027851581573486328
0,1024,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.010542628355324268,0.2635741590306633,,,0.5779860019683838,0.9264276623725891,1.0165462493896484,0.5781992077827454,0.9262145757675171,1.0165883302688599,0.5974757075309753,0.8972484469413757,0.597679853439331,0.897020697593689,1.0000007152557373,0.00021320581436157227,0.00021308660507202148,0.0005052102900757321,0.00023000889732319185,0.0002041459083557129,0.00022774934768676758
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.06707238405942917,0.48042707152252045,,,0.5123907923698425,1.035280704498291,1.0906193256378174,0.5995807647705078,0.9390565752983093,1.0908260345458984,0.4689261019229889,1.0306068658828735,0.5359789133071899,0.9633505940437317,1.0000003576278687,0.08718997240066528,0.09622412919998169,0.17881116893673848,0.09294496534310762,0.06705281138420105,0.06725627183914185
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.08663713186979294,0.6205657385375677,,,0.5123907923698425,1.035280704498291,1.0906193256378174,0.5662373304367065,0.9788690209388733,1.0942606925964355,0.4689261019229889,1.0306068658828735,0.5156852602958679,0.9841908812522888,1.0000001192092896,0.053846538066864014,0.056411683559417725,0.11042969907923808,0.05448926394002048,0.04675915837287903,0.04641598463058472
0,1024,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.037552494555711746,0.26898156731361506,,,0.5123907923698425,1.035280704498291,1.0906193256378174,0.516465425491333,1.031931757926941,1.0923285484313965,0.4689261019229889,1.0306068658828735,0.4707386791706085,1.0288456678390503,1.0000003576278687,0.0040746331214904785,0.0033489465713500977,0.008356349834519557,0.0032348198481812096,0.001812577247619629,0.0017611980438232422
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0028140274807810783,0.08647791380013421,,,0.8867191076278687,0.47669517993927,1.0028952360153198,0.8876462578773499,0.47460076212882996,1.002320408821106,0.8811125755310059,0.48763033747673035,0.8820498585700989,0.4857061505317688,0.9999975562095642,0.0009271502494812012,0.0020944178104400635,0.008184524592510121,0.004393620700563593,0.0009372830390930176,0.0019241869449615479
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.003275973489508033,0.10067398238718205,,,0.8867191076278687,0.47669517993927,1.0028952360153198,0.8870691061019897,0.475924551486969,1.0027457475662231,0.8811125755310059,0.48763033747673035,0.8814436197280884,0.4869493246078491,0.9999992251396179,0.00034999847412109375,0.0007706284523010254,0.0030896514565875556,0.0016166063445390865,0.00033104419708251953,0.0006810128688812256
0,1024,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0004998688818886876,0.015361476877738551,,,0.8867191076278687,0.47669517993927,1.0028952360153198,0.8867213726043701,0.4766924977302551,1.0028917789459229,0.8811125755310059,0.48763033747673035,0.8811132907867432,0.4876288175582886,0.9999984502792358,2.2649765014648438e-06,2.682209014892578e-06,1.9994338445219196e-05,5.626675342583255e-06,7.152557373046875e-07,1.519918441772461e-06
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0026797549799084663,0.08468287827578454,,,0.884647786617279,0.4804656505584717,1.0005770921707153,0.8856620192527771,0.478168249130249,0.9998176097869873,0.8793067336082458,0.491322785615921,0.8802676200866699,0.48936253786087036,1.000001072883606,0.0010142326354980469,0.0022974014282226562,0.008792485256723931,0.004781614305938957,0.0009608864784240723,0.001960247755050659
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.003166095819324255,0.10005172446268364,,,0.884647786617279,0.4804656505584717,1.0005770921707153,0.8849493265151978,0.47981175780296326,1.0004748106002808,0.8793067336082458,0.491322785615921,0.8795956969261169,0.49073660373687744,0.9999992251396179,0.00030153989791870117,0.0006538927555084229,0.0026140798609406656,0.0013609563030122283,0.00028896331787109375,0.0005861818790435791
0,1024,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0005494893994182348,0.017364402444867463,,,0.884647786617279,0.4804656505584717,1.0005770921707153,0.8846475481987,0.48046648502349854,1.0005755424499512,0.8793067336082458,0.491322785615921,0.8793073296546936,0.49132445454597473,0.999998927116394,-2.384185791015625e-07,-8.344650268554688e-07,-2.0668747665077414e-06,-1.73678394258887e-06,5.960464477539062e-07,-1.6689300537109375e-06
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8533059358596802,0.5416644811630249,0.8533059358596802,0.5416644811630249,0.9999991059303284,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8533059358596802,0.5416644811630249,0.8533059358596802,0.5416644811630249,0.9999991059303284,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8614099621772766,0.5279965400695801,1.0056205987930298,0.8533059358596802,0.5416644811630249,0.8533059358596802,0.5416644811630249,0.9999991059303284,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.05633430927991867,0.5781396521740194,,,0.504197895526886,1.07113516330719,1.1378686428070068,0.5349687337875366,1.0470867156982422,1.1534967422485352,0.49078190326690674,1.0091787576675415,0.5189353227615356,0.9808849096298218,1.000000238418579,0.030770838260650635,0.024048447608947754,0.06206274233819686,0.022451366020602687,0.028153419494628906,0.028293848037719727
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.06045496463775635,0.620428521705939,,,0.504197895526886,1.07113516330719,1.1378686428070068,0.5057719349861145,1.0715397596359253,1.141377568244934,0.49078190326690674,1.0091787576675415,0.49638670682907104,1.0036091804504395,1.0000008344650269,0.0015740394592285156,-0.00040459632873535156,0.0031747333160298667,-0.0003777266796901128,0.005604803562164307,0.005569577217102051
0,1024,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.02638172172009945,0.27074654174284907,,,0.504197895526886,1.07113516330719,1.1378686428070068,0.5041154026985168,1.0712460279464722,1.1379112005233765,0.49078190326690674,1.0091787576675415,0.49067071080207825,1.0092885494232178,1.000000238418579,-8.249282836914062e-05,-0.00011086463928222656,-0.00016638257003125323,-0.00010350200710424422,-0.00011119246482849121,-0.00010979175567626953
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.07293658703565598,0.47774024479801297,,,0.5116603970527649,1.0328996181488037,1.0849636793136597,0.5910328030586243,0.9447523951530457,1.0828403234481812,0.4665388762950897,1.032920002937317,0.527601420879364,0.9720072150230408,1.0000003576278687,0.07937240600585938,0.08814722299575806,0.16253526342493982,0.08533958329245815,0.06106254458427429,0.06091278791427612
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.09483291953802109,0.6211629037818329,,,0.5116603970527649,1.0328996181488037,1.0849636793136597,0.558101236820221,0.9848219156265259,1.088524341583252,0.4665388762950897,1.032920002937317,0.5114994049072266,0.988433301448822,1.0000003576278687,0.046440839767456055,0.04807770252227783,0.09509947480641656,0.04654634552817848,0.04496052861213684,0.04448670148849487
0,1024,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.041408419609069824,0.2712283275753628,,,0.5116603970527649,1.0328996181488037,1.0849636793136597,0.5148001313209534,1.030351161956787,1.08632493019104,0.4665388762950897,1.032920002937317,0.46824556589126587,1.031265377998352,1.000000238418579,0.0031397342681884766,0.0025484561920166016,0.006429407423111911,0.00246728350677874,0.0017066895961761475,0.0016546249389648438
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8757615685462952,0.4984855651855469,0.8757615685462952,0.4984855651855469,0.9999995231628418,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8757615685462952,0.4984855651855469,0.8757615685462952,0.4984855651855469,0.9999995231628418,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8814647793769836,0.48710450530052185,1.0008050203323364,0.8757615685462952,0.4984855651855469,0.8757615685462952,0.4984855651855469,0.9999995231628418,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8727775812149048,0.504435658454895,0.8727775812149048,0.504435658454895,0.9999998211860657,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8727775812149048,0.504435658454895,0.8727775812149048,0.504435658454895,0.9999998211860657,0.0,0.0,0.0,0.0,0.0,0.0
0,1024,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8786745071411133,0.4929635226726532,1.0014439821243286,0.8727775812149048,0.504435658454895,0.8727775812149048,0.504435658454895,0.9999998211860657,0.0,0.0,0.0,0.0,0.0,0.0
