seed,update,parameter_id,parameter_name,shape,distance_group,distance_thresholds,component,removed_energy,removed_energy_fraction,coefficient_count,budget_fraction,baseline_update_cosine,baseline_update_relative_l2,baseline_update_norm_ratio,restored_update_cosine,restored_update_relative_l2,restored_update_norm_ratio,polar_baseline_cosine,polar_baseline_relative_l2,polar_restored_cosine,polar_restored_relative_l2,polar_restored_norm_ratio,update_cosine_gain,update_l2_reduction,recovered_cosine_error_fraction,recovered_l2_error_fraction,polar_update_cosine_gain,polar_update_l2_reduction
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.022147417068481445,0.49587673812030236,,,0.5688702464103699,0.9444178342819214,1.0331289768218994,0.6398431062698364,0.8786130547523499,1.0657002925872803,0.5784841775894165,0.9181689023971558,0.6395910382270813,0.8490116596221924,0.9999993443489075,0.07097285985946655,0.06580477952957153,0.1646206490471588,0.06967761211286902,0.061106860637664795,0.06915724277496338
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.02725040726363659,0.6101317830679397,,,0.5688702464103699,0.9444178342819214,1.0331289768218994,0.5963461995124817,0.9173861742019653,1.0404436588287354,0.5784841775894165,0.9181689023971558,0.6116878390312195,0.8812647461891174,1.0000003576278687,0.027475953102111816,0.027031660079956055,0.06373012503392364,0.028622564185807976,0.03320366144180298,0.03690415620803833
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.011927079409360886,0.2670451915240526,,,0.5688702464103699,0.9444178342819214,1.0331289768218994,0.5693296194076538,0.944024384021759,1.0333484411239624,0.5784841775894165,0.9181689023971558,0.5789769887924194,0.9176319241523743,1.000000238418579,0.00045937299728393555,0.0003934502601623535,0.001065509845839099,0.0004166061311850485,0.0004928112030029297,0.0005369782447814941
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.07886151224374771,0.4466179803622679,,,0.5385554432868958,0.9973449110984802,1.0721640586853027,0.6230238080024719,0.9029611945152283,1.0741270780563354,0.4965636730194092,1.0034310817718506,0.5623108148574829,0.9356174468994141,0.9999993443489075,0.08446836471557617,0.09438371658325195,0.18305203406721085,0.09463498087065716,0.06574714183807373,0.06781363487243652
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.10651182383298874,0.6032105432870716,,,0.5385554432868958,0.9973449110984802,1.0721640586853027,0.5919274687767029,0.9408937692642212,1.0773736238479614,0.4965636730194092,1.0034310817718506,0.54832524061203,0.9504483342170715,1.0000005960464478,0.05337202548980713,0.05645114183425903,0.11566292139185495,0.05660142364599172,0.05176156759262085,0.05298274755477905
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.04856596142053604,0.2750445811506903,,,0.5385554432868958,0.9973449110984802,1.0721640586853027,0.5413787364959717,0.9951272010803223,1.0737022161483765,0.4965636730194092,1.0034310817718506,0.49984052777290344,1.000159502029419,1.0000001192092896,0.0028232932090759277,0.002217710018157959,0.0061183801347368914,0.002223613910773719,0.0032768547534942627,0.0032715797424316406
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8711448907852173,0.5076614618301392,0.8711448907852173,0.5076614618301392,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8711448907852173,0.5076614618301392,0.8711448907852173,0.5076614618301392,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8761054873466492,0.4990176558494568,1.0048260688781738,0.8711448907852173,0.5076614618301392,0.8711448907852173,0.5076614618301392,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8694328665733337,0.5110229253768921,0.8694328665733337,0.5110229253768921,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8694328665733337,0.5110229253768921,0.8694328665733337,0.5110229253768921,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8750038743019104,0.5012667179107666,1.004969596862793,0.8694328665733337,0.5110229253768921,0.8694328665733337,0.5110229253768921,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.800520122051239,0.6287871599197388,0.9907708764076233,0.800520122051239,0.6287871599197388,0.9907708764076233,0.7977912425994873,0.6359438300132751,0.7977912425994873,0.6359438300132751,0.9999993443489075,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.800520122051239,0.6287871599197388,0.9907708764076233,0.800520122051239,0.6287871599197388,0.9907708764076233,0.7977912425994873,0.6359438300132751,0.7977912425994873,0.6359438300132751,0.9999993443489075,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.800520122051239,0.6287871599197388,0.9907708764076233,0.800520122051239,0.6287871599197388,0.9907708764076233,0.7977912425994873,0.6359438300132751,0.7977912425994873,0.6359438300132751,0.9999993443489075,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.019723108038306236,0.5163268052703669,,,0.5307719707489014,0.9996792078018188,1.0609374046325684,0.5906834006309509,0.9518894553184509,1.0956560373306274,0.5282394289970398,0.9713510870933533,0.5825752019882202,0.9137019515037537,0.9999993443489075,0.05991142988204956,0.04778975248336792,0.12768084203680227,0.04780508798262611,0.05433577299118042,0.05764913558959961
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0238833948969841,0.6252380183802608,,,0.5307719707489014,0.9996792078018188,1.0609374046325684,0.5604833960533142,0.9742699861526489,1.0736515522003174,0.5282394289970398,0.9713510870933533,0.5630250573158264,0.9348542094230652,0.9999995827674866,0.029711425304412842,0.025409221649169922,0.06331980071998923,0.0254173753448788,0.03478562831878662,0.036496877670288086
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0111813610419631,0.29271433357047805,,,0.5307719707489014,0.9996792078018188,1.0609374046325684,0.5315563082695007,0.999006450176239,1.0612382888793945,0.5282394289970398,0.9713510870933533,0.5289660096168518,0.97060227394104,1.000000238418579,0.0007843375205993652,0.000672757625579834,0.0016715487390026346,0.0006729735102314989,0.0007265806198120117,0.0007488131523132324
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.06716753542423248,0.4479920529893472,,,0.5080125331878662,1.04104483127594,1.0926930904388428,0.5852904915809631,0.9562010765075684,1.0921272039413452,0.4627090096473694,1.036620855331421,0.5240665674209595,0.9756365418434143,1.0000001192092896,0.07727795839309692,0.08484375476837158,0.15707302239592547,0.08149865617639558,0.06135755777359009,0.06098431348800659
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.09030711650848389,0.6023277505815401,,,0.5080125331878662,1.04104483127594,1.0926930904388428,0.5629320740699768,0.9824690222740173,1.0940989255905151,0.4627090096473694,1.036620855331421,0.513485848903656,0.9864218831062317,0.9999995827674866,0.054919540882110596,0.05857580900192261,0.11162792669895738,0.05626636552253961,0.05077683925628662,0.05019897222518921
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.04344075545668602,0.2897398735495041,,,0.5080125331878662,1.04104483127594,1.0926930904388428,0.5128642320632935,1.0356801748275757,1.092227578163147,0.4627090096473694,1.036620855331421,0.46653690934181213,1.0329214334487915,0.9999995231628418,0.004851698875427246,0.005364656448364258,0.009861427785679498,0.005153146422896267,0.003827899694442749,0.0036994218826293945
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.005861364770680666,0.239371706334047,,,0.8176477551460266,0.5978707075119019,0.9788556694984436,0.8281962871551514,0.5792614221572876,0.9746333360671997,0.8237305879592896,0.5937591791152954,0.8323714733123779,0.5790249705314636,1.0000003576278687,0.010548532009124756,0.018609285354614258,0.05784700932841248,0.0311259359603996,0.008640885353088379,0.014734208583831787
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0058602564968168736,0.23932644564541208,,,0.8176477551460266,0.5978707075119019,0.9788556694984436,0.8199711441993713,0.5938109755516052,0.9779354333877563,0.8237305879592896,0.5937591791152954,0.8257394433021545,0.590366005897522,1.000001072883606,0.0023233890533447266,0.004059731960296631,0.012741214429278253,0.00679031755409394,0.0020088553428649902,0.0033931732177734375
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0013450386468321085,0.05492990260356216,,,0.8176477551460266,0.5978707075119019,0.9788556694984436,0.8176488280296326,0.5978649854660034,0.9788506031036377,0.8237305879592896,0.5937591791152954,0.8237317204475403,0.5937589406967163,1.0000001192092896,1.0728836059570312e-06,5.7220458984375e-06,5.883577725166971e-06,9.570707891427496e-06,1.1324882507324219e-06,2.384185791015625e-07
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.005668921396136284,0.24259504115894193,,,0.813329815864563,0.6043348908424377,0.9767796397209167,0.8241548538208008,0.585377037525177,0.9721068143844604,0.8203402757644653,0.5994417667388916,0.8291460871696472,0.5845677256584167,1.0,0.010825037956237793,0.018957853317260742,0.05799018202276897,0.03136978123310679,0.008805811405181885,0.014874041080474854
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.005720201879739761,0.24478953110881405,,,0.813329815864563,0.6043348908424377,0.9767796397209167,0.8157848715782166,0.6001020669937134,0.9758365154266357,0.8203402757644653,0.5994417667388916,0.8224520683288574,0.595908522605896,1.0000005960464478,0.0024550557136535645,0.004232823848724365,0.013151836352571009,0.0070041030442969205,0.00211179256439209,0.0035332441329956055
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0014059634413570166,0.060166605794964766,,,0.813329815864563,0.6043348908424377,0.9767796397209167,0.8133305311203003,0.6043319702148438,0.9767782092094421,0.8203402757644653,0.5994417667388916,0.8203412890434265,0.5994403958320618,1.000000238418579,7.152557373046875e-07,2.9206275939941406e-06,3.831654962025106e-06,4.832796580589299e-06,1.0132789611816406e-06,1.3709068298339844e-06
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.0,0.0,,,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7836956977844238,0.6577374339103699,0.7836956977844238,0.6577374339103699,0.9999988079071045,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.0,0.0,,,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7836956977844238,0.6577374339103699,0.7836956977844238,0.6577374339103699,0.9999988079071045,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.0,0.0,,,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7820180058479309,0.654092013835907,0.9804627895355225,0.7836956977844238,0.6577374339103699,0.7836956977844238,0.6577374339103699,0.9999988079071045,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.020321592688560486,0.5268363651254205,,,0.49983328580856323,1.045671820640564,1.085718035697937,0.5509496927261353,1.0123326778411865,1.1239781379699707,0.483845978975296,1.0160250663757324,0.5309810638427734,0.9685243964195251,0.9999995231628418,0.05111640691757202,0.03333914279937744,0.10219873787524258,0.03188298865982096,0.04713508486747742,0.047500669956207275
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.024169081822037697,0.6265823457188477,,,0.49983328580856323,1.045671820640564,1.085718035697937,0.5255901217460632,1.0294222831726074,1.1052048206329346,0.483845978975296,1.0160250663757324,0.5137495994567871,0.986155092716217,1.000000238418579,0.0257568359375,0.016249537467956543,0.05149650147978795,0.015539806225247902,0.02990362048149109,0.02986997365951538
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.010411368682980537,0.2699142590339285,,,0.49983328580856323,1.045671820640564,1.085718035697937,0.5006747841835022,1.044959306716919,1.0860058069229126,0.483845978975296,1.0160250663757324,0.484580934047699,1.0153030157089233,1.0000001192092896,0.0008414983749389648,0.0007125139236450195,0.0016824357780371702,0.0006813934444638122,0.0007349550724029541,0.000722050666809082
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.06136514991521835,0.45305880348075045,,,0.4918161630630493,1.0638861656188965,1.103155493736267,0.5696142315864563,0.9810614585876465,1.1052831411361694,0.44480812549591064,1.0537487268447876,0.5058097839355469,0.9941738843917847,0.9999998211860657,0.07779806852340698,0.08282470703125,0.1530904032531425,0.07785109883731614,0.06100165843963623,0.05957484245300293
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.08303839713335037,0.6130723529588437,,,0.4918161630630493,1.0638861656188965,1.103155493736267,0.548872709274292,1.0064821243286133,1.10946524143219,0.44480812549591064,1.0537487268447876,0.49738097190856934,1.002616286277771,1.0,0.057056546211242676,0.0574040412902832,0.1122754052060132,0.05395693932808069,0.05257284641265869,0.0511324405670166
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.03817998245358467,0.28188274926787604,,,0.4918161630630493,1.0638861656188965,1.103155493736267,0.4966733157634735,1.059832215309143,1.1048885583877563,0.44480812549591064,1.0537487268447876,0.4478009045124054,1.0509042739868164,1.0000004768371582,0.004857152700424194,0.004053950309753418,0.009557865377420123,0.0038105113505213276,0.002992779016494751,0.0028444528579711914
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.008028330281376839,0.3677734628980451,,,0.7732995748519897,0.6603935956954956,0.9579759240150452,0.797888994216919,0.6216320991516113,0.9497039914131165,0.790567934513092,0.6472050547599792,0.8105727434158325,0.615519642829895,0.9999995827674866,0.0245894193649292,0.03876149654388428,0.108466578079309,0.058694537313104145,0.02000480890274048,0.03168541193008423
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.007502302061766386,0.34367639499875935,,,0.7732995748519897,0.6603935956954956,0.9579759240150452,0.7781246900558472,0.6528878808021545,0.9562634229660034,0.790567934513092,0.6472050547599792,0.7946915626525879,0.6408004760742188,1.0000003576278687,0.004825115203857422,0.0075057148933410645,0.0212841030214529,0.011365517385789298,0.00412362813949585,0.006404578685760498
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",distant,"<0.5,0.5-1.5,>=1.5 decades",distant,0.002061347011476755,0.09442919038892963,,,0.7732995748519897,0.6603935956954956,0.9579759240150452,0.7732992768287659,0.6603947877883911,0.9579756855964661,0.790567934513092,0.6472050547599792,0.7905678153038025,0.6472041606903076,1.0,-2.980232238769531e-07,-1.1920928955078125e-06,-1.3146125495017355e-06,-1.8051248577787252e-06,-1.1920928955078125e-07,8.940696716308594e-07
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",local,"<0.5,0.5-1.5,>=1.5 decades",local,0.008781339973211288,0.38050015459887465,,,0.7690879702568054,0.6642627716064453,0.949999213218689,0.8006150126457214,0.6150673031806946,0.9394606947898865,0.7912710905075073,0.6461188197135925,0.8158633708953857,0.6068649291992188,1.0000008344650269,0.031527042388916016,0.04919546842575073,0.13653269785891342,0.07406025225044148,0.024592280387878418,0.03925389051437378
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",medium,"<0.5,0.5-1.5,>=1.5 decades",medium,0.008633134886622429,0.3740783489824844,,,0.7690879702568054,0.6642627716064453,0.949999213218689,0.7743764519691467,0.6561563014984131,0.9481267929077148,0.7912710905075073,0.6461188197135925,0.7957083582878113,0.6392156481742859,0.9999998807907104,0.005288481712341309,0.008106470108032227,0.022902582070855364,0.012203709818672562,0.004437267780303955,0.006903171539306641
