seed,update,parameter_id,method,t,exact_polar_distortion,exact_polar_relative_l2,s_perp,s_full
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.2,0.007473378691358001,0.12225693183914259,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.4,0.029172369349191873,0.24154655596464192,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.6,0.06216968897954522,0.3526178922844008,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.8,0.10241050955288489,0.45257156241392027,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.0,0.14620261455429284,0.5407450685014075,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.25,0.20193969633502895,0.6355150609309403,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.5,0.2559483358374496,0.7154695462945291,0.6080882617616253,0.6080882617616242
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.05,0.0003399342987520093,0.026074289971236328,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.1,0.0013604731333224374,0.05216269037005293,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.2,0.005420763687692731,0.10412265543767181,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.4,0.0211120718356963,0.20548514221568545,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.6,0.045247669754021724,0.3008244330303725,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.8,0.07533872052096802,0.388171922016452,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.0,0.10896108931807558,0.4668213562340003,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.25,0.15303999641242272,0.5532449663800311,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.5,0.19704897847151415,0.6277722174029635,0.520909392870063,0.5209093928700621
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.05,0.0002900958003025922,0.024087166720254446,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.1,0.0011651689797539388,0.04827357413230563,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.2,0.00467894683198844,0.09673620658255991,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.4,0.018541997845934022,0.19257205324727086,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.6,0.04046578764649178,0.2844847540607215,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.8,0.06856570697239994,0.3703125895035188,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.0,0.10078115254788012,0.44895690783833614,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.25,0.1441132571170013,0.5368673152968101,0.48041232383928373,0.4804123238392832
1,128,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.5,0.18843523261150597,0.6138977644714262,0.48041232383928373,0.4804123238392832
1,1024,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,0.05,0.0005704929306357132,0.03377848222279838,0.6746950559495507,0.6746950559495469
