seed,update,parameter_id,parameter_name,shape,method,t,finite_cosine_distortion,finite_update_relative_l2,t_s_perp,t_s_full,s_perp,s_full,tail_angle_prior,state_error_relative_l2,gram_fro_prior,first_order_cosine_prediction,finite_vector_mismatch,remainder_radial_fraction,remainder_tangent_fraction,remainder_other_fraction,stable
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.2,0.15090841686457668,0.577189028263092,0.6528576035976791,0.652857792810093,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,0.21311152528765215,0.35038854961367244,0.4056561018736834,0.5070493848287624,0.7604893479578861,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.4,0.3334095908624791,0.886681854724884,1.3057152071953582,1.305715585620186,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,0.8524461011506086,0.8570717330478508,0.311315621982658,0.7536899566802724,0.5788212441754738,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.6,0.442117696858744,1.0224440097808838,1.9585728107930371,1.9585733784302788,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,1.918003727588869,1.3923742769280762,0.2508404758408987,0.8636640170439945,0.43722250781879257,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.8,0.5101170997285391,1.0940243005752563,2.6114304143907163,2.611431171240372,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,3.4097844046024344,1.8986258973845302,0.21096609942259795,0.9158265042189396,0.3416944820516545,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,1.0,0.5589018878285483,1.1408506631851196,3.2642880179883953,3.264288964050465,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,5.327788132191303,2.3893146368682867,0.1824128678292484,0.9430154854278338,0.2782936217264573,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,1.25,0.604983901162085,1.1854084730148315,4.080360022485494,4.080361205063081,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,8.32466895654891,2.9770587295261,0.15617351873956606,0.9616435527518654,0.22550279265520057,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,1.5,0.6414214238033781,1.223685622215271,4.896432026982593,4.896433446075697,3.2642880179883953,3.264288964050465,0.9221672154542807,0.18804746866226196,0.039390359073877335,11.987523297430432,3.5336764625282737,0.13677826455843203,0.9722696831902836,0.18969282931483342,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.05,0.0021080771806736287,0.06496769934892654,0.06496357909935487,0.0649641538571334,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.002110133304699068,0.027683218486808554,0.5165420589235749,0.014029416408858712,0.8561468780753688,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.1,0.008361876667489221,0.12965397536754608,0.12992715819870973,0.1299283077142668,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.008440533218796273,0.05551165440301786,0.5153350331536165,0.06794164684460345,0.8542913649502597,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.2,0.03220310002547311,0.25649064779281616,0.25985431639741946,0.2598566154285336,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.03376213287518509,0.1126216420769159,0.5082964108980662,0.1734859015707639,0.8435267634309541,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.4,0.11139042871520399,0.4895801842212677,0.5197086327948389,0.5197132308570672,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.13504853150074037,0.23896826404353885,0.4789973953351871,0.3646659735639501,0.7984862071361915,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.6,0.20461109467872785,0.6813996434211731,0.7795629491922583,0.7795698462856008,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.30385919587666577,0.38996650000225497,0.4381238362346401,0.5184598985138306,0.7343342820242402,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.8,0.2903396802919922,0.8262987732887268,1.0394172655896778,1.0394264617141344,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.5401941260029615,0.5687725694852208,0.39497840327986755,0.6347351002723889,0.6641561664433078,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,1.0,0.3613094492769495,0.9290323257446289,1.2992715819870972,1.299283077142668,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,0.8440533218796272,0.7706219166181093,0.35492756417443555,0.7204816537274771,0.5957622099724933,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,1.25,0.42948879926621186,1.0133440494537354,1.6240894774838717,1.624103846428335,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,1.3188333154369176,1.0401003814273562,0.31218350116275445,0.7963206601475524,0.5180877028302437,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,1.5,0.47971810249420144,1.0670289993286133,1.9489073729806459,1.9489246157140019,1.2992715819870972,1.299283077142668,0.8959281074162081,0.07654991000890732,0.009442540816962719,1.8991199742291611,1.309832664514222,0.2778074359760157,0.8479702695025856,0.4514082969509225,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.05,0.0012140410803346269,0.04929453879594803,0.04930953173111334,0.049309584773380155,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.0012157149597708367,0.02072950421747173,0.5156473962099133,0.02579921018487501,0.8564123793685793,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.1,0.004828761291185812,0.09843403100967407,0.09861906346222668,0.09861916954676031,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.004862859839083347,0.04154778790059709,0.5146887807463223,0.06670387701761175,0.8547783641182427,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.2,0.018861593295276147,0.1955089122056961,0.19723812692445336,0.19723833909352062,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.019451439356333387,0.08389195136830205,0.5101051203729841,0.1472995493935224,0.8474052212004034,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.4,0.06884316380470579,0.3800472617149353,0.3944762538489067,0.39447667818704124,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.07780575742533355,0.1743122379031284,0.49150557298502306,0.298518146997579,0.8181131875466706,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.6,0.13527501477748138,0.5443158149719238,0.59171438077336,0.5917150172805618,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.17506295420700044,0.2769675116584518,0.4638957756087099,0.4298826691664328,0.7745977021155661,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.8,0.20472580372255456,0.682781457901001,0.7889525076978134,0.7889533563740825,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.3112230297013342,0.39538082084146947,0.43189679652258145,0.5385451744289516,0.7234875619199049,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,1.0,0.2692431833981752,0.7940629124641418,0.9861906346222667,0.986191695467603,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.4862859839083346,0.5303868822764762,0.39919500773300953,0.6258658170717146,0.6700263612890063,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,1.25,0.3383246298456938,0.8982241153717041,1.2327382932778335,1.2327396193345037,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,0.7598218498567729,0.7195121003405451,0.36070513178356706,0.7100332492218592,0.6047682141981627,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,1.5,0.3940667440317702,0.9712091088294983,1.4792859519334,1.4792875432014045,0.9861906346222667,0.986191695467603,0.8706931143142973,0.05666500702500343,0.007391441613435745,1.0941434637937528,0.9238208198657543,0.3266597564560588,0.7727729895801821,0.5441647821086601,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.05,0.0011291539795471595,0.04752904921770096,0.04749339452917422,0.047494725932970126,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.001127811261951898,0.02047406271381521,0.5096177156960051,0.021249954968980404,0.8601384907458683,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.1,0.004503619456732166,0.09500996768474579,0.09498678905834844,0.09498945186594025,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.004511245047807592,0.04095429557890937,0.5097800794695176,0.019009566911352402,0.8600947081233944,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.2,0.017698110101333375,0.18913085758686066,0.18997357811669688,0.1899789037318805,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.018044980191230367,0.08235559974851368,0.5074548236387227,0.09911595026026701,0.8559588952571128,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.4,0.06543261453777727,0.36938801407814026,0.37994715623339376,0.379957807463761,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.07217992076492147,0.16979884277604482,0.4929806237716908,0.25240842461649754,0.8326224184876821,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.6,0.13014163591296424,0.5315935015678406,0.5699207343500906,0.5699367111956415,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.16240482172107326,0.2681152075270282,0.4683685400782278,0.3885269885114476,0.7935223310425493,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.8,0.19900393437496888,0.669951319694519,0.7598943124667875,0.759915614927522,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.28871968305968587,0.38100298518128345,0.43816774789006246,0.502831426463206,0.745097028090915,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,1.0,0.26395503870440473,0.782630205154419,0.9498678905834843,0.9498945186594024,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.45112450478075905,0.5094053146191345,0.406405603248222,0.595521785119442,0.6929561956549553,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,1.25,0.3345615264416678,0.8899363279342651,1.1873348632293554,1.187368148324253,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,0.704882038719936,0.6888063072452528,0.3684499151878741,0.6853481964483277,0.628126189251063,True
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,1.5,0.3924995307365179,0.9669009447097778,1.4248018358752264,1.4248417779891036,0.9498678905834843,0.9498945186594024,0.8728699153863515,0.057595498859882355,0.007927839644253254,1.0150301357567078,0.8818690076867579,0.33464695784054704,0.752501378902547,0.5672328343439028,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.05,0.0019146980775631706,0.061879273504018784,0.06195276117738768,0.06195306458663137,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.0019190723087512173,0.07126426528842147,0.4988337677911934,0.05073356483104029,0.8652115218319216,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.1,0.007575651382039861,0.123045913875103,0.12390552235477537,0.12390612917326274,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.007676289235004869,0.1425605447171339,0.49717412117989035,0.11809400083964809,0.8595764655890853,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.2,0.02893649451105562,0.24012629687786102,0.24781104470955073,0.24781225834652548,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.030705156940019476,0.28537518629087694,0.48936581203333823,0.24715217041873377,0.8363234462037996,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.4,0.09766717610332876,0.43841552734375,0.49562208941910146,0.49562451669305096,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.1228206277600779,0.5697740112408163,0.4607255752703628,0.4663667678229446,0.7551383861002672,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.6,0.17463207155354188,0.580991268157959,0.7434331341286522,0.7434367750395764,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.2763464124601753,0.842109465470188,0.4250849392086977,0.6234736149850988,0.6561885749350546,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.8,0.2427601546721837,0.6789803504943848,0.9912441788382029,0.9912490333861019,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.4912825110403116,1.0895623462136836,0.39090482585077624,0.7275581207754617,0.5637841768090109,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,1.0,0.2997898181333897,0.7494102120399475,1.2390552235477537,1.2390612917326274,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,0.767628923500487,1.309746724329412,0.36070947559527106,0.7952477468500404,0.48730862432927197,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,1.25,0.3597578514718711,0.8169792294502258,1.548819029434692,1.548826614665784,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,1.1994201929695105,1.5576901502711002,0.32756450919629027,0.8490192304942566,0.4145694616899599,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,1.5,0.411251049773822,0.872668981552124,1.8585828353216305,1.858591937598941,1.2390552235477537,1.2390612917326274,0.8784108138077591,0.18690404295921326,0.04346219077706337,1.7271650778760954,1.7876931469915818,0.2984171605882386,0.8831145478886239,0.3620164272155431,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.05,0.0007228878550944451,0.03802623972296715,0.0379550688600613,0.03795588655053205,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.0007202936260859976,0.0422095759342043,0.5186919891660531,0.02615101658335361,0.8545611415847049,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.1,0.002893258414823352,0.07607150077819824,0.0759101377201226,0.0759117731010641,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.0028811745043439904,0.08434807469484486,0.5193651885341259,0.013944893857562852,0.8544386115304843,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.2,0.011482967574851566,0.15148839354515076,0.1518202754402452,0.1518235462021282,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.011524698017375962,0.16854151901047704,0.5188080953878496,0.09379474941872717,0.8497297836026739,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.4,0.04369289922986119,0.294874370098114,0.3036405508804904,0.3036470924042564,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.04609879206950385,0.33713108368851047,0.5105544625534231,0.24732439533456768,0.8235076103103791,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.6,0.08986932488908173,0.42125198245048523,0.45546082632073553,0.45547063860638454,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.10372228215638361,0.505826423813013,0.49461268036266687,0.3852323619193631,0.7790727332890229,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8,0.1417682244319357,0.5262495875358582,0.6072811017609808,0.6072941848085128,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.1843951682780154,0.6723153476163464,0.47400532159938,0.5019770761968713,0.7234210185419335,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,1.0,0.19292538908889412,0.6101403832435608,0.759101377201226,0.759117731010641,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.28811745043439896,0.8327264197695303,0.45174021545212295,0.5961431692483907,0.6637349617894888,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,1.25,0.2509609586833863,0.6906374096870422,0.9488767215015325,0.9488971637633012,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.4501835163037484,1.0193508428327496,0.4248249292058338,0.6851072620584766,0.5917362748724712,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,1.5,0.3015549423564239,0.7521445155143738,1.1386520658018389,1.1386765965159613,0.759101377201226,0.759117731010641,0.7962827868556408,0.1165764257311821,0.016694672405719757,0.6482642634773976,1.188364094111716,0.40055624204954887,0.748919027103658,0.5278967586538279,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.05,0.0004424452800250167,0.029748164117336273,0.029729697191376726,0.0297300094722118,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.0004419274475454766,0.032655649119091724,0.5260628648948777,0.004798182198336598,0.850432148749167,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.1,0.001768612025941696,0.05947447195649147,0.05945939438275345,0.0594600189444236,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.0017677097901819064,0.0652778471366464,0.5262863249275539,0.026503513061867975,0.8498942687120303,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.2,0.007026508962728384,0.11851360648870468,0.1189187887655069,0.1189200378888472,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.007070839160727625,0.13045410845043093,0.5254538299859093,0.08883014369884173,0.8461722508588365,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.4,0.027142042559852753,0.23261912167072296,0.2378375775310138,0.2378400757776944,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.0282833566429105,0.2610518966566405,0.5191652752650782,0.2103134542764825,0.8283934258003088,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.6,0.05745888285987044,0.337637335062027,0.3567563662965207,0.3567601136665416,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.06363755244654862,0.3925022069123285,0.507388914419917,0.32383758124139733,0.7985522590910555,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.8,0.0940326054604893,0.43042370676994324,0.4756751550620276,0.4756801515553888,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.113133426571642,0.5246999052914161,0.49143218694941054,0.42599914893487634,0.7596177530421555,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,1.0,0.13300308517467374,0.5096819996833801,0.5945939438275345,0.594600189444236,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.17677097901819064,0.656553584324003,0.4728486135871894,0.5148758990331211,0.7150643308286594,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,1.25,0.180678459818156,0.5904524922370911,0.7432424297844181,0.743250236805295,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.27620465471592287,0.8180051009917004,0.4481969578193336,0.6067095062978887,0.6565234664269054,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,1.5,0.22435556382552768,0.6540150046348572,0.8918909157413017,0.8919002841663539,0.5945939438275345,0.594600189444236,0.6989403669707979,0.08696470409631729,0.010475029237568378,0.39773470279092893,0.9718941325497296,0.4240806639521329,0.6787400356185885,0.5995561312423924,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.05,0.00042774402180567606,0.029251351952552795,0.02918462772670104,0.02918544002888527,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.0004258712477730636,0.0330165913725777,0.5094941784668143,0.05560515929702872,0.8586755780665467,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.1,0.0017154469916931259,0.058579228818416595,0.05836925545340208,0.05837088005777054,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.0017034849910922544,0.06599076877851526,0.5106393354341068,0.024707113417557203,0.8594399499987864,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.2,0.006860582731692211,0.11712731420993805,0.11673851090680416,0.11674176011554108,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.0068139399643690176,0.13182742538010594,0.5118783443539378,0.0372993748718502,0.8582478180663023,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.4,0.026849128818743018,0.23144680261611938,0.23347702181360833,0.23348352023108215,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.02725575985747607,0.2632216199868818,0.5100847133996598,0.1599448400707179,0.8451220227225621,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.6,0.05752220932538554,0.3380155861377716,0.35021553272041245,0.3502252803466232,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.06132545967932114,0.39436460497035825,0.5029615072448552,0.27655998069886806,0.8188676934070382,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.8,0.09511535810894411,0.43321746587753296,0.46695404362721665,0.4669670404621643,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.10902303942990428,0.5248160616998293,0.4915128997163221,0.3828639272113363,0.7821958083834982,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,1.0,0.13572359498785758,0.5153203010559082,0.5836925545340208,0.5837088005777054,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.17034849910922542,0.6533104982570587,0.4771575669487961,0.47607301604959146,0.7386982737849678,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,1.25,0.1861233247843137,0.5998438000679016,0.729615693167526,0.7296360007221316,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.26616952985816467,0.8083497530559922,0.45734915286930405,0.5727500048191725,0.6802861047745379,True
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,1.5,0.23307787425399484,0.667158305644989,0.8755388318010312,0.875563200866558,0.5836925545340208,0.5837088005777054,0.7178621845282125,0.09574092924594879,0.01586252823472023,0.3832841229957572,0.9540352095583673,0.43751680331188325,0.6486891905742485,0.6227209494242374,True
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,0.05,0.0019005993842163837,0.06164722889661789,0.06174021103008858,0.061740240554267405,1.2348042206017715,1.234804811085348,0.879014898014675,0.18789219856262207,0.041600070893764496,0.0019059268290199359,0.0705295095507569,0.5030106550511774,0.0560804280606582,0.8624588491594625,True
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,0.1,0.007516762959358103,0.12255208939313889,0.12348042206017716,0.12348048110853481,1.2348042206017715,1.234804811085348,0.879014898014675,0.18789219856262207,0.041600070893764496,0.0076237073160797435,0.1411511170844096,0.5008829259084974,0.12301654751929166,0.8567282086926491,True
