seed,update,parameter_id,parameter_name,shape,numel,rank,method,evaluation_scope,pairing,codewords,nominal_bits_per_value,scale,paired_vectors,singleton_values,zero_pair_fraction,codebook_occupied,mean_vector_error,mean_alpha,storage_ratio_vs_fp32_unamortized,persistent_bits_unamortized,shared_codebook_bits,fp32_bits,vector_mean_magnitude_relative_error,vector_mean_direction_cosine,vector_mean_angular_error_deg,vector_small_norm_magnitude_error,vector_large_norm_magnitude_error,residual_relative_l2,residual_cosine,residual_norm_ratio,full_state_raw_relative_l2,full_state_raw_cosine,full_state_raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,evaluation_wall_seconds,source_seed_role,scalar_int3_update_cosine,delta_vs_scalar_int3,structural_int4_update_cosine,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,spectral_danger_diagonal_fraction_error,spectral_danger_cross_fraction_error,spectral_danger_associated_fraction_error,spectral_local_mixing_fraction_error,spectral_medium_mixing_fraction_error,spectral_distant_mixing_fraction_error,spectral_danger_diagonal_energy,spectral_danger_cross_energy,storage_ratio_amortized_global_codebook
1,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01688639260828495,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999998211860657,0.16688255965709686,1.2852392501372378e-06,0.7324569821357727,0.6808209419250488,0.679979145526886,0.9968916773796082,0.08506479859352112,0.11716964095830917,,,,,,,,,,,,,,,,,1.5302884056454613
1,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01790364645421505,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999998211860657,0.16285596787929535,1.3591486549557885e-06,0.6865785121917725,0.7270625233650208,0.7262228727340698,0.9935459494590759,0.11898212134838104,0.15493419766426086,,,,,,,,,,,,,,,,,1.5377346947079613
1,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01483832485973835,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999996423721313,0.16400448977947235,1.2829589195462177e-06,0.7475515604019165,0.6642072200775146,0.6639545559883118,0.9964171648025513,0.08924231678247452,0.11768972873687744,,,,,,,,,,,,,,,,,1.5302884056454613
1,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0148790143430233,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999998807907104,0.15811580419540405,1.3678528603122686e-06,0.702234148979187,0.7119502425193787,0.7116795182228088,0.9929714202880859,0.12221045792102814,0.1526329219341278,,,,,,,,,,,,,,,,,1.5377346947079613
1,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0150010846555233,,,,1.434820669668692,20311000,4096,14155776,,,,,,0.9999996423721313,0.22063806653022766,1.4181941878632642e-06,0.519131064414978,0.8546965718269348,0.8549852967262268,0.9932295083999634,0.1163528561592102,0.10984652489423752,,,,,,,,,,,,,,,,,1.5302884056454613
1,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0143907330930233,,,,1.4417696352358218,20409368,4096,14155776,,,,,,0.9999995827674866,0.2070186287164688,1.6622599332549726e-06,0.44353222846984863,0.8962597846984863,0.8965305685997009,0.9893636107444763,0.1458088457584381,0.1558685153722763,,,,,,,,,,,,,,,,,1.5377346947079613
1,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0190700963139534,,,,2.10556877983941,9935320,4096,4718592,,,,,,0.9999997019767761,0.2484946995973587,1.317238343290228e-06,0.5105530023574829,0.8598477244377136,0.8601939678192139,0.9955275058746338,0.0979672446846962,0.12387564778327942,,,,,,,,,,,,,,,,,1.5302884056454613
1,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01859537698328495,,,,2.115999009874132,9984536,4096,4718592,,,,,,0.9999996423721313,0.23537853360176086,1.5425360970766633e-06,0.42446470260620117,0.9054461717605591,0.9057654142379761,0.9897942543029785,0.14398601651191711,0.16459891200065613,,,,,,,,,,,,,,,,,1.5377346947079613
1,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01652018167078495,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999997019767761,0.1733674556016922,1.3537548966269242e-06,0.7173711061477661,0.6966959834098816,0.6966477632522583,0.9950150847434998,0.09999683499336243,0.10751064866781235,,,,,,,,,,,,,,,,,1.5302884056454613
1,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0169677734375,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999995827674866,0.16480864584445953,1.4404146213564673e-06,0.6743549704551697,0.7384123206138611,0.7383195757865906,0.9917566776275635,0.12931422889232635,0.146739661693573,,,,,,,,,,,,,,,,,1.5377346947079613
