rank,family,size,component,index,value_0,value_1
4,mse,128,0,9,-0.11181113123893738,-0.9628387689590454
4,mse,128,0,10,-0.7043694257736206,-0.07986057549715042
4,mse,128,0,11,-0.04755828157067299,-0.06868506222963333
4,mse,128,0,12,0.29229283332824707,0.5569640398025513
4,mse,128,0,13,-0.3590173125267029,0.06302624195814133
4,mse,128,0,14,0.6694833636283875,-0.04587592929601669
4,mse,128,0,15,0.46716636419296265,-0.048076946288347244
4,mse,128,0,16,-0.9315580129623413,0.8851285576820374
4,mse,128,0,17,0.08441206812858582,-0.9613417983055115
4,mse,128,0,18,0.48779842257499695,0.5262945890426636
4,mse,128,0,19,-0.9572688341140747,0.024534719064831734
4,mse,128,0,20,-0.13201458752155304,-0.15747937560081482
4,mse,128,0,21,-0.33030951023101807,-0.9289386868476868
4,mse,128,0,22,-0.011265192180871964,0.26776453852653503
4,mse,128,0,23,-0.39183762669563293,0.7356243133544922
4,mse,128,0,24,-0.41167888045310974,-0.278389573097229
4,mse,128,0,25,0.3763435482978821,-0.6944283246994019
4,mse,128,0,26,-0.9444291591644287,-0.17292527854442596
4,mse,128,0,27,-0.24127160012722015,0.4134809672832489
4,mse,128,0,28,0.2338433712720871,0.16067606210708618
4,mse,128,0,29,0.7597653269767761,0.4484623968601227
4,mse,128,0,30,-0.9163684844970703,-0.95176762342453
4,mse,128,0,31,0.22197991609573364,-0.15152719616889954
4,mse,128,0,32,-0.4990847110748291,0.2734522223472595
4,mse,128,0,33,-0.190193772315979,-0.36268511414527893
4,mse,128,0,34,-0.023378776386380196,0.514297366142273
4,mse,128,0,35,0.6288915872573853,-0.9528787732124329
4,mse,128,0,36,-0.31975531578063965,-0.3717370927333832
4,mse,128,0,37,0.30626872181892395,0.9535892605781555
4,mse,128,0,38,0.12021604925394058,-0.396524578332901
4,mse,128,0,39,-0.8978530764579773,-0.6268730163574219
4,mse,128,0,40,0.004886142909526825,0.6834633350372314
4,mse,128,0,41,-0.3303743302822113,0.21215499937534332
4,mse,128,0,42,0.01449122466146946,0.14788959920406342
4,mse,128,0,43,0.261685311794281,-0.546779453754425
4,mse,128,0,44,-0.10828068107366562,-0.7692179083824158
4,mse,128,0,45,0.06679834425449371,-0.13702473044395447
4,mse,128,0,46,0.9574387669563293,0.3267817199230194
4,mse,128,0,47,0.2628932595252991,-0.2725346088409424
4,mse,128,0,48,0.33682480454444885,0.2435288429260254
4,mse,128,0,49,0.1460292637348175,-0.06189607083797455
4,mse,128,0,50,-0.613825261592865,-0.9200787544250488
4,mse,128,0,51,0.3108815848827362,-0.053936224430799484
4,mse,128,0,52,-0.6671000719070435,-0.5406102538108826
4,mse,128,0,53,0.9492208361625671,-0.10890231281518936
4,mse,128,0,54,-0.9413662552833557,0.5309184789657593
4,mse,128,0,55,0.13411341607570648,0.5313166975975037
4,mse,128,0,56,0.018735762685537338,-0.3086893558502197
4,mse,128,0,57,-0.5794918537139893,-0.3403688073158264
4,mse,128,0,58,-0.10608237236738205,0.9673295021057129
4,mse,128,0,59,0.09678112715482712,0.9420019388198853
4,mse,128,0,60,0.5347200036048889,-0.18053406476974487
4,mse,128,0,61,0.5794251561164856,0.3871549665927887
4,mse,128,0,62,0.44986164569854736,-0.9219116568565369
4,mse,128,0,63,-0.0603908970952034,-0.40938836336135864
4,mse,128,0,64,-0.7223905324935913,-0.2599574029445648
4,mse,128,0,65,-0.37436091899871826,0.3427578806877136
4,mse,128,0,66,0.20622897148132324,0.03684602305293083
4,mse,128,0,67,0.7428009510040283,0.22828055918216705
4,mse,128,0,68,-0.2602686583995819,-0.23111583292484283
4,mse,128,0,69,0.16036492586135864,-0.7586841583251953
4,mse,128,0,70,-0.6263437271118164,0.6299638152122498
4,mse,128,0,71,-0.18302097916603088,0.26626288890838623
4,mse,128,0,72,0.7156684398651123,-0.4191657602787018
4,mse,128,0,73,-0.3563944697380066,-0.13118305802345276
4,mse,128,0,74,-0.5869024991989136,0.008784309960901737
4,mse,128,0,75,-0.2526884377002716,-0.509543240070343
4,mse,128,0,76,-0.10331311821937561,0.39271172881126404
4,mse,128,0,77,0.9324372410774231,0.0921163260936737
4,mse,128,0,78,-0.44929298758506775,-0.02789674885571003
4,mse,128,0,79,0.879457950592041,0.9573397636413574
4,mse,128,0,80,0.6351847648620605,-0.6959436535835266
4,mse,128,0,81,-0.5340378880500793,-0.16970403492450714
4,mse,128,0,82,0.5077720880508423,0.2373717576265335
4,mse,128,0,83,-0.18549320101737976,0.588040292263031
4,mse,128,0,84,0.1366036981344223,-0.2533038556575775
4,mse,128,0,85,0.5416368842124939,-0.3384234309196472
4,mse,128,0,86,0.9401951432228088,0.6704245805740356
4,mse,128,0,87,-0.9472928047180176,-0.38157275319099426
4,mse,128,0,88,0.9218705892562866,-0.8872988224029541
4,mse,128,0,89,0.2697386145591736,-0.9403106570243835
4,mse,128,0,90,-0.2756967544555664,-0.007934545166790485
4,mse,128,0,91,-0.6377934217453003,0.9259753227233887
4,mse,128,0,92,0.34746336936950684,0.08279483020305634
4,mse,128,0,93,0.14479120075702667,0.25546959042549133
4,mse,128,0,94,-0.4624446928501129,0.13216537237167358
4,mse,128,0,95,0.02614910528063774,-0.5070915222167969
4,mse,128,0,96,0.6663690805435181,0.09501735866069794
4,mse,128,0,97,-0.47594577074050903,-0.6903679966926575
4,mse,128,0,98,-0.024547556415200233,-0.19052225351333618
4,mse,128,0,99,0.020293710753321648,-0.6713838577270508
4,mse,128,0,100,0.06368068605661392,0.008091289550065994
4,mse,128,0,101,-0.5267561674118042,0.4398578703403473
4,mse,128,0,102,0.378622442483902,-0.19353272020816803
4,mse,128,0,103,0.9606277346611023,-0.3371731638908386
4,mse,128,0,104,-0.36266085505485535,0.5316632390022278
4,mse,128,0,105,-0.19862312078475952,-0.08834348618984222
4,mse,128,0,106,-0.04920254275202751,0.04972729831933975
4,mse,128,0,107,-0.27216625213623047,-0.6791796684265137
4,mse,128,0,108,0.5836452841758728,0.951782763004303
4,mse,128,0,109,-0.7709557414054871,0.11883018165826797
4,mse,128,0,110,-0.16980035603046417,0.7838922142982483
4,mse,128,0,111,-0.15006668865680695,0.028052855283021927
4,mse,128,0,112,-0.9449116587638855,0.28222358226776123
4,mse,128,0,113,0.4173501431941986,0.7190558314323425
4,mse,128,0,114,-0.11567936837673187,-0.5700623393058777
4,mse,128,0,115,0.2257305085659027,0.3753003180027008
4,mse,128,0,116,0.14185942709445953,-0.5834602117538452
4,mse,128,0,117,0.11615020781755447,0.12374725192785263
4,mse,128,0,118,0.391504168510437,-0.3383048176765442
4,mse,128,0,119,-0.23690268397331238,0.12188801914453506
4,mse,128,0,120,0.19111840426921844,0.7445533871650696
4,mse,128,0,121,-0.3892155587673187,0.952477753162384
4,mse,128,0,122,-0.6244597434997559,0.18606507778167725
4,mse,128,0,123,0.4902914762496948,0.09933438897132874
4,mse,128,0,124,0.252715528011322,-0.4008266031742096
4,mse,128,0,125,0.726706326007843,-0.20784327387809753
4,mse,128,0,126,0.6681764125823975,0.6742517948150635
4,mse,128,0,127,0.5394921898841858,-0.5310972332954407
4,polar_8x8_sqrt,64,0,0,0.0,0.0
4,polar_8x8_sqrt,64,0,1,-1.0,-8.742277657347586e-08
4,polar_8x8_sqrt,64,0,2,-0.9258201122283936,-8.093776671103114e-08
4,polar_8x8_sqrt,64,0,3,-0.8451542854309082,-7.388573664002251e-08
4,polar_8x8_sqrt,64,0,4,-0.7559289336204529,-6.608540559227549e-08
4,polar_8x8_sqrt,64,0,5,-0.7071067690849304,0.7071067690849304
4,polar_8x8_sqrt,64,0,6,-0.7071066498756409,-0.70710688829422
4,polar_8x8_sqrt,64,0,7,-0.6546536684036255,-5.723164164805894e-08
4,polar_8x8_sqrt,64,0,8,-0.6546536684036255,0.6546536684036255
4,polar_8x8_sqrt,64,0,9,-0.6546535491943359,-0.654653787612915
4,polar_8x8_sqrt,64,0,10,-0.5976142883300781,0.5976142883300781
4,polar_8x8_sqrt,64,0,11,-0.5976142287254333,-0.5976144075393677
4,polar_8x8_sqrt,64,0,12,-0.5345224738121033,-4.672943987316103e-08
4,polar_8x8_sqrt,64,0,13,-0.5345224738121033,0.5345224738121033
4,polar_8x8_sqrt,64,0,14,-0.5345223546028137,-0.534522533416748
