seed,update,parameter_id,parameter_name,shape,numel,rank,method,evaluation_scope,pairing,codewords,nominal_bits_per_value,scale,paired_vectors,singleton_values,zero_pair_fraction,codebook_occupied,mean_vector_error,mean_alpha,storage_ratio_vs_fp32_unamortized,persistent_bits_unamortized,shared_codebook_bits,fp32_bits,vector_mean_magnitude_relative_error,vector_mean_direction_cosine,vector_mean_angular_error_deg,vector_small_norm_magnitude_error,vector_large_norm_magnitude_error,residual_relative_l2,residual_cosine,residual_norm_ratio,full_state_raw_relative_l2,full_state_raw_cosine,full_state_raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,evaluation_wall_seconds,source_seed_role,scalar_int3_update_cosine,delta_vs_scalar_int3,structural_int4_update_cosine,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,spectral_danger_diagonal_fraction_error,spectral_danger_cross_fraction_error,spectral_danger_associated_fraction_error,spectral_local_mixing_fraction_error,spectral_medium_mixing_fraction_error,spectral_distant_mixing_fraction_error,spectral_danger_diagonal_energy,spectral_danger_cross_energy,storage_ratio_amortized_global_codebook
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,221184,0,0.14679181575775146,57,6.833832594566047e-05,0.0004961544764228165,0.1014556884765625,1436184,3648,14155776,0.28615254163742065,0.8315142393112183,22.783166885375977,0.3853108584880829,0.18699602782726288,0.2750294506549835,0.9614381790161133,0.9611111879348755,0.16092988848686218,0.9869672656059265,0.9866790771484375,0.8458091616630554,0.6429990530014038,1.0019360780715942,0.5981040069891606,held_out,0.6783909201622009,-0.03539186716079712,,0.8080118894577026,0.6735610961914062,1.000000238418579,0.0012734179617837071,0.5742586255073547,0.5755320191383362,0.4310026168823242,0.4200190305709839,0.0436740517616272,2.7746198156819446e-06,0.0012512382818385959,0.1017149425688244
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,221184,0,0.1437310129404068,57,5.813751704408787e-05,0.0004210578044876456,0.10840465404369214,1534552,3648,14155776,0.28220894932746887,0.8343862891197205,22.57701873779297,0.38101229071617126,0.18340736627578735,0.27412092685699463,0.961700439453125,0.9588395953178406,0.1343221366405487,0.9909387826919556,0.9902885556221008,0.7951151728630066,0.6868367195129395,1.009246826171875,0.6642308179871179,held_out,0.7109185457229614,-0.024081826210021973,,0.7507331371307373,0.7182024717330933,1.0000008344650269,0.0013999497750774026,0.5739048719406128,0.5753048062324524,0.4289013147354126,0.41730576753616333,0.04147027060389519,2.1150724478502525e-06,0.0008670670795254409,0.1091612316313244
1,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,4,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,73728,0,0.1051160991191864,57,0.0005540370475500822,0.0040298583917319775,0.10547383626302083,497688,3648,4718592,0.23202858865261078,0.8720995783805847,19.509044647216797,0.4044717848300934,0.05959477648139,0.272221177816391,0.9622344374656677,0.9619846940040588,0.16678638756275177,0.9859960079193115,0.9875752329826355,0.9046149253845215,0.6103989481925964,1.0473353862762451,0.23051710601430386,held_out,0.6370980143547058,-0.026699066162109375,,0.914301335811615,0.582027018070221,1.0000009536743164,0.0011400178773328662,0.5605071187019348,0.5616471767425537,0.339043527841568,0.43703365325927734,0.14652752876281738,3.627832847996615e-05,0.017836792394518852,0.1017149425688244
1,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,8,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,73728,0,0.1009657084941864,57,0.00045598961878567934,0.0033155602868646383,0.11590406629774305,546904,3648,4718592,0.2270047962665558,0.8761804103851318,19.171863555908203,0.39475834369659424,0.05926036462187767,0.2693067789077759,0.9630565643310547,0.9615709781646729,0.13682636618614197,0.9905970692634583,0.9913080930709839,0.8477904796600342,0.6574017405509949,1.0458914041519165,0.23057140500168316,held_out,0.6780316233634949,-0.0206298828125,,0.8657984137535095,0.6251981258392334,0.9999995827674866,0.0013375141425058246,0.5622536540031433,0.5635911822319031,0.3422834277153015,0.43549951910972595,0.14399729669094086,2.8645259590120986e-05,0.012041669338941574,0.1091612316313244
1,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,196608,0,0.1586151123046875,57,0.00011266500223428011,0.0008196511189453304,0.10170682271321614,1279768,3648,12582912,0.3037186563014984,0.819991409778595,23.71151351928711,0.523219108581543,0.08422268182039261,0.31119367480278015,0.9503486752510071,0.950026273727417,0.21559607982635498,0.97649085521698,0.9764028191566467,0.4677383005619049,0.8922766447067261,1.014445185661316,0.5492321279889438,held_out,0.9207537174224854,-0.028477072715759277,,0.4719977080821991,0.888613224029541,1.0000005960464478,0.0,0.0,0.0,0.5994352698326111,0.1940702199935913,0.002182167023420334,0.0,0.0,0.1017149425688244
1,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,196608,0,0.1427815705537796,57,9.940085146808997e-05,0.0007234315271489322,0.10887336730957031,1369944,3648,12582912,0.2855593264102936,0.8353924751281738,22.475448608398438,0.4943324029445648,0.07679048180580139,0.30015379190444946,0.9538984298706055,0.9524747133255005,0.18588753044605255,0.9825781583786011,0.9820064902305603,0.41953030228614807,0.9129836559295654,1.0106139183044434,0.6867344100028276,held_out,0.9332389831542969,-0.020255327224731445,,0.4254140853881836,0.9095165729522705,0.9999998807907104,0.0,0.0,0.0,0.6197323203086853,0.18063673377037048,0.002112638670951128,0.0,0.0,0.1091612316313244
1,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,196608,0,0.1622823029756546,57,0.00011041058314731345,0.0008029600139707327,0.10170682271321614,1279768,3648,12582912,0.30859923362731934,0.8163964152336121,24.005306243896484,0.5337560176849365,0.08344703167676926,0.3131667971611023,0.9496921896934509,0.9497151970863342,0.22338120639324188,0.9747379422187805,0.974776566028595,0.476775586605072,0.8882927894592285,1.016235589981079,0.5534163199772593,held_out,0.9180321097373962,-0.029739320278167725,,0.4790325462818146,0.8852695226669312,0.9999994039535522,0.0,0.0,0.0,0.5999181270599365,0.19240771234035492,0.0011974400840699673,0.0,0.0,0.1017149425688244
1,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,196608,0,0.1469014436006546,57,9.66375446296297e-05,0.0007029366679489613,0.10887336730957031,1369944,3648,12582912,0.2896406948566437,0.8313930630683899,22.7889404296875,0.503350555896759,0.07593530416488647,0.30127274990081787,0.9535374045372009,0.9517104029655457,0.1915711611509323,0.9814857840538025,0.9807683825492859,0.4241425096988678,0.9109038710594177,1.00906240940094,0.5559477210044861,held_out,0.9317583441734314,-0.020854473114013672,,0.4281332492828369,0.9083568453788757,0.9999991059303284,0.0,0.0,0.0,0.6184369921684265,0.17964108288288116,0.0017474271589890122,0.0,0.0,0.1091612316313244
1,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,221184,0,0.14267759025096893,57,6.924512854311615e-05,0.0005038290983065963,0.1014556884765625,1436184,3648,14155776,0.280586302280426,0.835482656955719,22.464723587036133,0.3811543881893158,0.1800200492143631,0.27183306217193604,0.9623494148254395,0.9614346623420715,0.15922322869300842,0.9872435927391052,0.987584114074707,0.8856984376907349,0.6131759881973267,1.0137320756912231,0.7098805739951786,held_out,0.6530155539512634,-0.03983956575393677,,0.8477888107299805,0.6406285166740417,1.0,0.0014438980724662542,0.5964752435684204,0.5979191660881042,0.41759192943573,0.42642268538475037,0.05145668983459473,3.250841018598294e-06,0.0013429245445877314,0.1017149425688244
1,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,muon_aware_polar_oracle,seed1_sample,contiguous,57,3.0,p98,221184,0,0.14050744473934174,57,5.8171626733383164e-05,0.0004233224899508059,0.10840465404369214,1534552,3648,14155776,0.2788754999637604,0.8377134799957275,22.274805068969727,0.3782970905303955,0.17945565283298492,0.27126196026802063,0.962507963180542,0.9611399173736572,0.13081058859825134,0.99140864610672,0.991304337978363,0.8296961784362793,0.6633145809173584,1.0216134786605835,0.6466692220128607,held_out,0.6899741888046265,-0.026659607887268066,,0.7850447297096252,0.6918542385101318,0.9999998807907104,0.0013415445573627949,0.5961610078811646,0.5975025296211243,0.41965508460998535,0.42423221468925476,0.050570063292980194,2.0257089090591762e-06,0.0009001927683129907,0.1091612316313244
