seed,update,parameter_id,parameter_name,shape,numel,k,codebook_family,method,candidate_scales_per_block,number_of_blocks,storage_ratio_vs_fp32,residual_relative_l2,residual_cosine,residual_mse,full_state_raw_relative_l2,full_state_raw_cosine,full_state_raw_norm_ratio,scale_over_absmax_mean,scale_over_absmax_median,scale_mean,block_absmax_mean,zero_fraction,clipping_fraction,mae,median_ae,mse,small_lt_001_mae,small_001_005_mae,middle_005_025_mae,large_ge_025_mae,small_lt_005_mae,block_count,update_relative_l2,update_cosine,update_norm_ratio,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,estimated_block_passes,estimated_scale_reductions,scale_scalar_metadata_count,evaluation_wall_seconds,source_seed_role,transform_steps,mean_absolute_error
1,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"(1152, 384)",442368,4,mulaw_mu5,percentile:p=98,1,216,0.10119798448350695,0.24908290803432465,0.9707892537117004,2.274013866099267e-09,0.17089055478572845,0.9858362674713135,1.0186376571655273,0.573387086391449,0.5776170492172241,0.000285659683868289,0.0004781882744282484,0.14246509693287038,0.02001953125,2.2930265913601033e-05,3.6540768633130938e-06,2.274013866099267e-09,2.140931428584736e-06,1.3299974852998275e-05,1.9057879399042577e-05,3.851495421258733e-05,1.1053723028453533e-05,216,0.986524760723114,0.5516704320907593,1.0785183906555176,,,,1,1,216,0.2246719989925623,held_out,5,
1,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"(1152, 384)",442368,8,global_lloyd_max,percentile:p=98,1,216,0.10814695005063657,0.24911421537399292,0.968515157699585,1.463497101283906e-09,0.1371111124753952,0.9905617237091064,0.9937979578971863,0.5847841501235962,0.5857205390930176,0.00023230782244354486,0.0003810565685853362,0.18114782262731483,0.02001953125,1.836759111029096e-05,3.3132023418147583e-06,1.463497101283906e-09,1.709546609163226e-06,1.0409085916762706e-05,1.2776949915860314e-05,3.4928059903904796e-05,8.666730536788236e-06,216,0.9511298537254333,0.5855269432067871,1.0830068588256836,,,,1,1,216,0.23173139998107217,held_out,5,
1,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",147456,4,mulaw_mu5,percentile:p=98,1,72,0.10470072428385417,0.24763920903205872,0.9712233543395996,2.5094090361221788e-08,0.1613558977842331,0.9873708486557007,1.0179266929626465,0.6157825589179993,0.6137411594390869,0.0015085312770679593,0.002466827165335417,0.13459608289930555,0.02001953125,0.00012169813271611929,9.675207547843456e-05,2.5094090361221788e-08,1.2334916391409934e-05,7.685965829296038e-05,0.0001057414265233092,0.00017447424761485308,6.395636592060328e-05,72,0.9599010944366455,0.5747580528259277,1.076511025428772,,,,1,1,72,0.074616578000132,held_out,5,
1,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",147456,8,global_lloyd_max,percentile:p=98,1,72,0.1151309543185764,0.24939465522766113,0.9684319496154785,1.7715978017918133e-08,0.13559092581272125,0.9907702803611755,0.993487536907196,0.615278959274292,0.6138154864311218,0.0012590648839250207,0.002063208259642124,0.17177327473958334,0.02001953125,0.00010017045133281499,7.927083061076701e-05,1.7715978017918133e-08,1.0360948181187268e-05,6.221039075171575e-05,7.197156810434535e-05,0.00016707154281903058,5.181684173294343e-05,72,0.9268876314163208,0.6055015325546265,1.0806339979171753,,,,1,1,72,0.06465385798946954,held_out,5,
1,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",393216,4,mulaw_mu5,percentile:p=98,1,192,0.10141690572102864,0.26725348830223083,0.9650025367736816,5.197595243089381e-09,0.2144981473684311,0.9773155450820923,1.011074423789978,0.5370599031448364,0.539686918258667,0.0006939115119166672,0.0013437704183161259,0.1711095174153646,0.02001953125,5.1416009227978066e-05,3.982032649219036e-05,5.197595243089381e-09,7.393356099782977e-06,4.002912464784458e-05,4.545227420749143e-05,8.842932584229857e-05,3.3353851904394105e-05,192,0.5444384217262268,0.8506673574447632,0.9922256469726562,,,,1,1,192,0.2080656110192649,held_out,5,
1,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",393216,8,global_lloyd_max,percentile:p=98,1,192,0.10858345031738281,0.25958049297332764,0.9657258987426758,3.939384374263e-09,0.18673822283744812,0.9824185371398926,0.980695366859436,0.5530056953430176,0.552568793296814,0.000617021752987057,0.0011434572516009212,0.21170806884765625,0.02001953125,4.474896195461042e-05,3.501999890431762e-05,3.939384374263e-09,6.223541276995093e-06,3.5015447792829946e-05,3.379209010745399e-05,8.79568251548335e-05,2.9127768357284367e-05,192,0.5084414482116699,0.8694671392440796,0.989778995513916,,,,1,1,192,0.17627478000940755,held_out,5,
1,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",393216,4,mulaw_mu5,percentile:p=98,1,192,0.10141690572102864,0.2652473449707031,0.965630054473877,4.688087695825516e-09,0.21245482563972473,0.9777902364730835,1.0123471021652222,0.5389958024024963,0.5495063066482544,0.0006586468662135303,0.0012678136117756367,0.1675135294596354,0.02001953125,4.9134552682517096e-05,3.809412010014057e-05,4.688087695825516e-09,6.940327693882864e-06,3.742272747331299e-05,4.3608826672425494e-05,8.382068335777149e-05,3.123844362562522e-05,192,0.5423399209976196,0.8515856862068176,0.9905890822410583,,,,1,1,192,0.18956650100881234,held_out,5,
1,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",393216,8,global_lloyd_max,percentile:p=98,1,192,0.10858345031738281,0.2583485245704651,0.9660621285438538,3.5817964150197668e-09,0.185699924826622,0.9826138615608215,0.9816606640815735,0.5585920214653015,0.5646495223045349,0.0005850029992870986,0.0010821145260706544,0.20780436197916666,0.02001953125,4.2817078792722896e-05,3.3480278943898156e-05,3.5817964150197668e-09,5.850617981195683e-06,3.321788244647905e-05,3.222220402676612e-05,8.243984484579414e-05,2.7642450731946155e-05,192,0.5094830393791199,0.868704080581665,0.9879093766212463,,,,1,1,192,0.19866754798567854,held_out,5,
1,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",393216,4,mulaw_mu5,percentile:p=98,1,192,0.10141690572102864,0.2747334837913513,0.9626110792160034,3.320283425978232e-08,0.1896045207977295,0.9820994138717651,1.0034433603286743,0.45478734374046326,0.449199378490448,0.001706685870885849,0.0038580421824008226,0.16739908854166666,0.02001953125,0.00012867245823144913,0.00010099076462211087,3.320283425978232e-08,1.9965900719398633e-05,9.650664287619293e-05,0.00011418460053391755,0.00028655113419517875,8.09386110631749e-05,192,0.46311792731285095,0.8934303522109985,1.0060611963272095,,,,1,1,192,0.22609842399833724,held_out,5,
1,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",393216,8,global_lloyd_max,percentile:p=98,1,192,0.10858345031738281,0.2654915750026703,0.9641751646995544,2.5947294091110962e-08,0.16761496663093567,0.9858699440956116,0.9814429879188538,0.4817464053630829,0.48358601331710815,0.0015515038976445794,0.003294119844213128,0.20828755696614584,0.02001953125,0.00011368178093107417,9.081429743673652e-05,2.5947294091110962e-08,1.6976373444776982e-05,9.076727292267606e-05,8.667774818604812e-05,0.00027300798683427274,7.554634794360027e-05,192,0.4348105192184448,0.9056130647659302,1.0014476776123047,,,,1,1,192,0.17419372600852512,held_out,5,
1,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,mulaw_mu5,percentile:p=98,1,216,0.10119798448350695,0.2468382567167282,0.9714043140411377,4.3328998167169175e-09,0.1281629204750061,0.9919494390487671,1.0116126537322998,0.5840929746627808,0.5837269425392151,0.00043196085607632995,0.0007171827019192278,0.1594577365451389,0.02001953125,3.427644696785137e-05,8.813680324237794e-06,4.3328998167169175e-09,3.2171967632166343e-06,1.943903771461919e-05,2.8564756576088257e-05,5.937028254265897e-05,1.6087200492620468e-05,216,0.83768630027771,0.6659799814224243,1.0470865964889526,,,,1,1,216,0.39029602901428007,held_out,5,
1,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,global_lloyd_max,percentile:p=98,1,216,0.10814695005063657,0.24969278275966644,0.9683688879013062,3.23636317745013e-09,0.11077412217855453,0.9938490986824036,0.9958046078681946,0.5771372318267822,0.5778820514678955,0.00037395115941762924,0.000638528959825635,0.2036720558449074,0.02001953125,2.9329563403734937e-05,8.018910193641204e-06,3.23636317745013e-09,2.878604163925047e-06,1.6909256373764947e-05,2.04732314159628e-05,5.9366648201830685e-05,1.4011394341650885e-05,216,0.8048097491264343,0.6927024126052856,1.049849033355713,,,,1,1,216,0.2941176629974507,held_out,5,
1,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,4,mulaw_mu5,percentile:p=98,1,72,0.10470072428385417,0.24817901849746704,0.9713350534439087,7.108859989557459e-08,0.12672212719917297,0.9921356439590454,1.011854648590088,0.6249130368232727,0.6266943216323853,0.002539302222430706,0.0040993597358465195,0.1354437934027778,0.02001953125,0.0002049462782451883,0.00016297271940857172,7.108859989557459e-08,2.0541112462524325e-05,0.00012734848132822663,0.00017894167103804648,0.0002917403180617839,0.00010589846351649612,72,0.9006816744804382,0.6218960285186768,1.0668460130691528,,,,1,1,72,0.07089481898583472,held_out,5,
1,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,8,global_lloyd_max,percentile:p=98,1,72,0.1151309543185764,0.24781745672225952,0.9688663482666016,4.899261796253995e-08,0.10519872605800629,0.9944553375244141,0.9969711899757385,0.6237331628799438,0.6284465789794922,0.002107555978000164,0.0034053921699523926,0.1719699435763889,0.02001953125,0.0001670756028033793,0.00013272359501570463,4.899261796253995e-08,1.715349753794726e-05,0.00010248090256936848,0.00012216684990562499,0.0002735803136602044,8.528439502697438e-05,72,0.8587439060211182,0.6572263240814209,1.0687928199768066,,,,1,1,72,0.0672148609883152,held_out,5,
1,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,mulaw_mu5,percentile:p=98,1,192,0.10141690572102864,0.2555219233036041,0.9686768054962158,9.649116172738559e-09,0.18331632018089294,0.983568549156189,1.0151797533035278,0.5805435180664062,0.5899993181228638,0.0009521364117972553,0.0016733907395973802,0.15222930908203125,0.02001953125,7.323408499360085e-05,5.770707502961159e-05,9.649116172738559e-09,8.848542165651452e-06,5.166664413991384e-05,6.450965156545863e-05,0.00011402327800169587,4.2947034671669826e-05,192,0.36126476526260376,0.9353700876235962,1.0089844465255737,,,,1,1,192,0.20163514401065186,held_out,5,
1,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,global_lloyd_max,percentile:p=98,1,192,0.10858345031738281,0.2525009512901306,0.967624306678772,8.326193068342036e-09,0.17028376460075378,0.9854021072387695,0.9870855808258057,0.5854777693748474,0.5873319506645203,0.0008905233698897064,0.0015501094749197364,0.1915003458658854,0.02001953125,6.718486110912636e-05,5.3134594054427e-05,8.326193068342036e-09,8.056996193772648e-06,4.709222412202507e-05,5.017134390072897e-05,0.00012159626203356311,3.916186688002199e-05,192,0.3480335474014282,0.939719021320343,1.0044540166854858,,,,1,1,192,0.17013377099647187,held_out,5,
1,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,mulaw_mu5,percentile:p=98,1,192,0.10141690572102864,0.25531837344169617,0.9687645435333252,9.165993297699515e-09,0.18230925500392914,0.9837433695793152,1.0149284601211548,0.5685766339302063,0.5714274048805237,0.0009283893741667271,0.0016613946063444018,0.1524327596028646,0.02001953125,7.135674240998924e-05,5.620118463411927e-05,9.165993297699515e-09,8.512562089890707e-06,5.038552262703888e-05,6.240370566956699e-05,0.00011466762953205034,4.1842366044875234e-05,192,0.36565595865249634,0.9337995648384094,1.0091228485107422,,,,1,1,192,0.3023455090005882,held_out,5,
1,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,global_lloyd_max,percentile:p=98,1,192,0.10858345031738281,0.2531575858592987,0.9674222469329834,7.986794337000447e-09,0.17017503082752228,0.9854219555854797,0.9866948127746582,0.5757947564125061,0.5772808790206909,0.0008736031595617533,0.0015430491184815764,0.19416046142578125,0.02001953125,6.564305658685043e-05,5.191760283196345e-05,7.986794337000447e-09,7.911730790510774e-06,4.6511104301316664e-05,4.880474807578139e-05,0.00012244914250914007,3.8670092180836946e-05,192,0.35151320695877075,0.9385252594947815,1.0046842098236084,,,,1,1,192,0.22144812901387922,held_out,5,
