seed,update,parameter_id,parameter_name,shape,numel,rank,method,evaluation_scope,pairing,codewords,nominal_bits_per_value,scale,paired_vectors,singleton_values,zero_pair_fraction,codebook_occupied,mean_vector_error,mean_alpha,storage_ratio_vs_fp32_unamortized,persistent_bits_unamortized,shared_codebook_bits,fp32_bits,vector_mean_magnitude_relative_error,vector_mean_direction_cosine,vector_mean_angular_error_deg,vector_small_norm_magnitude_error,vector_large_norm_magnitude_error,residual_relative_l2,residual_cosine,residual_norm_ratio,full_state_raw_relative_l2,full_state_raw_cosine,full_state_raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,evaluation_wall_seconds,source_seed_role,scalar_int3_update_cosine,delta_vs_scalar_int3,structural_int4_update_cosine,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,spectral_danger_diagonal_fraction_error,spectral_danger_cross_fraction_error,spectral_danger_associated_fraction_error,spectral_local_mixing_fraction_error,spectral_medium_mixing_fraction_error,spectral_distant_mixing_fraction_error,spectral_danger_diagonal_energy,spectral_danger_cross_energy,storage_ratio_amortized_global_codebook
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,221184,0,0.018315067514777184,64,4.565342896967195e-05,0.0004955257754772902,0.10149637858072917,1436760,4096,14155776,0.15784701704978943,0.9640994071960449,9.669870376586914,0.18678362667560577,0.12891091406345367,0.18910717964172363,0.9820965528488159,0.9655805826187134,0.11065816134214401,0.9938759207725525,0.9881290793418884,0.7094700932502747,0.7511246800422668,1.0109935998916626,0.6400161130004562,held_out,0.6783909201622009,0.07273375988006592,,0.6675938367843628,0.7771620154380798,1.0000007152557373,0.001421524677425623,0.5731745362281799,0.574596107006073,0.42508336901664734,0.42495501041412354,0.04711934179067612,1.4760036037841928e-06,0.0005951410857960582,0.10172860281808035
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,221184,0,0.0202501080930233,64,3.899767034454271e-05,0.0004205635341349989,0.1084453441478588,1535128,4096,14155776,0.16348475217819214,0.9624793529510498,9.670119285583496,0.19542239606380463,0.13154767453670502,0.18920646607875824,0.9820565581321716,0.9667454361915588,0.0927245169878006,0.9957005381584167,0.9918628931045532,0.6499531269073486,0.7921280264854431,1.0155091285705566,0.6267457120120525,held_out,0.7109185457229614,0.08120948076248169,,0.6099594235420227,0.8139778971672058,1.0000001192092896,0.001434540725313127,0.5743545293807983,0.5757890343666077,0.43257036805152893,0.4252476692199707,0.04258659482002258,1.0342628229409456e-06,0.0004140931705478579,0.10917489188058035
1,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,4,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,73728,0,0.0114881731569767,64,0.00037466894718818367,0.004017715808004141,0.10559590657552083,498264,4096,4718592,0.14212153851985931,0.9734841585159302,8.534625053405762,0.18442188203334808,0.0998234823346138,0.18756742775440216,0.9823784232139587,0.9666499495506287,0.11493721604347229,0.9933865666389465,0.988472580909729,0.7841215133666992,0.7082704305648804,1.0495762825012207,0.2364942419808358,held_out,0.6370980143547058,0.07117241621017456,,0.8127064108848572,0.669755756855011,1.0,0.0010595452040433884,0.5615156292915344,0.5625751614570618,0.3381425440311432,0.4382285177707672,0.14873406291007996,1.6012358173611574e-05,0.008485894650220871,0.10172860281808035
1,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,8,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,73728,0,0.01318359375,64,0.00030956187401898205,0.0033107760827988386,0.11602613661024305,547480,4096,4718592,0.14611823856830597,0.9723719358444214,8.49966812133789,0.1908263862133026,0.10141251236200333,0.18485639989376068,0.9828701019287109,0.9685096740722656,0.09394102543592453,0.9955824613571167,0.993116021156311,0.7123543620109558,0.7588367462158203,1.0474213361740112,0.24718676999327727,held_out,0.6780316233634949,0.08080512285232544,,0.7624549269676208,0.7089545130729675,0.9986969828605652,0.0015162209747359157,0.563442051410675,0.5649582743644714,0.3428201675415039,0.4387610852718353,0.1472889930009842,1.5306932255043648e-05,0.005688200704753399,0.10917489188058035
1,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,196608,0,0.0196685791015625,64,7.37446898710914e-05,0.000820701417978853,0.10175259908040364,1280344,4096,12582912,0.16271056234836578,0.9617207050323486,10.01578140258789,0.2168622761964798,0.10855995118618011,0.21876850724220276,0.9762057662010193,0.94746333360672,0.15157009661197662,0.9885460138320923,0.975091278553009,0.32889819145202637,0.9463083744049072,1.0068293809890747,0.5467491630115546,held_out,0.9207537174224854,0.025554656982421875,,0.33344146609306335,0.944414496421814,0.9999991059303284,0.0,0.0,0.0,0.5644623637199402,0.2062421292066574,0.002057346049696207,0.0,0.0,0.10172860281808035
1,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,196608,0,0.01959228515625,64,6.588172254851088e-05,0.0007229805923998356,0.10891914367675781,1370520,4096,12582912,0.16392548382282257,0.9629822373390198,9.67048168182373,0.2191915214061737,0.10866058617830276,0.21032516658306122,0.9779455661773682,0.9532597661018372,0.13026849925518036,0.9915252923965454,0.9828280806541443,0.2939603626728058,0.9570058584213257,1.0045644044876099,0.5328785300080199,held_out,0.9332389831542969,0.02376687526702881,,0.298880934715271,0.9553424119949341,0.9999977350234985,0.0,0.0,0.0,0.6002095937728882,0.18966639041900635,0.002090698340907693,0.0,0.0,0.10917489188058035
1,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,196608,0,0.02070108987390995,64,7.205415749922395e-05,0.0008015269413590431,0.10175259908040364,1280344,4096,12582912,0.16424284875392914,0.9606077075004578,10.132598876953125,0.2198164165019989,0.10867039859294891,0.22082120180130005,0.9757876992225647,0.9456230998039246,0.15751390159130096,0.9876355528831482,0.9727510809898376,0.3338775336742401,0.9446987509727478,1.00731360912323,0.5508058780105785,held_out,0.9180321097373962,0.026666641235351562,,0.33692848682403564,0.9432449340820312,0.9999998211860657,0.0,0.0,0.0,0.5576903223991394,0.20392972230911255,0.0013306031469255686,0.0,0.0,0.10172860281808035
1,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,196608,0,0.01987203024327755,64,6.388488691300154e-05,0.000703246972989291,0.10891914367675781,1370520,4096,12582912,0.16525833308696747,0.9623201489448547,9.761027336120605,0.2219238132238388,0.10859400033950806,0.21064971387386322,0.97788006067276,0.9531570672988892,0.13396097719669342,0.9910420179367065,0.98127281665802,0.2961142957210541,0.9563195705413818,1.003456711769104,0.5581852849863935,held_out,0.9317583441734314,0.02456122636795044,,0.3000186085700989,0.9549999237060547,0.9999998211860657,0.0,0.0,0.0,0.601019024848938,0.18906517326831818,0.001760657294653356,0.0,0.0,0.10917489188058035
1,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,221184,0,0.018862124532461166,64,4.6585144445998594e-05,0.0005034834612160921,0.10149637858072917,1436760,4096,14155776,0.1573801040649414,0.9637503623962402,9.67784595489502,0.18748816847801208,0.1272726058959961,0.18738031387329102,0.9824051856994629,0.967474639415741,0.10976331681013107,0.9939702749252319,0.9893621206283569,0.7507506608963013,0.7248510718345642,1.0232309103012085,0.6181707519863266,held_out,0.6530155539512634,0.07183551788330078,,0.709939181804657,0.747994601726532,1.0000004768371582,0.0013585054548457265,0.5928567051887512,0.5942152142524719,0.41888365149497986,0.43034180998802185,0.05437477305531502,1.45840920140472e-06,0.000636455079074949,0.10172860281808035
1,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,pca_rotated_mse64,seed1_sample,contiguous,64,3.0,p98,221184,0,0.019196687266230583,64,3.907565769623034e-05,0.0004241784627083689,0.1084453441478588,1535128,4096,14155776,0.16169680655002594,0.9633658528327942,9.601247787475586,0.1935775727033615,0.12981659173965454,0.18633489310741425,0.9826100468635559,0.9671037793159485,0.08987243473529816,0.9959606528282166,0.9928166270256042,0.6838151216506958,0.7730972766876221,1.0285958051681519,0.5928951599926222,held_out,0.6899741888046265,0.0831230878829956,,0.6451416015625,0.7918984293937683,0.9999995827674866,0.001510403584688902,0.5949288010597229,0.5964392423629761,0.419337660074234,0.4305489957332611,0.05133252590894699,1.0799142273754114e-06,0.00042536453111097217,0.10917489188058035
