raw_relative_l2,raw_cosine,frechet_relative_l2,frechet_predicted_cosine_distortion,update_cosine,update_distortion,update_relative_l2,magnitude_energy,symmetric_energy,skew_energy,out_of_subspace_energy,seed,update,parameter_id,parameter_name,shape,method,local_pair_objective,assignment_changes,changed_fraction,pair_count,index_bits,pair_index_bits,scale_count
0.11431088298559189,0.9934480786323547,0.9777060954037292,0.28545475006103516,0.7458004951477051,0.2541995048522949,0.7161024808883667,0.7600725503569687,26.926800182781466,95.37999699183644,198.25662060229766,0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",pair_local_frechet_hutchinson,0.000991646864995457,18045,0.0815836563706398,221184,6,1327104,216
0.1146882176399231,0.9934043884277344,1.1356040639655018,0.3391743302345276,0.7061404585838318,0.2938595414161682,0.7869462966918945,2.3307148925508114,137.4416330563707,220.08475033062828,0.0,0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",pair_local_frechet_hutchinson,0.0030471543553266607,8356,0.1133355051279068,73728,6,442368,72
0.13076867163181305,0.9914708733558655,0.28654515068443503,0.03879106044769287,0.9581200480461121,0.04187995195388794,0.2901459038257599,0.40858807449472023,2.3323629554634073,4.696237441191447,17.52323056774022,0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00013448744094416646,11143,0.0566762275993824,196608,6,1179648,192
0.1324397176504135,0.9912540912628174,0.28831475302525256,0.03926974534988403,0.9574670791625977,0.042532920837402344,0.29227685928344727,0.3823489012467483,2.4166818276580972,4.766571848813659,17.783766653268653,0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00013680683970591188,11266,0.0573018379509449,196608,6,1179648,192
0.16169925034046173,0.986944854259491,0.41873150500285816,0.07790577411651611,0.9199832081794739,0.08001679182052612,0.39973926544189453,0.40923840182958693,3.690895508775714,8.653772061182199,38.65593421258401,0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",pair_local_frechet_hutchinson,0.00028996202170669964,14749,0.0750172957777977,196608,6,1179648,192
0.10607749223709106,0.9943662881851196,1.132408291902216,0.33849310874938965,0.707088828086853,0.292911171913147,0.7859532237052917,0.8408702364095579,53.58293857860358,124.83002356178991,211.8785133972515,0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"(1152, 384)",pair_local_frechet_hutchinson,0.0015112462976207255,15720,0.0710720494389534,221184,6,1327104,216
0.09988454729318619,0.9950027465820312,1.1815475992089504,0.35567939281463623,0.6883112192153931,0.31168878078460693,0.8251950740814209,1.8346110725127858,150.68634675184654,217.37482733860554,0.0,0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"(384, 384)",pair_local_frechet_hutchinson,0.00423935314068077,6627,0.0898844376206398,73728,6,442368,72
0.13722936809062958,0.990590512752533,0.3689563453977267,0.06174790859222412,0.9354272484779358,0.06457275152206421,0.3595847189426422,0.48632077660260375,3.098643179516967,7.596626336637691,28.434045256259704,0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00020256589114328802,14491,0.0737050399184227,196608,6,1179648,192
0.1415228396654129,0.9899904131889343,0.37930763696202596,0.06524568796157837,0.9320921897888184,0.06790781021118164,0.3682268559932709,0.5200483873778917,3.37580920200516,8.154319825479227,30.0687152840004,0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00021707763918014263,14912,0.0758463516831398,196608,6,1179648,192
0.18438130617141724,0.9829564094543457,0.5576832117799554,0.12723475694656372,0.877694308757782,0.12230569124221802,0.4912620782852173,0.5975842200511873,6.640491018819536,15.237374949512144,70.15378292188811,0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",pair_local_frechet_hutchinson,0.00042168245093283425,19646,0.0999247208237648,196608,6,1179648,192
0.09707061201334,0.9952841997146606,1.161949288349978,0.3486703038215637,0.6945440173149109,0.3054559826850891,0.8147188425064087,1.118054964282551,70.68592893527956,134.95302834594918,177.332692959483,0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"(1152, 384)",pair_local_frechet_hutchinson,0.001617940283167606,14803,0.06692618131637573,221184,6,1327104,216
0.09515868872404099,0.9954651594161987,1.224620258981189,0.36823445558547974,0.6794968247413635,0.3205031752586365,0.8463230729103088,1.5226656101058904,160.93000864331233,220.19120572079316,0.0,0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"(384, 384)",pair_local_frechet_hutchinson,0.004799202237540158,6150,0.0834147110581398,73728,6,442368,72
0.15330184996128082,0.9882019758224487,0.5657026590436507,0.12967681884765625,0.875514030456543,0.12448596954345703,0.4947728216648102,0.6894056084704964,7.044221329089156,16.844688985372894,71.61755968113502,0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00035873544339827735,20257,0.1030324324965477,196608,6,1179648,192
0.15524816513061523,0.9878969788551331,0.5731748062615273,0.13259392976760864,0.8734612464904785,0.12653875350952148,0.498695433139801,0.7376820691264613,7.14044150678466,17.59536216337247,73.34133683218647,0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.0003634535261816847,20402,0.1037699356675148,196608,6,1179648,192
0.17998135089874268,0.9837338924407959,0.6219447789591008,0.15117764472961426,0.8595966696739197,0.14040333032608032,0.5246089696884155,0.674473054422512,8.086938348334016,18.40116828138081,89.67823490063888,0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",pair_local_frechet_hutchinson,0.00048518292298319255,20755,0.1055653914809227,196608,6,1179648,192
0.08532382547855377,0.9963608384132385,1.1324426847298728,0.3403373956680298,0.6978840231895447,0.3021159768104553,0.8204723000526428,0.9894063257878084,75.44986610000691,128.29614724615442,139.16664544643496,0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"(1152, 384)",pair_local_frechet_hutchinson,0.001509581581436122,13833,0.0625406876206398,221184,6,1327104,216
0.08661250025033951,0.9962479472160339,1.186069032501734,0.3573060631752014,0.6815925240516663,0.31840747594833374,0.8496476411819458,1.770917926648181,148.8031203739161,198.8540037562534,0.0,0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"(384, 384)",pair_local_frechet_hutchinson,0.004495418343706234,5772,0.0782877579331398,73728,6,442368,72
0.13977687060832977,0.9902053475379944,0.6314299748022539,0.1535024642944336,0.8535187840461731,0.1464812159538269,0.5347209572792053,0.7060819041820275,8.11998220050023,20.1135993784828,95.69480647433456,0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.00046304118635645715,20587,0.1047108992934227,196608,6,1179648,192
0.1415298730134964,0.989957332611084,0.6649500964890396,0.1667846441268921,0.8398719429969788,0.16012805700302124,0.5580796003341675,0.7244338448786977,8.570519878875594,23.402265977942463,109.17150352182475,0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.0005341800184119736,20620,0.1048787459731102,196608,6,1179648,192
0.15881289541721344,0.9873541593551636,0.6046284534679193,0.1441449522972107,0.8633576035499573,0.13664239645004272,0.5171436071395874,0.6725539427612587,7.497540791726921,17.054402290647314,85.12264606767454,0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",pair_local_frechet_hutchinson,0.00046021996053826724,20187,0.1026763916015625,196608,6,1179648,192
0.07286988943815231,0.9973472952842712,1.0336866534969054,0.30527472496032715,0.7176522016525269,0.28234779834747314,0.7996634840965271,0.9393334309142559,65.82491610027101,105.27886889044228,104.6324793697843,0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",pair_local_frechet_hutchinson,0.0012772414166962352,13326,0.0602484792470932,221184,6,1327104,216
0.0775684267282486,0.9969964623451233,1.11270811147794,0.3310995101928711,0.6996859908103943,0.3003140091896057,0.8292956352233887,1.3565832607486368,128.47230087388678,173.53461994792042,0.0,0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",pair_local_frechet_hutchinson,0.0041066388345908445,5384,0.0730251744389534,73728,6,442368,72
0.13186387717723846,0.9912799596786499,0.6966336078142183,0.17862117290496826,0.8311753273010254,0.1688246726989746,0.5724643468856812,0.7099347150085125,8.485618117525586,25.46653991382847,124.37943622056505,0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.0005940084868117978,20234,0.1029154434800148,196608,6,1179648,192
0.13817159831523895,0.9904229640960693,0.7016295297495329,0.1806424856185913,0.8284248113632202,0.17157518863677979,0.5764033198356628,0.7289567651061427,8.987710967696717,26.15676440683929,124.74615642628399,0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"(1024, 384)",pair_local_frechet_hutchinson,0.0006063721439969667,20509,0.1043141707777977,196608,6,1179648,192
