seed,update,parameter_id,shape,raw_relative_l2,raw_cosine,frechet_relative_l2,frechet_predicted_cosine_distortion,update_cosine,update_distortion,update_relative_l2,magnitude_energy,symmetric_energy,skew_energy,out_of_subspace_energy,codebook_key,record_type,calibration_seed,prior_update_cosine,absolute_difference,within_0.002
0,128,transformer.h.0.attn.c_attn.weight,"(1152, 384)",0.09249845147132874,0.9957228899002075,0.796289988639584,0.2180933952331543,0.7962851524353027,0.20371484756469727,0.642726480960846,0.4896786762861356,17.241903444833707,62.09430903155764,133.31577108124628,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.0.attn.c_proj.weight,"(384, 384)",0.08977789431810379,0.9959715604782104,0.8940902762934134,0.2554423213005066,0.7656554579734802,0.23434454202651978,0.7020899057388306,1.2838585503275461,85.31029105577454,136.4747027443621,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.0.mlp.w1.weight,"(1024, 384)",0.1290288269519806,0.9917010068893433,0.2831685706409386,0.037952423095703125,0.9590730667114258,0.04092693328857422,0.2867816984653473,0.39616813227250836,2.2806926038258113,4.589432553145046,17.10933636189092,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.0.mlp.w2.weight,"(1024, 384)",0.13083061575889587,0.9914681315422058,0.28482529183275734,0.03838604688644409,0.9584877490997314,0.041512250900268555,0.2886749505996704,0.367258548672693,2.350840954085324,4.648554679351939,17.37282354350597,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",0.15632538497447968,0.9878181219100952,0.4018757763029574,0.0723792314529419,0.9252269864082336,0.07477301359176636,0.3863884210586548,0.3760675221577105,3.3815204209296277,8.083321575147576,35.51330472923285,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.1.attn.c_attn.weight,"(1152, 384)",0.09526337683200836,0.9954648613929749,1.0213802059792219,0.301199734210968,0.731205940246582,0.26879405975341797,0.753364086151123,0.7556949344631018,43.391476122579206,101.36927312598648,172.67794940573407,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.1.attn.c_proj.weight,"(384, 384)",0.08981438726186752,0.9959644079208374,1.0641430951016928,0.31579458713531494,0.7171908617019653,0.28280913829803467,0.7851752638816833,1.484170651184396,121.92818002312764,176.62616076559172,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.1.mlp.w1.weight,"(1024, 384)",0.12973099946975708,0.9916114807128906,0.35348690215998163,0.05706411600112915,0.9401611089706421,0.05983889102935791,0.3460886478424072,0.44697279329071055,2.770645807724042,6.835114241916007,26.310569131889974,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.1.mlp.w2.weight,"(1024, 384)",0.13345330953598022,0.9911222457885742,0.36235441176353156,0.06001019477844238,0.9373053312301636,0.06269466876983643,0.353804349899292,0.4761544102476692,3.044361914189542,7.285816549267374,27.631675421396483,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",0.16119685769081116,0.987070620059967,0.4816713662243589,0.09941774606704712,0.902104914188385,0.09789508581161499,0.4397447407245636,0.4974483334837376,5.024027182162774,11.306944265817135,52.2710295345322,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.2.attn.c_attn.weight,"(1152, 384)",0.09118735045194626,0.9958410263061523,1.0937592682094894,0.3266673684120178,0.7099204063415527,0.29007959365844727,0.7939180731773376,1.0033319033448151,62.107292568256796,118.74533423513228,158.47527163439946,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.2.attn.c_proj.weight,"(384, 384)",0.08916507661342621,0.996020495891571,1.1522977380987014,0.34400343894958496,0.6973215341567993,0.3026784658432007,0.8228356838226318,1.6396590268359352,141.96253307776834,195.18057256398737,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.2.mlp.w1.weight,"(1024, 384)",0.12441134452819824,0.9922813773155212,0.467976685795416,0.09422796964645386,0.9070348739624023,0.09296512603759766,0.4283526539802551,0.5087678507961761,4.631301840653876,10.805007590004003,49.88561866508004,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",0.12469501793384552,0.9922486543655396,0.4715797306393518,0.09562444686889648,0.9059380292892456,0.0940619707107544,0.430510938167572,0.5270458898756141,4.676640761025869,11.075559278139567,50.61028812975359,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",0.1534251719713211,0.988277018070221,0.5190786014419259,0.11253225803375244,0.8912802338600159,0.10871976613998413,0.4623511731624603,0.5171598887007306,5.614278688329434,12.69827852118442,62.55768347247551,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",0.08179736882448196,0.996657133102417,1.0848058892963353,0.3252667784690857,0.7083348631858826,0.29166513681411743,0.805982768535614,0.9434421323009524,69.00635449081612,118.29683413120972,127.33112931605751,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",0.08260025084018707,0.996589183807373,1.130288557708284,0.34006041288375854,0.6948026418685913,0.3051973581314087,0.8310808539390564,1.7045956453289377,134.0360106552096,181.59330340750287,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",0.11287729442119598,0.9936567544937134,0.5217835625698354,0.11282956600189209,0.888626217842102,0.11137378215789795,0.4675517678260803,0.5105347874049996,5.363457501526699,13.241046605321445,65.99260542288553,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",0.11370863020420074,0.9935629367828369,0.5473888315814771,0.12237375974655151,0.8788205981254578,0.12117940187454224,0.48702725768089294,0.5194917654804253,5.686469643139275,15.059501334661883,74.8737181187948,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",0.13607104122638702,0.990777850151062,0.512605829804723,0.10994195938110352,0.8925299048423767,0.10747009515762329,0.45941483974456787,0.5237256830256228,5.3637932242067325,12.217175545971356,61.20951814570695,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",0.07101066410541534,0.9974817633628845,1.0106103776874429,0.29722875356674194,0.7251951098442078,0.27480489015579224,0.7890755534172058,0.8732818974737759,63.01636018898286,100.11854800990317,100.45214924967395,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",0.07522372156381607,0.997176468372345,1.0734857065021766,0.31776201725006104,0.7101589441299438,0.28984105587005615,0.8145779967308044,1.3249242375838306,119.95905861130196,161.06963567119772,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",0.10650724917650223,0.99433833360672,0.575296134654722,0.1325429081916809,0.8686055541038513,0.13139444589614868,0.5068095922470093,0.5240258042555384,5.598676719056474,16.551276713362384,85.78976904241182,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",0.11238840222358704,0.9936966896057129,0.5809639858758971,0.1347370743751526,0.8679636120796204,0.13203638792037964,0.5076468586921692,0.5257559806157622,5.831332382216413,17.144647698737092,86.62206935877995,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",0.13157592713832855,0.9913756847381592,0.5305073662513892,0.11649942398071289,0.8849012851715088,0.11509871482849121,0.4750474691390991,0.6021645873797898,5.695337539128884,13.269734756462768,66.92805064434481,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",0.06172851473093033,0.9980949759483337,0.9614387533838865,0.2802855372428894,0.7376477122306824,0.2623522877693176,0.7765694856643677,0.8017740981543882,59.34025503644177,89.4295708724554,79.33721898771535,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",0.057595498859882355,0.9983416795730591,0.9498947021893394,0.2774118185043335,0.7360458374023438,0.26395416259765625,0.7826301455497742,1.1739215518637105,89.71472252307736,116.32534435866688,0.0,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.5.mlp.w1.weight,"(1024, 384)",0.09574092924594879,0.9954301118850708,0.5837104307533655,0.1354008913040161,0.8642816543579102,0.13571834564208984,0.5153203010559082,0.5221579033477495,5.194333190956166,17.56258389904198,91.51523780254595,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.5.mlp.w2.weight,"(1024, 384)",0.09850992262363434,0.9951558709144592,0.5938527493476474,0.13907885551452637,0.8609000444412231,0.13909995555877686,0.5216353535652161,0.5681425503256426,5.3654599305793065,17.818896606975592,95.17235942839908,s1_k8_w64_t8_v1200,,,,,
0,128,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",0.11991719901561737,0.992831826210022,0.5255804285828656,0.11473840475082397,0.8866629600524902,0.11333703994750977,0.4712381958961487,0.5482611111606434,5.350579134228044,12.774735841467699,67.12638309416165,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.0.attn.c_attn.weight,"(1152, 384)",0.09138248860836029,0.9958252906799316,0.8644787530473418,0.24503111839294434,0.773212194442749,0.22678780555725098,0.6824131608009338,0.6140912294344867,22.98908230689824,72.23291196374372,148.96048815936695,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.0.attn.c_proj.weight,"(384, 384)",0.09468501061201096,0.9955196976661682,0.9850608903982817,0.28884196281433105,0.7367924451828003,0.2632075548171997,0.7451286911964417,1.7176611410396196,103.85365922295118,163.5413141682023,0.0,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.0.mlp.w1.weight,"(1024, 384)",0.1349605917930603,0.9909098148345947,0.27975147135524153,0.03703653812408447,0.9598708748817444,0.040129125118255615,0.2839575707912445,0.33770606934770436,2.239865460528688,4.492403244834734,17.17868173567357,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.0.mlp.w2.weight,"(1024, 384)",0.13921909034252167,0.9903299808502197,0.28591292148546826,0.038632214069366455,0.9581562876701355,0.0418437123298645,0.2897437810897827,0.35107625754914284,2.3641053549218163,4.778641937303122,17.811742332690994,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",0.16109085083007812,0.9870550036430359,0.3490284034983764,0.05574154853820801,0.9402982592582703,0.059701740741729736,0.34678149223327637,0.27316795725302756,2.8164808283092437,6.5304960095439295,27.092282071904627,s1_k8_w64_t8_v1200,,,,,
0,512,transformer.h.1.attn.c_attn.weight,"(1152, 384)",0.09836453944444656,0.9951611757278442,1.0459668645558722,0.31118059158325195,0.7261022925376892,0.2738977074623108,0.7564553022384644,0.741900097799085,34.45393829722035,93.81559687385678,221.71277745750882,s1_k8_w64_t8_v1200,,,,,
