seed,update,parameter_id,method,delta_magnitude_energy,delta_symmetric_energy,delta_skew_energy,delta_out_of_subspace_energy
0,128,transformer.h.1.mlp.w2.weight,pair_local_frechet_hutchinson,0.04389397713022253,0.33144728781561783,0.868503276211853,2.4370398626039176
0,128,transformer.h.1.mlp.w2.weight,pair_local_skew_hutchinson,1.8601571924099989,11.026314941141946,26.670620907434895,154.00252433344104
0,128,transformer.h.1.mlp.w2.weight,mix_025,-0.3234296295500389,5.366012582018433,7.915334482307414,30.955143716469383
0,128,transformer.h.1.mlp.w2.weight,mix_050,-0.35705835742409026,4.443378438196821,6.753702141144562,25.2440875830488
0,128,transformer.h.1.mlp.w2.weight,mix_075,-0.350256703210057,2.95254008256354,4.752273858232608,16.592768662653345
0,128,transformer.h.1.mlp.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,pair_local_frechet_hutchinson,0.10013588656744965,1.616463836656762,3.9304306836950094,17.882753387355912
0,128,transformer.h.1.mlp.c_proj.weight,pair_local_skew_hutchinson,2.8800228322047436,29.653682806141113,66.64026626538572,421.5476718011419
0,128,transformer.h.1.mlp.c_proj.weight,mix_025,-0.047088148805022545,0.8580080934624812,1.1874783758326508,4.020027190904543
0,128,transformer.h.1.mlp.c_proj.weight,mix_050,-0.041559202983630195,0.6584556862639834,0.9742512085943478,3.108257850584671
0,128,transformer.h.1.mlp.c_proj.weight,mix_075,-0.026957506935322284,0.43924561588888267,0.6841401749513807,2.5314205796331137
0,128,transformer.h.2.attn.c_attn.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.2.attn.c_attn.weight,pair_local_frechet_hutchinson,0.11472306093773588,8.578636367022767,16.207694110816902,18.85742132508355
0,128,transformer.h.2.attn.c_attn.weight,pair_local_skew_hutchinson,3.3486198909210394,208.53050374457536,402.7505232720192,620.3369764045829
0,128,transformer.h.2.attn.c_attn.weight,mix_025,30.988917430858866,1016.114454184783,1949.938135591111,2466.882827084783
0,128,transformer.h.2.attn.c_attn.weight,mix_050,9.359760680158574,341.8576153415889,651.4762207359098,840.8329638066414
0,128,transformer.h.2.attn.c_attn.weight,mix_075,1.097217171858091,88.21009841708992,170.83826799710826,240.0081455113007
0,128,transformer.h.2.attn.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.2.attn.c_proj.weight,pair_local_frechet_hutchinson,-0.11699341673004482,18.967475565543992,25.010633156805795,0.0
0,128,transformer.h.2.attn.c_proj.weight,pair_local_skew_hutchinson,2.5693643444725733,171.91168674017712,245.8373033415653,0.0
0,128,transformer.h.2.attn.c_proj.weight,mix_025,-0.0953236379702811,1.0169853627581915,1.7748838084970373,0.0
0,128,transformer.h.2.attn.c_proj.weight,mix_050,-0.13752976820192164,2.523418082833018,3.3979950644774704,0.0
0,128,transformer.h.2.attn.c_proj.weight,mix_075,-0.1389251471485573,6.283414034860186,6.603781722193702,0.0
0,128,transformer.h.2.mlp.w1.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.2.mlp.w1.weight,pair_local_frechet_hutchinson,0.18063775767432022,2.4129194884352803,6.039681395368891,21.731941016054982
0,128,transformer.h.2.mlp.w1.weight,pair_local_skew_hutchinson,3.8406364231849626,29.930390825805958,67.06959071002947,424.5762519202044
0,128,transformer.h.2.mlp.w1.weight,mix_025,-0.2749877311094824,5.256353235544108,8.957085529065374,37.23119316193603
0,128,transformer.h.2.mlp.w1.weight,mix_050,-0.20945193727082745,4.0959511181388795,7.254914582112615,29.210840873057442
0,128,transformer.h.2.mlp.w1.weight,mix_075,-0.09486029739798513,2.580085508668293,4.854906466559916,17.97913434233198
0,128,transformer.h.2.mlp.w2.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.2.mlp.w2.weight,pair_local_frechet_hutchinson,0.2106361792508472,2.4638007457587907,6.519802885232904,22.73104870243288
0,128,transformer.h.2.mlp.w2.weight,pair_local_skew_hutchinson,4.159673302516743,30.95602954444708,70.24177867661027,426.1167925653932
0,128,transformer.h.2.mlp.w2.weight,mix_025,-0.3439427494331626,6.432071324016876,11.008960680373397,46.87869797463821
0,128,transformer.h.2.mlp.w2.weight,mix_050,-0.34887299779008735,5.100793875961774,9.04208684058093,36.21770390669942
0,128,transformer.h.2.mlp.w2.weight,mix_075,-0.23327581758505306,3.10708866825481,6.128411264161111,21.914747850073915
0,128,transformer.h.2.mlp.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.2.mlp.c_proj.weight,pair_local_frechet_hutchinson,0.15731316572178144,2.472659660004582,5.702889760196388,27.120551428163374
