seed,update,parameter_id,parameter_name,shape,rank,iterations,oversampling,initialization,approx_residual_norm,exact_residual_norm,approx_block_absmax_mean,exact_block_absmax_mean,direct_block_absmax_mean,approx_to_exact_block_absmax,approx_to_direct_block_absmax
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,2,8,canonical,0.23718127608299255,0.23718129098415375,0.0009768547024577856,0.0009768345626071095,0.0013477398315444589,1.0000206232070923,0.7248095273971558
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,2,8,canonical,0.2030334174633026,0.20303212106227875,0.0008540749549865723,0.0008541261195205152,0.0013477398315444589,0.9999400973320007,0.6337090730667114
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,2,8,canonical,0.16856054961681366,0.16853594779968262,0.0006948504596948624,0.0006951104733161628,0.0013477398315444589,0.9996259212493896,0.5155671834945679
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,2,8,canonical,0.13212531805038452,0.1313798725605011,0.0005532660288736224,0.0005563689628615975,0.0013477398315444589,0.9944229125976562,0.4105139672756195
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,4,8,canonical,0.2730291783809662,0.2730292081832886,0.0011306388769298792,0.0011306388769298792,0.0013477398315444589,1.0,0.8389148116111755
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,4,8,canonical,0.23718132078647614,0.23718129098415375,0.0009768345626071095,0.0009768345626071095,0.0013477398315444589,1.0,0.7247946262359619
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,4,8,canonical,0.20303213596343994,0.20303212106227875,0.0008541257702745497,0.0008541261195205152,0.0013477398315444589,0.9999995827674866,0.6337468028068542
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,4,8,canonical,0.16853609681129456,0.16853594779968262,0.000695100286975503,0.0006951104733161628,0.0013477398315444589,0.9999853372573853,0.5157525539398193
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,4,8,canonical,0.1314307153224945,0.1313798725605011,0.0005557053373195231,0.0005563689628615975,0.0013477398315444589,0.9988071918487549,0.41232389211654663
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0,0,randomized,0.336134135723114,0.2730292081832886,0.0013532848097383976,0.0011306388769298792,0.0013477398315444589,1.1969205141067505,1.0041142702102661
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0,0,randomized,0.3343157172203064,0.23718129098415375,0.001343438751064241,0.0009768345626071095,0.0013477398315444589,1.3752981424331665,0.996808648109436
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0,0,randomized,0.33321595191955566,0.20303212106227875,0.0013344710459932685,0.0008541261195205152,0.0013477398315444589,1.5623817443847656,0.9901548027992249
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0,0,randomized,0.33201345801353455,0.16853594779968262,0.0013364257756620646,0.0006951104733161628,0.0013477398315444589,1.9226092100143433,0.9916051626205444
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0,0,randomized,0.33118879795074463,0.1313798725605011,0.001332739950157702,0.0005563689628615975,0.0013477398315444589,2.3954246044158936,0.9888703227043152
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,2,0,randomized,0.27302926778793335,0.2730292081832886,0.0011306514497846365,0.0011306388769298792,0.0013477398315444589,1.0000110864639282,0.8389241099357605
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,2,0,randomized,0.23718133568763733,0.23718129098415375,0.0009768182644620538,0.0009768345626071095,0.0013477398315444589,0.9999833106994629,0.7247825264930725
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,2,0,randomized,0.2030433565378189,0.20303212106227875,0.0008542169234715402,0.0008541261195205152,0.0013477398315444589,1.0001063346862793,0.6338143944740295
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,2,0,randomized,0.16878613829612732,0.16853594779968262,0.0006955571006983519,0.0006951104733161628,0.0013477398315444589,1.0006425380706787,0.516091525554657
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,2,0,randomized,0.1353183090686798,0.1313798725605011,0.0005709631950594485,0.0005563689628615975,0.0013477398315444589,1.0262311697006226,0.4236449599266052
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,4,0,randomized,0.2730291783809662,0.2730292081832886,0.0011306388769298792,0.0011306388769298792,0.0013477398315444589,1.0,0.8389148116111755
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,4,0,randomized,0.23718130588531494,0.23718129098415375,0.0009768346790224314,0.0009768345626071095,0.0013477398315444589,1.0000001192092896,0.7247946858406067
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,4,0,randomized,0.20303218066692352,0.20303212106227875,0.0008541289716959,0.0008541261195205152,0.0013477398315444589,1.0000033378601074,0.6337491273880005
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,4,0,randomized,0.16853877902030945,0.16853594779968262,0.0006953226984478533,0.0006951104733161628,0.0013477398315444589,1.0003052949905396,0.5159175992012024
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,4,0,randomized,0.13213728368282318,0.1313798725605011,0.0005623612669296563,0.0005563689628615975,0.0013477398315444589,1.010770320892334,0.4172624945640564
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0,8,randomized,0.33421891927719116,0.2730292081832886,0.0013398706214502454,0.0011306388769298792,0.0013477398315444589,1.185056209564209,0.9941611886024475
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0,8,randomized,0.3321199417114258,0.23718129098415375,0.0013314835960045457,0.0009768345626071095,0.0013477398315444589,1.3630595207214355,0.9879381656646729
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0,8,randomized,0.3302372992038727,0.20303212106227875,0.0013186305295675993,0.0008541261195205152,0.0013477398315444589,1.5438358783721924,0.9784014225006104
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0,8,randomized,0.3287411332130432,0.16853594779968262,0.001314505934715271,0.0006951104733161628,0.0013477398315444589,1.8910748958587646,0.9753410220146179
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0,8,randomized,0.32749661803245544,0.1313798725605011,0.0013052882859483361,0.0005563689628615975,0.0013477398315444589,2.346083879470825,0.9685016870498657
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,2,8,randomized,0.27302926778793335,0.2730292081832886,0.0011306345695629716,0.0011306388769298792,0.0013477398315444589,0.9999961853027344,0.8389115929603577
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,2,8,randomized,0.23718136548995972,0.23718129098415375,0.0009768186137080193,0.0009768345626071095,0.0013477398315444589,0.9999836683273315,0.7247827649116516
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,2,8,randomized,0.20303300023078918,0.20303212106227875,0.000854163954500109,0.0008541261195205152,0.0013477398315444589,1.000044345855713,0.6337751150131226
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,2,8,randomized,0.16855190694332123,0.16853594779968262,0.0006955653661862016,0.0006951104733161628,0.0013477398315444589,1.0006544589996338,0.5160976648330688
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,2,8,randomized,0.13200631737709045,0.1313798725605011,0.0005554007366299629,0.0005563689628615975,0.0013477398315444589,0.9982597231864929,0.41209790110588074
