seed,update,parameter_id,parameter_name,shape,rank,iterations,oversampling,initialization,method,fraction_of_exact_gain,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,4,0,canonical,approximate_bf16,0.9999955988869585,0.1479189395904541,0.9890832901000977,1.0018006563186646,0.8020291924476624,0.6784346699714661,1.00018310546875,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,4,0,canonical,approximate_bf16,0.9999993258825377,0.1280222088098526,0.9918153285980225,1.0009459257125854,0.7600869536399841,0.7126812934875488,1.0053285360336304,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,4,0,canonical,approximate_bf16,0.9997685297639289,0.11058761179447174,0.9938876032829285,1.0001178979873657,0.7114613652229309,0.7493808269500732,1.0096601247787476,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,4,0,canonical,approximate_bf16,1.0009793372898834,0.08966442942619324,0.9959844350814819,1.000687837600708,0.6401582360267639,0.7977679371833801,1.012783408164978,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,4,0,canonical,approximate_bf16,0.9896617691612951,0.0705893263220787,0.9975109696388245,1.0004141330718994,0.551569402217865,0.8503113985061646,1.0153945684432983,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0,8,canonical,approximate_bf16,0.03381265121949341,0.17677871882915497,0.9844282269477844,1.002992868423462,0.86394202709198,0.6260942816734314,0.9980969429016113,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0,8,canonical,approximate_bf16,0.035023772752306996,0.1760282963514328,0.9845606684684753,1.0030217170715332,0.8624118566513062,0.6273593306541443,0.9979392290115356,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0,8,canonical,approximate_bf16,0.038522648362419525,0.1752566397190094,0.9846922159194946,1.0028183460235596,0.8604146838188171,0.6290835738182068,0.9979391098022461,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0,8,canonical,approximate_bf16,0.04218165262479931,0.17413069307804108,0.9848920702934265,1.003033995628357,0.8577654957771301,0.6315741539001465,0.998512864112854,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0,8,canonical,approximate_bf16,0.047784666684237594,0.17295464873313904,0.9850940704345703,1.0029500722885132,0.8537423610687256,0.6351770758628845,0.9989346265792847,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,2,8,canonical,approximate_bf16,1.0009781473734707,0.1479170173406601,0.9890838265419006,1.001803994178772,0.8019514083862305,0.6784878969192505,1.0001490116119385,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,2,8,canonical,approximate_bf16,0.9977942876634482,0.12801975011825562,0.9918147325515747,1.0009547472000122,0.760326623916626,0.7124863266944885,1.0052834749221802,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,2,8,canonical,approximate_bf16,1.0033682253281782,0.11058175563812256,0.9938884973526001,1.0002082586288452,0.7105568647384644,0.7498313188552856,1.0089290142059326,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,2,8,canonical,approximate_bf16,0.9924304242407986,0.08964463323354721,0.9959861636161804,1.0006390810012817,0.6425443291664124,0.7962861061096191,1.0129200220108032,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,2,8,canonical,approximate_bf16,1.0036771085833907,0.06985548138618469,0.997561514377594,0.9999184012413025,0.545677125453949,0.8535126447677612,1.015504240989685,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,4,8,canonical,approximate_bf16,0.9999977994434792,0.14791885018348694,0.9890832901000977,1.0017999410629272,0.8020291924476624,0.6784347891807556,1.0001827478408813,0.7622770667076111,0.709468424320221,1.0000008344650269
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,4,8,canonical,approximate_bf16,1.0,0.12802208960056305,0.9918152093887329,1.0009385347366333,0.7600816488265991,0.7126813530921936,1.0053104162216187,0.7164868116378784,0.74332594871521,1.0000003576278687
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,4,8,canonical,approximate_bf16,0.9997975826124893,0.11058907955884933,0.9938876628875732,1.0001319646835327,0.7114318609237671,0.7493844628334045,1.009586215019226,0.6657787561416626,0.7783716320991516,1.0000003576278687
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,4,8,canonical,approximate_bf16,1.000599362674251,0.08968044072389603,0.9959831237792969,1.0006377696990967,0.6404669880867004,0.7977020740509033,1.0133917331695557,0.5979794263839722,0.8212132453918457,1.0
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,4,8,canonical,approximate_bf16,1.0071397126422235,0.06975626945495605,0.9975683093070984,1.0000580549240112,0.5439205765724182,0.8543035387992859,1.014543056488037,0.5108739733695984,0.8695071339607239,0.9999998211860657
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0,0,randomized,approximate_bf16,0.04314521142396912,0.1778448522090912,0.9842460751533508,1.0033687353134155,0.8627920746803284,0.6265998482704163,0.996780514717102,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0,0,randomized,approximate_bf16,0.034962428063240306,0.1767355352640152,0.9844416379928589,1.0033529996871948,0.862159013748169,0.6273539066314697,0.9973372220993042,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0,0,randomized,approximate_bf16,0.04410031900980272,0.17513887584209442,0.9847323894500732,1.0039269924163818,0.8594745993614197,0.6297816038131714,0.9976378679275513,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0,0,randomized,approximate_bf16,0.028099208793128407,0.17516757547855377,0.9847192764282227,1.0034880638122559,0.8606101274490356,0.6291331648826599,0.9985306262969971,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0,0,randomized,approximate_bf16,0.03369704289072769,0.17478282749652863,0.9847703576087952,1.002625584602356,0.8568249940872192,0.6319593191146851,0.9973580241203308,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,2,0,randomized,approximate_bf16,1.0013478408689558,0.1479208618402481,0.9890829920768738,1.0017930269241333,0.8019346594810486,0.678507924079895,1.000168800354004,,,
