shape,rank,iterations,oversampling,initialization,relative_excess_error,runtime_seconds,update_cosine
"[1152, 384]",16,4,8,randomized,0.00022513954900205135,2.3493456290016184,0.853201687335968
"[384, 384]",1,0,0,canonical,0.21446028351783752,0.010232775995973498,0.5803683400154114
"[384, 384]",2,0,0,canonical,0.44234251976013184,0.06961050599056762,0.5819439888000488
"[384, 384]",4,0,0,canonical,0.671294093132019,0.12647414598905016,0.58247971534729
"[384, 384]",8,0,0,canonical,1.0103071928024292,0.18273902998771518,0.5853192806243896
"[384, 384]",16,0,0,canonical,1.5552576780319214,0.24491620899061672,0.5870396494865417
"[384, 384]",1,2,0,canonical,-3.8796375179117604e-07,0.30397985999297816,0.6331236958503723
"[384, 384]",2,2,0,canonical,3.8526263779203873e-07,0.3599630859971512,0.675946056842804
"[384, 384]",4,2,0,canonical,2.4288437998620793e-05,0.41300316198612563,0.7199710607528687
"[384, 384]",8,2,0,canonical,0.0008963981526903808,0.4755152549914783,0.7678117752075195
"[384, 384]",16,2,0,canonical,0.02930678054690361,0.5320704619953176,0.8215879797935486
"[384, 384]",1,4,0,canonical,0.0,0.5942916469939519,0.6332392692565918
"[384, 384]",2,4,0,canonical,0.0,0.6551892419956857,0.6762413382530212
"[384, 384]",4,4,0,canonical,2.688757092528249e-07,0.7225135739863617,0.7210660576820374
"[384, 384]",8,4,0,canonical,5.187739589018747e-06,0.8034544759866549,0.768926203250885
"[384, 384]",16,4,0,canonical,0.009386989288032055,0.8703825589909684,0.8282051682472229
"[384, 384]",1,0,8,canonical,0.2102867066860199,0.018149294002796523,0.5801292657852173
"[384, 384]",2,0,8,canonical,0.4344111979007721,0.09422937501221895,0.581844687461853
"[384, 384]",4,0,8,canonical,0.659006655216217,0.16089741200266872,0.5828912854194641
"[384, 384]",8,0,8,canonical,0.9927263855934143,0.2266179560101591,0.5849051475524902
"[384, 384]",16,0,8,canonical,1.5293489694595337,0.29741302400361747,0.589242696762085
"[384, 384]",1,2,8,canonical,-2.5864250119411736e-07,0.3752442940021865,0.6332674026489258
"[384, 384]",2,2,8,canonical,3.8526263779203873e-07,0.44589380999968853,0.6762376427650452
"[384, 384]",4,2,8,canonical,2.868007413781015e-06,0.5197635590011487,0.7208389639854431
"[384, 384]",8,2,8,canonical,0.00012634307495318353,0.5950020730087999,0.7684277296066284
"[384, 384]",16,2,8,canonical,0.0028546531684696674,0.6638567839981988,0.8252987265586853
"[384, 384]",1,4,8,canonical,0.0,0.7277502000069944,0.6332413554191589
"[384, 384]",2,4,8,canonical,0.0,0.8181937860063044,0.6762301921844482
"[384, 384]",4,4,8,canonical,0.0,0.9101093370118178,0.7211259603500366
"[384, 384]",8,4,8,canonical,-3.242337243136717e-07,1.0008968910115073,0.7684306502342224
"[384, 384]",16,4,8,canonical,8.322543726535514e-05,1.0959522550110705,0.8267203569412231
"[384, 384]",1,0,0,randomized,0.2165510207414627,0.013672649001819082,0.578372061252594
"[384, 384]",2,0,0,randomized,0.44347256422042847,0.07746179400419351,0.5827355980873108
"[384, 384]",4,0,0,randomized,0.6726458072662354,0.14390259700303432,0.5859049558639526
"[384, 384]",8,0,0,randomized,1.0114320516586304,0.21307625499321148,0.5857859253883362
"[384, 384]",16,0,0,randomized,1.5571666955947876,0.28986802700092085,0.5861700177192688
"[384, 384]",1,2,0,randomized,6.466062529852934e-08,0.3778427939978428,0.6331967711448669
"[384, 384]",2,2,0,randomized,6.164202090985782e-07,0.446237972995732,0.6760342121124268
"[384, 384]",4,2,0,randomized,7.707770237175282e-06,0.5075409690034576,0.7211513519287109
"[384, 384]",8,2,0,randomized,0.0013997169444337487,0.5734675239946228,0.7651110887527466
"[384, 384]",16,2,0,randomized,0.031552836298942566,0.6410463509964757,0.8208349943161011
"[384, 384]",1,4,0,randomized,-6.466062529852934e-08,0.6999481929960893,0.6332393288612366
"[384, 384]",2,4,0,randomized,7.705252613732227e-08,0.7650382430001628,0.6762301921844482
"[384, 384]",4,4,0,randomized,0.0,0.8281413990043802,0.7211723923683167
"[384, 384]",8,4,0,randomized,3.296376235084608e-05,0.8945701290067518,0.7672610878944397
"[384, 384]",16,4,0,randomized,0.012782366946339607,0.9565932859986788,0.823859453201294
"[384, 384]",1,0,8,randomized,0.22186535596847534,0.019479504000628367,0.5783876180648804
"[384, 384]",2,0,8,randomized,0.4492216110229492,0.0860853290068917,0.5812591314315796
"[384, 384]",4,0,8,randomized,0.6767642498016357,0.23513196400017478,0.5838018655776978
"[384, 384]",8,0,8,randomized,1.014028787612915,0.33932063401152845,0.5827332735061646
"[384, 384]",16,0,8,randomized,1.5577436685562134,0.4367103650001809,0.5840367674827576
"[384, 384]",1,2,8,randomized,6.466062529852934e-08,0.5015479639987461,0.6331501007080078
"[384, 384]",2,2,8,randomized,3.082101045492891e-07,0.5633628710056655,0.6763801574707031
"[384, 384]",4,2,8,randomized,2.151005674022599e-06,0.627607849004562,0.7208060026168823
"[384, 384]",8,2,8,randomized,9.672972373664379e-05,0.6874805500119692,0.7679775953292847
"[384, 384]",16,2,8,randomized,0.003489066381007433,0.7496420540119288,0.8242672681808472
"[384, 384]",1,4,8,randomized,6.466062529852934e-08,0.8177842950099148,0.633239209651947
"[384, 384]",2,4,8,randomized,0.0,0.9254330890107667,0.6762399673461914
"[384, 384]",4,4,8,randomized,0.0,1.012586053009727,0.7211400866508484
"[384, 384]",8,4,8,randomized,2.161558114721629e-07,1.0981678440002725,0.7683485746383667
"[384, 384]",16,4,8,randomized,7.530903531005606e-05,1.1853634510043776,0.8271069526672363
"[1024, 384]",1,0,0,canonical,0.16578347980976105,0.02787785000691656,0.9150901436805725
"[1024, 384]",2,0,0,canonical,0.2711435854434967,0.15084231599757914,0.9156732559204102
"[1024, 384]",4,0,0,canonical,0.41511815786361694,0.3916674200008856,0.9161560535430908
"[1024, 384]",8,0,0,canonical,0.5592479109764099,0.5110982570040505,0.9168148040771484
"[1024, 384]",16,0,0,canonical,0.7495485544204712,0.6319982340064598,0.9179589152336121
"[1024, 384]",1,2,0,canonical,4.1885866153279494e-07,0.7527658040053211,0.9315019249916077
"[1024, 384]",2,2,0,canonical,2.3593045170855476e-06,0.8653767700016033,0.9421235918998718
"[1024, 384]",4,2,0,canonical,7.166124851210043e-05,0.9828184740035795,0.9521830677986145
"[1024, 384]",8,2,0,canonical,0.0019898756872862577,1.104240196000319,0.9603278636932373
"[1024, 384]",16,2,0,canonical,0.019483568146824837,1.2315253389970167,0.967399537563324
"[1024, 384]",1,4,0,canonical,0.0,1.3609563619975233,0.9314944744110107
"[1024, 384]",2,4,0,canonical,1.3107246843446774e-07,1.4813217110058758,0.9420964121818542
"[1024, 384]",4,4,0,canonical,7.319841444086705e-08,1.6010963220032863,0.9521704316139221
"[1024, 384]",8,4,0,canonical,9.768098243512213e-05,1.7202797200006898,0.9606344103813171
"[1024, 384]",16,4,0,canonical,0.006552057806402445,1.8374270890053594,0.967979371547699
"[1024, 384]",1,0,8,canonical,0.16294409334659576,0.029227298000478186,0.9151841998100281
"[1024, 384]",2,0,8,canonical,0.2672824561595917,0.1481595849909354,0.9157977104187012
"[1024, 384]",4,0,8,canonical,0.4079902470111847,0.27046418099780567,0.9165844917297363
"[1024, 384]",8,0,8,canonical,0.5491916537284851,0.3911142779979855,0.917457640171051
"[1024, 384]",16,0,8,canonical,0.7359122037887573,0.5106786230026046,0.9186736345291138
"[1024, 384]",1,2,8,canonical,-7.180434522524592e-07,0.6299482869944768,0.9314947128295898
"[1024, 384]",2,2,8,canonical,1.966086983884452e-06,0.7496065799932694,0.9421073198318481
"[1024, 384]",4,2,8,canonical,1.032097679853905e-05,0.8730026659904979,0.9521502256393433
"[1024, 384]",8,2,8,canonical,0.00044648381299339235,0.991589697994641,0.9606195092201233
"[1024, 384]",16,2,8,canonical,0.005701883230358362,1.1106435529945884,0.9681591391563416
"[1024, 384]",1,4,8,canonical,-5.983694961742003e-08,1.2331971209932817,0.9314942359924316
"[1024, 384]",2,4,8,canonical,0.0,1.4058753159915796,0.9420982003211975
"[1024, 384]",4,4,8,canonical,1.463968288817341e-07,1.5730444170039846,0.9521290063858032
"[1024, 384]",8,4,8,canonical,2.589719315437833e-06,1.7336508629960008,0.9606157541275024
"[1024, 384]",16,4,8,canonical,0.00030274197342805564,1.8922902339982102,0.9682986736297607
"[1024, 384]",1,0,0,randomized,0.16720162332057953,0.02540246199350804,0.9142504334449768
"[1024, 384]",2,0,0,randomized,0.2741694152355194,0.14367312399554066,0.9148157238960266
"[1024, 384]",4,0,0,randomized,0.41763734817504883,0.2569723159977002,0.914777934551239
"[1024, 384]",8,0,0,randomized,0.5614049434661865,0.38540085099521093,0.915184497833252
"[1024, 384]",16,0,0,randomized,0.7509977221488953,0.5122727260022657,0.9162963032722473
"[1024, 384]",1,2,0,randomized,4.1885866153279494e-07,0.6404232099885121,0.9314858317375183
"[1024, 384]",2,2,0,randomized,2.5559131699992577e-06,0.772219580001547,0.9421201348304749
"[1024, 384]",4,2,0,randomized,6.280423986027017e-05,0.9062303449900355,0.9522293210029602
"[1024, 384]",8,2,0,randomized,0.0013808869989588857,1.0378053640015423,0.9603544473648071
"[1024, 384]",16,2,0,randomized,0.02044246532022953,1.1569749519985635,0.9670100808143616
"[1024, 384]",1,4,0,randomized,0.0,1.276308121989132,0.9314947724342346
"[1024, 384]",2,4,0,randomized,0.0,1.3916730060009286,0.9420986175537109
"[1024, 384]",4,4,0,randomized,2.927936577634682e-07,1.5272919759881916,0.9521341323852539
"[1024, 384]",8,4,0,randomized,5.0337672291789204e-05,1.6463672269892413,0.960635244846344
"[1024, 384]",16,4,0,randomized,0.006783078424632549,1.7659039519930957,0.9681129455566406
"[1024, 384]",1,0,8,randomized,0.16298826038837433,0.028790526994271204,0.9149513840675354
"[1024, 384]",2,0,8,randomized,0.2667309045791626,0.1488632230029907,0.9157042503356934
"[1024, 384]",4,0,8,randomized,0.40631619095802307,0.26614178900490515,0.9161965847015381
"[1024, 384]",8,0,8,randomized,0.5473957061767578,0.38450912199914455,0.9171229004859924
"[1024, 384]",16,0,8,randomized,0.7333856821060181,0.5080174409959,0.9179562926292419
"[1024, 384]",1,2,8,randomized,-2.3934779846968013e-07,0.6397333819913911,0.931501030921936
"[1024, 384]",2,2,8,randomized,3.276811924024514e-07,0.7534521310008131,0.9421138763427734
"[1024, 384]",4,2,8,randomized,9.149802281172015e-06,0.8731655680021504,0.952113926410675
"[1024, 384]",8,2,8,randomized,0.0006412792718037963,1.0020676359999925,0.9605700969696045
"[1024, 384]",16,2,8,randomized,0.006682559382170439,1.1221279809979023,0.9681510925292969
"[1024, 384]",1,4,8,randomized,0.0,1.2441326429980109,0.9314944744110107
"[1024, 384]",2,4,8,randomized,0.0,1.4078733179921983,0.9420982003211975
"[1024, 384]",4,4,8,randomized,7.319841444086705e-08,1.569060569992871,0.9521308541297913
"[1024, 384]",8,4,8,randomized,1.861360829025216e-06,1.7332699160033371,0.9606204628944397
"[1024, 384]",16,4,8,randomized,0.0002704810758586973,1.893241871992359,0.9683604836463928
"[1024, 384]",1,0,0,canonical,0.15317194163799286,0.029863440999179147,0.9152637124061584
"[1024, 384]",2,0,0,canonical,0.2483256757259369,0.1668095499917399,0.9158734679222107
"[1024, 384]",4,0,0,canonical,0.3880452513694763,0.29973728499317076,0.9164187908172607
"[1024, 384]",8,0,0,canonical,0.543324887752533,0.4220226249890402,0.9170976877212524
"[1024, 384]",16,0,0,canonical,0.737241804599762,0.5399124370014761,0.9182873368263245
"[1024, 384]",1,2,0,canonical,-1.2241837055171345e-07,0.6613415460014949,0.9306964874267578
"[1024, 384]",2,2,0,canonical,8.651857683616981e-07,0.8011096959962742,0.9408455491065979
"[1024, 384]",4,2,0,canonical,2.739677620411385e-05,0.9145192399882944,0.9511933326721191
"[1024, 384]",8,2,0,canonical,0.0010084555251523852,1.0383752479974646,0.9604305624961853
"[1024, 384]",16,2,0,canonical,0.014577295631170273,1.1577595919952728,0.967359721660614
"[1024, 384]",1,4,0,canonical,0.0,1.3051815559883835,0.9306764006614685
"[1024, 384]",2,4,0,canonical,6.655275086586698e-08,1.4388566709967563,0.9408314228057861
"[1024, 384]",4,4,0,canonical,-1.4849200624666992e-07,1.5607018939917907,0.9511852264404297
"[1024, 384]",8,4,0,canonical,1.549048647575546e-05,1.6796378959988942,0.9602355360984802
"[1024, 384]",16,4,0,canonical,0.0033000886905938387,1.7946740629995475,0.9681039452552795
"[1024, 384]",1,0,8,canonical,0.1504715085029602,0.033528774001752026,0.9155772924423218
"[1024, 384]",2,0,8,canonical,0.24480663239955902,0.14960455999244004,0.9162548184394836
"[1024, 384]",4,0,8,canonical,0.38157546520233154,0.2735528420016635,0.9168964624404907
"[1024, 384]",8,0,8,canonical,0.5334863662719727,0.39383834500040393,0.9176250100135803
"[1024, 384]",16,0,8,canonical,0.7239122986793518,0.5134872609924059,0.9188838005065918
"[1024, 384]",1,2,8,canonical,1.2241837055171345e-07,0.6412038209964521,0.9306809306144714
"[1024, 384]",2,2,8,canonical,-1.2645023161894642e-06,0.8330706529959571,0.9408189058303833
"[1024, 384]",4,2,8,canonical,1.2027852790197358e-05,0.9542212410015054,0.9512321949005127
"[1024, 384]",8,2,8,canonical,0.0002602732856757939,1.0738304859987693,0.960192084312439
"[1024, 384]",16,2,8,canonical,0.005071523133665323,1.1882554439944215,0.9678158760070801
"[1024, 384]",1,4,8,canonical,-6.120918527585673e-08,1.309108108995133,0.9306764602661133
"[1024, 384]",2,4,8,canonical,6.655275086586698e-08,1.4822662759979721,0.9408304691314697
"[1024, 384]",4,4,8,canonical,0.0,1.6669421199912904,0.9511862993240356
"[1024, 384]",8,4,8,canonical,1.1597155662457226e-06,1.8355021229945123,0.9602471590042114
"[1024, 384]",16,4,8,canonical,0.00024165709328372031,2.0073629050020827,0.9685555100440979
"[1024, 384]",1,0,0,randomized,0.15457656979560852,0.03083939800853841,0.9149272441864014
"[1024, 384]",2,0,0,randomized,0.25079864263534546,0.14675513700058218,0.9155035018920898
"[1024, 384]",4,0,0,randomized,0.39022719860076904,0.27459401699888986,0.9152172803878784
"[1024, 384]",8,0,0,randomized,0.5445488691329956,0.4041202840016922,0.9163528680801392
"[1024, 384]",16,0,0,randomized,0.7378909587860107,0.53151772399724,0.9170506000518799
"[1024, 384]",1,2,0,randomized,-6.120918527585673e-08,0.6640406250080559,0.9306872487068176
"[1024, 384]",2,2,0,randomized,5.2576674534066115e-06,0.7837604240048677,0.9408271908760071
"[1024, 384]",4,2,0,randomized,3.645478864200413e-05,0.9049430020095315,0.9512165188789368
"[1024, 384]",8,2,0,randomized,0.0007582882535643876,1.036993347996031,0.9603747129440308
"[1024, 384]",16,2,0,randomized,0.01971994899213314,1.1727297129982617,0.9672044515609741
"[1024, 384]",1,4,0,randomized,0.0,1.3066464540024754,0.9306764602661133
"[1024, 384]",2,4,0,randomized,0.0,1.4235258730041096,0.9408290386199951
"[1024, 384]",4,4,0,randomized,-7.424600312333496e-08,1.5456064980098745,0.9511717557907104
"[1024, 384]",8,4,0,randomized,1.747856913425494e-05,1.6757336660084547,0.960253119468689
"[1024, 384]",16,4,0,randomized,0.007857786491513252,1.8045668539998587,0.9680741429328918
"[1024, 384]",1,0,8,randomized,0.1501692682504654,0.034219811990624294,0.91512131690979
"[1024, 384]",2,0,8,randomized,0.24435940384864807,0.15532819999498315,0.9161511063575745
"[1024, 384]",4,0,8,randomized,0.38015425205230713,0.28283317999739666,0.9171350598335266
"[1024, 384]",8,0,8,randomized,0.5317411422729492,0.4063924319925718,0.9175593256950378
"[1024, 384]",16,0,8,randomized,0.7213931679725647,0.5273520539922174,0.9188446998596191
"[1024, 384]",1,2,8,randomized,-3.0604590506300156e-07,0.6495284529955825,0.9306750297546387
"[1024, 384]",2,2,8,randomized,-7.320802524191095e-07,0.7692135399993276,0.9408463835716248
"[1024, 384]",4,2,8,randomized,1.128539315686794e-05,0.8808122179907514,0.9512008428573608
"[1024, 384]",8,2,8,randomized,0.0003250516892876476,1.0021440479904413,0.9601709842681885
"[1024, 384]",16,2,8,randomized,0.00382626848295331,1.116187171995989,0.9682121276855469
"[1024, 384]",1,4,8,randomized,6.120918527585673e-08,1.24746772198705,0.9306764602661133
"[1024, 384]",2,4,8,randomized,6.655275086586698e-08,1.4152378989965655,0.9408313632011414
"[1024, 384]",4,4,8,randomized,2.227380235808596e-07,1.57647205099056,0.9511792659759521
"[1024, 384]",8,4,8,randomized,7.455313948412368e-07,1.7439293309871573,0.9602536559104919
"[1024, 384]",16,4,8,randomized,0.00015171423729043454,1.9298430519993417,0.9684193134307861
"[384, 1024]",1,0,0,canonical,0.08290084451436996,0.02776156199979596,0.8452342748641968
"[384, 1024]",2,0,0,canonical,0.1513955444097519,0.154404061002424,0.8462970852851868
"[384, 1024]",4,0,0,canonical,0.28013572096824646,0.2811474110058043,0.8471310138702393
"[384, 1024]",8,0,0,canonical,0.4563068151473999,0.4120574600092368,0.8483018279075623
"[384, 1024]",16,0,0,canonical,0.7442290186882019,0.5326860790082719,0.8494445085525513
"[384, 1024]",1,2,0,canonical,2.3737027277093148e-06,0.6598106450110208,0.8615363240242004
"[384, 1024]",2,2,0,canonical,5.6262965699716005e-06,0.7940347180119716,0.8753810524940491
"[384, 1024]",4,2,0,canonical,6.925655907252803e-05,0.9261209260002943,0.8965550065040588
"[384, 1024]",8,2,0,canonical,0.002272537909448147,1.0563475900125923,0.9164788126945496
"[384, 1024]",16,2,0,canonical,0.02224896103143692,1.1800543590070447,0.9397688508033752
"[384, 1024]",1,4,0,canonical,-1.978085606424429e-07,1.4335827260074439,0.8616829514503479
"[384, 1024]",2,4,0,canonical,-1.4065740572277718e-07,1.557604123998317,0.8754768371582031
"[384, 1024]",4,4,0,canonical,8.637439350422937e-07,1.6859776680066716,0.8962540030479431
"[384, 1024]",8,4,0,canonical,3.113926140940748e-05,1.8431654970045201,0.9167157411575317
"[384, 1024]",16,4,0,canonical,0.0050828587263822556,1.9958205990114948,0.9435538649559021
"[384, 1024]",1,0,8,canonical,0.08193962275981903,0.04282327300461475,0.845699667930603
"[384, 1024]",2,0,8,canonical,0.14943908154964447,0.20146811300946865,0.8464316725730896
"[384, 1024]",4,0,8,canonical,0.2749452292919159,0.4087398330011638,0.8480409979820251
"[384, 1024]",8,0,8,canonical,0.4477812945842743,0.5610585969989188,0.8497433066368103
"[384, 1024]",16,0,8,canonical,0.7307592630386353,0.7133832020044792,0.8513097763061523
"[384, 1024]",1,2,8,canonical,-1.3187236902467703e-07,0.8695882040046854,0.8616823554039001
"[384, 1024]",2,2,8,canonical,1.5472314771614037e-06,1.0171790590102319,0.8755329847335815
"[384, 1024]",4,2,8,canonical,7.381084287771955e-06,1.161639294004999,0.896258533000946
"[384, 1024]",8,2,8,canonical,0.00028832981479354203,1.3040698179975152,0.9165664911270142
"[384, 1024]",16,2,8,canonical,0.004681889899075031,1.4486649780010339,0.9437311291694641
"[384, 1024]",1,4,8,canonical,-6.593618451233851e-08,1.5935152860038215,0.8616870641708374
"[384, 1024]",2,4,8,canonical,1.4065740572277718e-07,1.8013547410082538,0.8754807710647583
"[384, 1024]",4,4,8,canonical,-1.5704435440966336e-07,1.97898685799737,0.8962605595588684
"[384, 1024]",8,4,8,canonical,7.179079943853139e-07,2.1676259390078485,0.9167286157608032
"[384, 1024]",16,4,8,canonical,8.861246897140518e-05,2.353736207005568,0.9444271922111511
"[384, 1024]",1,0,0,randomized,0.08288204669952393,0.02782736900553573,0.8440606594085693
"[384, 1024]",2,0,0,randomized,0.1521444171667099,0.15340137299790513,0.8444885015487671
"[384, 1024]",4,0,0,randomized,0.2809736132621765,0.2793491949996678,0.8452631831169128
"[384, 1024]",8,0,0,randomized,0.45657989382743835,0.40860179300943855,0.8470821976661682
"[384, 1024]",16,0,0,randomized,0.7443199157714844,0.551008857000852,0.8484054803848267
"[384, 1024]",1,2,0,randomized,1.147289640357485e-05,0.6959185480081942,0.8617457747459412
"[384, 1024]",2,2,0,randomized,4.430708577274345e-05,0.8238029170024674,0.8755026459693909
"[384, 1024]",4,2,0,randomized,7.20048337825574e-05,0.9530540550040314,0.8961264491081238
"[384, 1024]",8,2,0,randomized,0.0022092722356319427,1.0974253130116267,0.9170506596565247
"[384, 1024]",16,2,0,randomized,0.023267734795808792,1.2289851600071415,0.9416030049324036
"[384, 1024]",1,4,0,randomized,-1.3187236902467703e-07,1.3577464420086471,0.8616898059844971
"[384, 1024]",2,4,0,randomized,-4.923009555568569e-07,1.4867761120112846,0.875480055809021
"[384, 1024]",4,4,0,randomized,-1.5704435440966336e-07,1.6070071610010928,0.8962572813034058
"[384, 1024]",8,4,0,randomized,6.317590305116028e-05,1.730544739009929,0.9165585041046143
"[384, 1024]",16,4,0,randomized,0.00393553776666522,1.850174371007597,0.9439869523048401
"[384, 1024]",1,0,8,randomized,0.08272255212068558,0.03180044099281076,0.8444634079933167
"[384, 1024]",2,0,8,randomized,0.15081898868083954,0.16597321099834517,0.8451851010322571
"[384, 1024]",4,0,8,randomized,0.276681125164032,0.3068265979964053,0.8480846881866455
"[384, 1024]",8,0,8,randomized,0.4489802122116089,0.4293925429956289,0.8491457104682922
"[384, 1024]",16,0,8,randomized,0.7321515083312988,0.5588586259982549,0.8502212762832642
"[384, 1024]",1,2,8,randomized,2.4396388198510977e-06,0.6851798749994487,0.8617405295372009
"[384, 1024]",2,2,8,randomized,3.0241344575188123e-06,0.8219855240022298,0.8754784464836121
"[384, 1024]",4,2,8,randomized,1.350581442238763e-05,0.9572968779975781,0.8963297009468079
"[384, 1024]",8,2,8,randomized,0.0007381889154203236,1.081610419001663,0.916256844997406
"[384, 1024]",16,2,8,randomized,0.005294729955494404,1.2201837159955176,0.9439539313316345
"[384, 1024]",1,4,8,randomized,-6.593618451233851e-08,1.3469868079992011,0.8616863489151001
"[384, 1024]",2,4,8,randomized,2.1098611568959313e-07,1.552524024999002,0.8754853010177612
"[384, 1024]",4,4,8,randomized,0.0,1.7386072619992774,0.896253764629364
"[384, 1024]",8,4,8,randomized,2.8716319775412558e-06,2.0051959440024802,0.9165985584259033
"[384, 1024]",16,4,8,randomized,0.00019805587362498045,2.1886722889903467,0.944718062877655
