seed,update,parameter_id,parameter_name,shape,rank_label,kind,residual_error_norm,residual_relative_to_R,error_over_M,error_spectral_norm
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",energy_90,structural,0.010588978417217731,0.1907654106616974,0.06020057201385498,0.0009034851682372391
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",fixed_1,structural,0.12689414620399475,0.22910307347774506,0.20656654238700867,0.013136829249560833
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",fixed_2,structural,0.11600324511528015,0.2270188182592392,0.18883761763572693,0.011961429379880428
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",fixed_4,structural,0.10051682591438293,0.22016280889511108,0.16362781822681427,0.009567620232701302
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",fixed_8,structural,0.08186333626508713,0.21257001161575317,0.13326245546340942,0.007656445726752281
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",fixed_16,structural,0.06379536539316177,0.20697543025016785,0.10385023802518845,0.005526774562895298
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",energy_25,structural,0.11600324511528015,0.2270188182592392,0.18883761763572693,0.011961429379880428
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",energy_50,structural,0.08978600800037384,0.21564050018787384,0.14615949988365173,0.008338436484336853
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",energy_75,structural,0.06251003593206406,0.20664741098880768,0.10175789892673492,0.005456368904560804
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",energy_90,structural,0.03740840405225754,0.19397962093353271,0.060895830392837524,0.003168608760461211
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",fixed_1,structural,0.02853952720761299,0.18605439364910126,0.13228462636470795,0.0031194293405860662
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",fixed_2,structural,0.02529801055788994,0.18447184562683105,0.11725975573062897,0.0026552986819297075
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",fixed_4,structural,0.021269500255584717,0.18123987317085266,0.09858705848455429,0.002257030922919512
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",fixed_8,structural,0.017205562442541122,0.18257151544094086,0.07975014299154282,0.001755759702064097
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",fixed_16,structural,0.012811164371669292,0.1807091385126114,0.05938150733709335,0.0013129987055435777
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",energy_25,structural,0.02853952720761299,0.18605439364910126,0.13228462636470795,0.0031194293405860662
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",energy_50,structural,0.02529801055788994,0.18447184562683105,0.11725975573062897,0.0026552986819297075
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",energy_75,structural,0.01877509243786335,0.18137776851654053,0.08702513575553894,0.0019279987318441272
