seed,update,parameter_id,parameter_name,shape,method,update_cosine,update_relative_l2,update_norm_ratio,update_distortion,exact_polar_cosine,exact_polar_relative_l2,exact_polar_distortion,cached_update_source
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,0.7690879702568054,0.6642627716064453,0.949999213218689,0.23091202974319458,0.7912710905075073,0.6461188197135925,0.20872890949249268,muon_structural_decomposition_mechanism/baseline_vs_structural.csv:kind=direct
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8326531052589417,0.5694293975830078,0.9651182293891907,0.16734689474105835,0.8563186526298523,0.5360726714134216,0.1436813473701477,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,0.8841050863265991,0.4762111306190491,0.9757768511772156,0.11589491367340088,0.9043405055999756,0.43741634488105774,0.09565949440002441,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,0.8788205981254578,0.48702725768089294,0.976324200630188,0.12117940187454224,0.899691641330719,0.44791653752326965,0.100308358669281,muon_vector_int3_robustness/reverse_split.csv:held_out
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,0.7648371458053589,0.6780970692634583,0.9764513969421387,0.2351628541946411,0.7701524496078491,0.6780168414115906,0.22984755039215088,muon_structural_decomposition_mechanism/baseline_vs_structural.csv:kind=direct
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,0.8497102856636047,0.5420952439308167,0.9756671786308289,0.15028971433639526,0.8599360585212708,0.5292825698852539,0.14006394147872925,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,0.8854826092720032,0.47407907247543335,0.9794027209281921,0.11451739072799683,0.8956466913223267,0.4568589925765991,0.10435330867767334,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,0.8925299048423767,0.45941483974456787,0.980071485042572,0.10747009515762329,0.9028853178024292,0.44072750210762024,0.0971146821975708,muon_vector_int3_robustness/reverse_split.csv:held_out
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.4864068627357483,1.0690826177597046,1.1024638414382935,0.5135931372642517,0.4635249376296997,1.0358339548110962,0.5364750623703003,muon_structural_decomposition_mechanism/baseline_vs_structural.csv:kind=direct
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.6319798231124878,0.9166228771209717,1.1214641332626343,0.3680201768875122,0.604469895362854,0.8894181251525879,0.395530104637146,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7177599668502808,0.8007866740226746,1.1132804155349731,0.28224003314971924,0.6764302253723145,0.8044524192810059,0.32356977462768555,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7251951098442078,0.7890755534172058,1.110610008239746,0.27480489015579224,0.6816623210906982,0.7979216575622559,0.31833767890930176,muon_vector_int3_robustness/reverse_split.csv:held_out
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.47572165727615356,1.0856568813323975,1.1120866537094116,0.5242783427238464,0.426645964384079,1.0708463191986084,0.573354035615921,muon_structural_decomposition_mechanism/baseline_vs_structural.csv:kind=direct
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.615348219871521,0.9395990371704102,1.1267143487930298,0.384651780128479,0.5463911294937134,0.9524805545806885,0.4536088705062866,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.6998215317726135,0.8308635354042053,1.1241809129714966,0.3001784682273865,0.6120892763137817,0.8808082342147827,0.38791072368621826,muon_int3_practical_scale/tensor_level_results.csv
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.7101589441299438,0.8145779967308044,1.1198700666427612,0.28984105587005615,0.6161010265350342,0.876242458820343,0.3838989734649658,muon_vector_int3_robustness/reverse_split.csv:held_out
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.7339441180229187,0.7095725536346436,0.9392704367637634,0.2660558819770813,0.7601898312568665,0.6925521492958069,0.23981016874313354,muon_structural_decomposition_mechanism/baseline_vs_structural.csv:kind=direct
