seed,update,parameter_id,shape,method_a,method_b,raw_relative_difference,raw_error_a,raw_error_b,gram_error_a,gram_error_b,update_distortion_a,update_distortion_b,smaller_gram_method,smaller_update_distortion_method,gram_orders_update
1,512,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.01953696500166525,0.09106767177581787,0.09286440908908844,0.017250265926122665,0.020349208265542984,0.2683318257331848,0.26542168855667114,structural_int4_k8,structural_vq64_int3_k8,False
1,512,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.04163011247512344,0.08973629027605057,0.09355143457651138,0.016705216839909554,0.01992768794298172,0.265652596950531,0.2696925401687622,structural_int4_k8,structural_int4_k8,True
1,512,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.026599402318844556,0.08952077478170395,0.09193406999111176,0.015687694773077965,0.018180835992097855,0.2966844439506531,0.2941381335258484,structural_int4_k8,structural_vq64_int3_k8,False
1,512,transformer.h.1.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.047852445288741385,0.1943044811487198,0.1852238029241562,0.056816667318344116,0.05045881122350693,0.08807098865509033,0.08072614669799805,structural_scalar_int3_p98_k8,structural_scalar_int3_p98_k8,True
1,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03439850163481869,0.08917902410030365,0.09230033308267593,0.014517780393362045,0.017661716789007187,0.288186252117157,0.29048073291778564,structural_int4_k8,structural_int4_k8,True
1,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.02531456056308589,0.09080153703689575,0.09312960505485535,0.015293609350919724,0.01809960976243019,0.3189125061035156,0.31477534770965576,structural_int4_k8,structural_vq64_int3_k8,False
1,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.033099874752543175,0.1930186152458191,0.18673373758792877,0.056755442172288895,0.05260397121310234,0.10225892066955566,0.09716624021530151,structural_scalar_int3_p98_k8,structural_scalar_int3_p98_k8,True
1,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.04928341966882053,0.19330783188343048,0.1840100735425949,0.059924181550741196,0.05320980027318001,0.10886454582214355,0.10153520107269287,structural_scalar_int3_p98_k8,structural_scalar_int3_p98_k8,True
1,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03434739907809325,0.0862950012087822,0.08931080251932144,0.015989193692803383,0.017899947240948677,0.29483193159103394,0.29583805799484253,structural_int4_k8,structural_int4_k8,True
1,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.025966663115079034,0.08955259621143341,0.09190856665372849,0.015549409203231335,0.01857638917863369,0.3243306279182434,0.32419782876968384,structural_int4_k8,structural_vq64_int3_k8,False
1,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.036870174434615745,0.19422340393066406,0.18719197809696198,0.060704536736011505,0.059942737221717834,0.1199026107788086,0.11293399333953857,structural_scalar_int3_p98_k8,structural_scalar_int3_p98_k8,True
1,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.026648174748625488,0.1928163319826126,0.18774569034576416,0.06605658680200577,0.06130308657884598,0.12093687057495117,0.11583060026168823,structural_scalar_int3_p98_k8,structural_scalar_int3_p98_k8,True
1,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.04887875786758498,0.0843050628900528,0.08852902054786682,0.0147109255194664,0.020121155306696892,0.31477487087249756,0.3193005323410034,structural_int4_k8,structural_int4_k8,True
1,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03108975813515208,0.09414590895175934,0.09711910039186478,0.019033418968319893,0.023278631269931793,0.3271350860595703,0.3299182653427124,structural_int4_k8,structural_int4_k8,True
1,512,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.028421715018904576,0.08856575936079025,0.09111923724412918,0.018706422299146652,0.023817792534828186,0.33148837089538574,0.3293471336364746,structural_int4_k8,structural_vq64_int3_k8,False
1,512,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03312653355125339,0.08625029027462006,0.08915558457374573,0.0166852455586195,0.019451286643743515,0.3204904794692993,0.32199472188949585,structural_int4_k8,structural_int4_k8,True
1,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03385588708855117,0.09266413003206253,0.09585537761449814,0.016983961686491966,0.019913572818040848,0.23142796754837036,0.23757290840148926,structural_int4_k8,structural_int4_k8,True
1,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03367058564503,0.09365518391132355,0.09686260670423508,0.019909849390387535,0.024365926161408424,0.2707754373550415,0.2744045853614807,structural_int4_k8,structural_int4_k8,True
1,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03894068206511581,0.09292681515216827,0.09661730378866196,0.014928020536899567,0.017727065831422806,0.2703654170036316,0.2720864415168762,structural_int4_k8,structural_int4_k8,True
