seed,update,parameter_id,shape,method,actual_polar_cosine,actual_polar_distortion,cached_polar_cosine,predicted_polar_distortion,predicted_relative_l2,magnitude_delta_norm,symmetric_delta_norm,skew_delta_norm,outside_delta_norm
1,2048,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7635040592869293,0.23649594071307067,0.7635051012039185,0.3369841662914531,1.129097179961678,0.0,0.0,11.998859392879424,18.589567725245246
1,2048,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7674599151378128,0.23254008486218725,0.7674611210823059,0.3278514163201607,1.1015722659007332,0.0,0.0,11.601398171511125,18.203711271898396
1,2048,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.6218496938140046,0.37815030618599543,0.6218507289886475,0.5702100077693218,2.1008694709224605,0.0,0.0,21.97858983671797,34.810603675296164
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7172424554557595,0.2827575445442405,0.7172431945800781,0.4074988707461793,1.3596117606987128,0.0,0.0,14.947225117677235,22.054937418863318
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7915679039173641,0.2084320960826359,0.7915686368942261,0.29900112199901574,1.0173544228884115,0.0,0.0,11.265113248441285,16.44811358409424
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7881910522841009,0.2118089477158991,0.7881917357444763,0.29057884979354054,0.9934673684535661,0.0,0.0,11.001643892069922,16.061212682480306
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.566998659363701,0.433001340636299,0.5669991970062256,0.63875644139439,2.5812870749570176,0.0,0.0,29.6030587604408,41.0154040982271
1,4096,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7542981062743808,0.24570189372561924,0.7542988657951355,0.33021685292169023,1.1086564700222172,0.0,0.0,11.78463284660421,18.251111428190626
1,4096,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.8234789889796255,0.17652101102037454,0.8234800696372986,0.2303154790355768,0.8294661049346957,0.0,0.0,8.785880316832825,13.67497956699455
1,4096,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.8212139329890302,0.17878606701096977,0.821215033531189,0.2252447123355814,0.8160822429354307,0.0,0.0,8.734523476906704,13.395810733155916
1,4096,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.5648681097324687,0.4351318902675313,0.5648693442344666,0.6738699446148786,2.8986210959834224,0.0,0.0,29.871948982016608,48.31178508674669
1,4096,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7266781580622728,0.27332184193772724,0.7266794443130493,0.3841461492039797,1.27930237807146,0.0,0.0,13.757187783948016,20.957055778723564
1,4096,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7942491593124176,0.20575084068758243,0.7942507266998291,0.2924203798290679,0.9986672575486925,0.0,0.0,10.67792853255254,16.39993904778698
1,4096,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7969711644631375,0.20302883553686246,0.796972393989563,0.27469309036993517,0.9491549713987937,0.0,0.0,10.139058218898546,15.59302284987125
1,4096,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.6437471075986109,0.35625289240138913,0.6437485218048096,0.5423268684037019,1.9427038301560666,0.0,0.0,20.976659588686264,31.76837645433925
