seed,update,parameter_id,shape,method,epsilon,direction_cosine,relative_l2_mismatch,finite_difference_norm_ratio
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.3,0.9682801961898804,0.2516239285469055,0.9386351108551025
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,1.0,0.7226353883743286,0.7023692727088928,0.5980446934700012
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.01,0.9999821782112122,0.0062599643133580685,1.0000066757202148
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.03,0.9998255968093872,0.01875813491642475,0.9997474551200867
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.1,0.9980438947677612,0.06257978826761246,0.9959689378738403
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.3,0.9822624325752258,0.18859151005744934,0.9621520638465881
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,1.0,0.8188738226890564,0.5845767855644226,0.7080447673797607
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.01,0.9999833703041077,0.006159278564155102,1.0002787113189697
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.03,0.9998316764831543,0.01846790686249733,1.0005650520324707
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.1,0.9981056451797485,0.06155817210674286,0.9987001419067383
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.3,0.9827626347541809,0.18533609807491302,0.969804048538208
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,1.0,0.8190414905548096,0.5820719599723816,0.7208822965621948
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.01,0.99989914894104,0.014316410757601261,1.0000371932983398
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.03,0.9990790486335754,0.04295498505234718,0.9986143708229065
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.1,0.9896983504295349,0.14362071454524994,0.978439450263977
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.3,0.9077787399291992,0.4268615245819092,0.8285884261131287
1,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1.0,0.6064896583557129,0.8217416405677795,0.39891234040260315
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.01,0.9999857544898987,0.00628165015950799,1.0003468990325928
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.03,0.9998289346694946,0.01884486712515354,1.0008649826049805
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.1,0.9980356693267822,0.06278590112924576,1.0008118152618408
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.3,0.9824437499046326,0.18659797310829163,0.9849172830581665
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,1.0,0.8353989720344543,0.550536572933197,0.8041743040084839
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.01,0.9999937415122986,0.004610599018633366,1.0000972747802734
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.03,0.999908983707428,0.013825043104588985,1.00019371509552
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.1,0.9989439249038696,0.04605479910969734,0.9994868636131287
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.3,0.9905243515968323,0.13738249242305756,0.9887023568153381
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,1.0,0.9042860269546509,0.4281971752643585,0.8714208006858826
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.01,0.999992847442627,0.004699565004557371,1.000301718711853
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.03,0.9999045133590698,0.01409236341714859,1.000817060470581
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.1,0.9989041686058044,0.04697892442345619,1.0015934705734253
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.3,0.9901279211044312,0.14028355479240417,0.9950783848762512
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,1.0,0.8997361063957214,0.4366101622581482,0.8876035213470459
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.01,0.9999127388000488,0.013586585409939289,1.000078797340393
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.03,0.999173641204834,0.04076061025261879,0.9992445111274719
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.1,0.9907951354980469,0.13548433780670166,0.9861934185028076
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.3,0.9215231537818909,0.39024439454078674,0.8829374313354492
1,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1.0,0.6221316456794739,0.7923362255096436,0.5003040432929993
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.01,0.9999712705612183,0.00785516295582056,1.000253677368164
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.03,0.9997239708900452,0.02355618216097355,1.0004509687423706
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.1,0.9969202280044556,0.078453429043293,0.9978419542312622
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.3,0.9724356532096863,0.2333364635705948,0.9638165235519409
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,1.0,0.7555020451545715,0.6577588319778442,0.6969555020332336
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.01,0.9999856352806091,0.005777939688414335,1.0000145435333252
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.03,0.9998527765274048,0.017302606254816055,0.9998679757118225
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.1,0.9983375668525696,0.05767778307199478,0.9975791573524475
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.3,0.9850466847419739,0.1725161224603653,0.9763966202735901
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,1.0,0.8487096428871155,0.5317638516426086,0.7932430505752563
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.01,0.9999852180480957,0.00581608759239316,1.0003331899642944
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.03,0.9998505711555481,0.017416473478078842,1.000826358795166
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.1,0.9983208775520325,0.058012738823890686,1.000793695449829
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.3,0.9849044680595398,0.17311061918735504,0.9858085513114929
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,1.0,0.8471859693527222,0.5324415564537048,0.8123288750648499
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.01,0.9998686909675598,0.016328051686286926,0.9997379183769226
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.03,0.9988006949424744,0.04902031645178795,0.9977760910987854
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.1,0.9866301417350769,0.16329209506511688,0.9766466617584229
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.3,0.8884274363517761,0.4619937539100647,0.836100161075592
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1.0,0.5719601511955261,0.8317691683769226,0.43420374393463135
