seed,update,parameter_id,shape,reference_method,raw_error_ratio_vq_over_reference,skew_channel_ratio_vq_over_reference,out_of_subspace_ratio_vq_over_reference,frechet_ratio_vq_over_reference,actual_distortion_ratio_vq_over_reference,polar_distortion_ratio_vq_over_reference,delta_actual_distortion,delta_frechet
1,1024,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,0.8467641738794028,0.6187003612481952,0.6233660144909143,0.7901818749715224,0.6685554286008076,0.6674349462745766,-0.02920311689376831,-0.09181103110313416
1,1024,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7506047196662323,0.534775935524634,0.5372723278608831,0.7338957507935846,0.814500588463357,0.8224658888338153,-0.07688450813293457,-0.4825361967086792
1,1024,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.7507080448467051,0.5243342245511687,0.0,0.7289949245352835,0.8009097411441054,0.8499350504478616,-0.07854080200195312,-0.44737136363983154
1,1024,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8454954160578816,0.6451234990864725,0.6195509091853937,0.7902413383209019,0.7119135443369751,0.6972893866066706,-0.03760474920272827,-0.1277506947517395
1,1024,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8360766486512599,0.6260855894880594,0.6097583522649841,0.7837160742023311,0.7075209507985364,0.6899362110221856,-0.03840130567550659,-0.13255825638771057
1,1024,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,0.8498561135089724,0.6272139214695768,0.6169640386718511,0.789302883710721,0.6734659467651795,0.6651775393973238,-0.03082054853439331,-0.09760770201683044
1,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7528718844438245,0.5323650430276224,0.5365499265889104,0.7317483528935529,0.7253030589274028,0.7554048857907103,-0.08441370725631714,-0.3108537197113037
1,2048,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.7501991213024453,0.5392272610788404,0.0,0.7304730509655676,0.7274757824492921,0.8152501866270959,-0.09341412782669067,-0.3427649140357971
1,2048,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8006352192727225,0.592039152589638,0.5884839611300675,0.7703458308037612,0.6198278137968471,0.6148387078121642,-0.02291715145111084,-0.08034759759902954
1,2048,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.8013959060276511,0.5964607987775596,0.5911470102986182,0.7734472291981327,0.6236344685492667,0.6166931928618713,-0.02313697338104248,-0.08009421825408936
1,2048,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,0.8388266561417501,0.6141601355223731,0.6088983754007042,0.7839646422004216,0.651990686927428,0.6503621328582168,-0.029355764389038086,-0.09169691801071167
