seed,update,parameter_id,shape,method,out_of_subspace_delta_norm_sq,out_of_subspace_fraction,frechet_relative_l2
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,247.31702665409654,0.5626069478420904,1.2302156686782837
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,233.60860422780752,0.5625371864297263,1.195709228515625
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,960.7224556539187,0.5552827032175606,2.4406116008758545
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.6774832010269165
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.254343032836914
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.2140501737594604
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.4308197498321533
0,512,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,74.18272468475787,0.7617836602875715,0.571705162525177
0,512,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,48.1928676117844,0.7771597643951115,0.4562183916568756
0,512,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,44.755302480385716,0.7543186710923576,0.44625324010849
0,512,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,86.23127285253449,0.7687981396445245,0.613568127155304
0,512,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,78.29168114592996,0.7637504688690641,0.5863749980926514
0,512,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,50.64385030737641,0.774507258002094,0.46832138299942017
0,512,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,47.235364552490374,0.7547932968143377,0.4581556022167206
0,512,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,94.5349219571936,0.7733163545901911,0.6403403878211975
0,512,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,45.39256429169087,0.7372388678214356,0.45705363154411316
0,512,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,34.259977194313585,0.7592565103065019,0.3912714719772339
0,512,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,28.145380644951942,0.7323575819370148,0.36109450459480286
0,512,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,77.1301984921651,0.7524058069629926,0.5897461175918579
0,512,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,387.73275199617484,0.49813420114466755,1.6821238994598389
0,512,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,219.63669056385447,0.4979445075566696,1.266271710395813
0,512,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,207.8390038542382,0.5006103008204166,1.228509545326233
0,512,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,954.8467659248347,0.4915497085476213,2.6573455333709717
0,512,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.6099869012832642
0,512,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.1924787759780884
0,512,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.169856309890747
0,512,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.674342393875122
0,512,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,98.47518013865036,0.7847515782517167,0.6437840461730957
0,512,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,62.00081761454979,0.7914834863617268,0.5086519122123718
0,512,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,58.30928281610233,0.7777490517839143,0.4976133406162262
0,512,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,129.8332748108318,0.7820152489450778,0.7405055165290833
0,512,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,100.75434015254491,0.7829800359626069,0.6510476469993591
0,512,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,64.52634796031684,0.7939194893126378,0.5174120664596558
0,512,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,60.059645131040384,0.7770168023615401,0.5045827627182007
0,512,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,130.68093060949838,0.7825783223806242,0.7416490316390991
0,512,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,47.94429435463088,0.7532810666803171,0.46509620547294617
0,512,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,34.564224339595334,0.7679841756743331,0.3911020755767822
0,512,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,28.40958158365977,0.7492637192567315,0.3589780926704407
0,512,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,103.2363271828498,0.7632850965982154,0.6779938340187073
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,279.2672530052952,0.5904468192020983,1.2095140218734741
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,153.1137564453424,0.5901925469291367,0.8957803845405579
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,149.5778917041083,0.5900172818850389,0.8855082988739014
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,644.1634632556515,0.5934265708874944,1.8323390483856201
0,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.380212664604187
0,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.0355876684188843
0,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.0091365575790405
0,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.164834976196289
0,1024,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,30.763682346753708,0.7186292576317319,0.37007030844688416
0,1024,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,19.042476168754565,0.733566877268576,0.2881770431995392
0,1024,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,17.688341282810825,0.7086057068981011,0.2825912833213806
0,1024,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,39.16325635013395,0.731783544290061,0.41377630829811096
0,1024,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,31.25526485333397,0.7155967924197569,0.3747422993183136
0,1024,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,19.56793305270776,0.7302763991986688,0.2935176193714142
0,1024,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,18.471198023777944,0.7074414888460473,0.2897394299507141
0,1024,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,39.034799063905226,0.7289691556147663,0.4149318039417267
0,1024,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,48.6238734502198,0.7490335414806594,0.4634857773780823
0,1024,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,34.10710729699778,0.7661731420496736,0.38381439447402954
0,1024,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,29.111801734377885,0.745517031755437,0.35947445034980774
0,1024,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,65.59361343026212,0.7576155707672801,0.5352647304534912
0,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,413.1023899836166,0.6524986470192833,1.4014837741851807
0,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,231.24122960021657,0.6517881262473015,1.0491278171539307
0,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,220.7064453351648,0.6503860027188446,1.0260556936264038
0,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,876.4872776723273,0.6417023371104376,2.0585196018218994
0,1024,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.420945644378662
0,1024,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.0539401769638062
0,1024,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.0367302894592285
0,1024,transformer.h.1.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.5517845153808594
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,45.748146378604375,0.7336994860407764,0.4582894742488861
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_int4_k8,29.66768261100411,0.7543007161193984,0.3639835715293884
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,27.99746882695261,0.7216006620341351,0.36151236295700073
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,67.94470915681157,0.7511591542006822,0.5519809126853943
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,47.83581829758759,0.7337631175719043,0.46847590804100037
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_int4_k8,31.13750920728025,0.7528717858916004,0.3731384575366974
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,29.77151320903531,0.7196002431989763,0.37320151925086975
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,69.93196853854188,0.7526906566314581,0.5592657327651978
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,55.893068942350254,0.7422894986794715,0.5026932954788208
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,42.7934792920496,0.7632954542782584,0.4337637424468994
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,36.33506931218453,0.7413439526696787,0.4055682122707367
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,83.66845876759652,0.7429998302428327,0.6147482395172119
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,142.45575711234733,0.47232585518277714,1.068373203277588
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,79.38711652561068,0.469904050994256,0.7996026873588562
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,74.33084803119499,0.4673383385550298,0.7758408784866333
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1412.550956335491,0.4849542181262716,3.3201332092285156
0,1024,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.2765154838562012
0,1024,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.0856666564941406
0,1024,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,0.9585668444633484
0,1024,transformer.h.2.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.664560556411743
0,1024,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,57.996605908473185,0.751541732737691,0.5089302062988281
0,1024,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_int4_k8,35.89717879769411,0.7662788501371982,0.39652466773986816
0,1024,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,34.78245283591308,0.745358100306876,0.395759254693985
0,1024,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,74.73731914069383,0.7627594059406434,0.5734670162200928
0,1024,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,59.880465309611246,0.7529795539877657,0.5171830654144287
0,1024,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,38.472224855036536,0.7675954545235537,0.4105828106403351
0,1024,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,36.03715956435752,0.7403660562371661,0.40461814403533936
0,1024,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,77.1322425792926,0.76304105665833,0.5830923318862915
0,1024,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,46.76779747649108,0.7345858431073095,0.4582904577255249
0,1024,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,33.72744315746127,0.7542804938864522,0.3840731084346771
0,1024,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,29.124140960215,0.7347378861155037,0.3616171181201935
0,1024,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,57.11079437685181,0.7441877961638523,0.5031604170799255
0,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,359.8386256080573,0.5958667452864079,1.4131587743759155
0,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,203.1276528294367,0.5965547406308868,1.0611358880996704
0,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,192.9530650850697,0.5953707430032265,1.0352463722229004
0,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1274.4598718582838,0.6221002113375643,2.6028223037719727
0,1024,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.4336934089660645
0,1024,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.0976696014404297
0,1024,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.045437216758728
0,1024,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.3815009593963623
0,1024,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,59.087057074472234,0.759771590813759,0.5111383199691772
0,1024,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,36.94474066331723,0.7709841745401396,0.40122443437576294
0,1024,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,34.85535919133646,0.7532785967698744,0.3942672908306122
0,1024,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,63.009147136493006,0.7674606315144573,0.5251792073249817
0,1024,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,61.724927149048106,0.7550706244441059,0.523527979850769
0,1024,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,39.46084133673411,0.7680822088488586,0.4150330722332001
0,1024,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,36.84665786840292,0.7494909185582861,0.40599364042282104
0,1024,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,67.27426023294163,0.7667295067379827,0.5423838496208191
0,1024,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,42.26794226861868,0.7323370877091361,0.4333527088165283
0,1024,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,30.027760384064507,0.7480843908216224,0.36139124631881714
0,1024,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,25.565414026218605,0.7283772044260833,0.3379400968551636
0,1024,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,51.69635337274146,0.7419269742314696,0.47614675760269165
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,477.2267441633406,0.5874297572757962,1.653390645980835
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,263.0217861472927,0.5830153338396991,1.2321027517318726
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,249.6255027040272,0.5846618578454513,1.1986244916915894
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,941.8588639113976,0.5793781713209746,2.338852882385254
0,1024,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.6207268238067627
0,1024,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.2004423141479492
0,1024,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.1750401258468628
0,1024,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.2530999183654785
0,1024,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,62.88613402559873,0.7594885523292165,0.5272935032844543
0,1024,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,40.92662724540006,0.7698388926684165,0.42251157760620117
0,1024,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,37.49158276476956,0.7497470172589739,0.40977463126182556
0,1024,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,67.88458655117961,0.7669122173842827,0.5451905727386475
0,1024,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,67.35172993890114,0.7616993134731749,0.5454056859016418
0,1024,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,43.17661025400801,0.771812178588738,0.43381598591804504
0,1024,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,40.185564070674666,0.7544040799461582,0.42332127690315247
0,1024,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,69.7959478635661,0.7676244166473822,0.5530670881271362
0,1024,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,41.841842503197284,0.7319348785803337,0.43409737944602966
0,1024,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,30.18110363672692,0.7508647921401561,0.3640027642250061
0,1024,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,25.63372435796786,0.7275832554836152,0.3407866060733795
0,1024,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,56.821565177241304,0.7456063720688326,0.50121009349823
0,1024,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,460.0578503877776,0.5021015778876521,1.8240153789520264
0,1024,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,255.90724412256318,0.5039442938396916,1.3579009771347046
0,1024,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,244.72207449144176,0.5040557170228506,1.327747106552124
0,1024,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,1063.9398924313416,0.5020732376771238,2.7739145755767822
0,1024,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.6481068134307861
0,1024,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,1.2341384887695312
0,1024,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,1.192692518234253
0,1024,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.309096574783325
0,1024,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,81.85155508896715,0.7746890821319266,0.5948203802108765
0,1024,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,52.349597708751546,0.7860278506553298,0.4722520112991333
0,1024,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,48.415185348736586,0.7669521788821211,0.4597722589969635
0,1024,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,94.31856032447222,0.7785101421153191,0.636945903301239
0,1024,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,84.16496882494963,0.7765575824396901,0.6003625988960266
0,1024,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,53.917059342491875,0.7853526349665206,0.4778212904930115
0,1024,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,50.32525057185303,0.7714055152515956,0.4657859206199646
0,1024,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,98.21554748592766,0.776043025148436,0.6487568616867065
0,1024,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,46.29103983237596,0.746976262883091,0.45916715264320374
0,1024,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,34.42141981237248,0.7644954556252676,0.39138364791870117
0,1024,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,27.998623092869902,0.7407693463695801,0.3585936427116394
0,1024,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,97.77729196251417,0.76393071026141,0.6598842144012451
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,186.46296800853804,0.4814107567470407,1.1296391487121582
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,104.90167802534982,0.4882897935478183,0.8413055539131165
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,100.51490269871897,0.48286603644463766,0.8281390070915222
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,665.1518510313589,0.471025307829952,2.1569478511810303
0,2048,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.22403883934021
0,2048,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,0.9165759682655334
0,2048,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,0.8987491726875305
0,2048,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.6359221935272217
0,2048,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,28.638385427910897,0.7169300750690529,0.354099303483963
0,2048,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,17.375371156755833,0.7276295618657547,0.27377960085868835
0,2048,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,16.39900027980869,0.7037876518336506,0.2704438269138336
0,2048,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,36.678839221998956,0.7243913415307102,0.3986670672893524
0,2048,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,28.790427487744974,0.7106248606613633,0.35810622572898865
0,2048,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,17.973272794804654,0.7259165170483127,0.27994856238365173
0,2048,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,16.663366780062947,0.6984508236945234,0.2748030126094818
0,2048,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,38.40481449235246,0.7212712697473516,0.4105362594127655
0,2048,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,43.0311099288702,0.7460432232718389,0.43416503071784973
0,2048,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,29.747096923836406,0.7584977482124843,0.3580063283443451
0,2048,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,25.59584674343224,0.7424340736781336,0.3356613516807556
0,2048,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,60.968845304102985,0.7494033078381509,0.5156342387199402
0,2048,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,265.44593077028543,0.5412987558473588,1.276292085647583
0,2048,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,140.48604045296287,0.5428410140032537,0.9271730780601501
0,2048,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,138.65753686209504,0.5418502117990025,0.92196124792099
0,2048,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,782.5976546300595,0.5295929119377882,2.2155356407165527
0,2048,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.0,0.0,1.2963799238204956
0,2048,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.0,0.0,0.9674972295761108
0,2048,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.0,0.0,0.9426707029342651
0,2048,transformer.h.1.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.0,0.0,2.584144353866577
0,2048,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,36.76664345082911,0.7242596703903325,0.41097292304039
0,2048,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_int4_k8,23.106802053948865,0.7397747909838904,0.32236918807029724
0,2048,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,22.110447892839584,0.7095860583868394,0.3219805061817169
0,2048,transformer.h.1.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,54.55324670659654,0.743437802098514,0.4941073954105377
0,2048,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,36.983279702367,0.7188992747559244,0.41365480422973633
0,2048,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_int4_k8,23.719425300423627,0.7413415451843526,0.3262212872505188
0,2048,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,22.721760545422494,0.7114819330648627,0.3259180784225464
0,2048,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,56.0294535596434,0.7372081415692332,0.5027852654457092
0,2048,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,48.09663352149714,0.7443820455614254,0.4641587734222412
0,2048,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,36.46923239301519,0.760009710376884,0.40000084042549133
0,2048,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,30.024501986843237,0.7347270957199292,0.36913231015205383
0,2048,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,72.45126589252199,0.7431907380533944,0.5701380372047424
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,128.42699878036302,0.49605840002260054,0.920830488204956
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,73.45732855576617,0.49350564636408817,0.6982154250144958
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,68.24212029006858,0.4925129295388206,0.6736516356468201
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,703.5179564318792,0.5186825826624073,2.107680082321167
