seed,update,parameter_id,shape,method,magnitude_only,symmetric_only,skew_only,out_of_subspace_only,orientation_plus_outside,all_channels
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.00020742416381835938,0.0045119524002075195,0.011312663555145264,0.0465015172958374,0.056327879428863525,0.0602763295173645
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,0.0007638931274414062,0.005087912082672119,0.012059509754180908,0.044053614139556885,0.054609477519989014,0.059645116329193115
0,1024,transformer.h.1.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,0.00019544363021850586,0.010671794414520264,0.025812983512878418,0.09790819883346558,0.1169975996017456,0.12458592653274536
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.0009831786155700684,0.007887661457061768,0.019636154174804688,0.07193487882614136,0.08769744634628296,0.09420996904373169
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_int4_k8,0.00026553869247436523,0.004806339740753174,0.011868178844451904,0.04861634969711304,0.058857083320617676,0.06301742792129517
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,0.0008658170700073242,0.005385160446166992,0.01295769214630127,0.0466306209564209,0.057882726192474365,0.0630539059638977
0,1024,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,0.00027376413345336914,0.010614931583404541,0.02650696039199829,0.10030800104141235,0.11976104974746704,0.12709158658981323
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,0.0008213520050048828,0.008984863758087158,0.021871507167816162,0.08235985040664673,0.09935271739959717,0.1063392162322998
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,0.0003058910369873047,0.0061370134353637695,0.015388011932373047,0.06488925218582153,0.07751345634460449,0.08261340856552124
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,0.0007509589195251465,0.005973875522613525,0.014164149761199951,0.05590027570724487,0.06785058975219727,0.07303714752197266
0,1024,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,0.00046885013580322266,0.013199448585510254,0.032909274101257324,0.11638373136520386,0.13933634757995605,0.14789146184921265
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.0016521215438842773,0.0967746376991272,0.14663100242614746,0.19394385814666748,0.2768593430519104,0.3195803165435791
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.0005604028701782227,0.0575140118598938,0.09166187047958374,0.12308508157730103,0.18686801195144653,0.21948814392089844
