seed,update,parameter_id,parameter_name,shape,method,raw_relative_l2,raw_cosine,right_gram_relative_fro,right_gram_relative_spectral,tail_angle,prior_gap_proxy,actual_update_cosine,actual_update_distortion,actual_update_relative_l2,cached_update_cosine,frechet_relative_l2,frechet_distortion_pred,frozen_norm_frechet_distortion_pred,frozen_norm_frechet_l2,normalization_derivative_delta_l2,frechet_vs_actual_delta_ratio,sigma_max,sigma_min,condition_number_proxy,state_error_relative_fro,quadratic_gram_ratio,exact_polar_cosine,actual_polar_distortion,exact_polar_pred_distortion,sample_index,normalization_derivative_included,magnitude_delta_norm_sq,magnitude_fraction,symmetric_delta_norm_sq,symmetric_fraction,skew_delta_norm_sq,skew_fraction,out_of_subspace_delta_norm_sq,out_of_subspace_fraction,magnitude_only,symmetric_only,skew_only,out_of_subspace_only,orientation_plus_outside,all_channels,gap_skew_score,sigma_sum_skew_score,finite_k_skew_score,actual_frechet_cosine_error_difference,jvp_relative_l2,jvp_cosine,jvp_output_relative_l2,jvp_predicted_cosine_distortion
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.12345220893621445,0.992354154586792,0.023187581449747086,0.010005658492445946,0.8767981639414376,136900.54734739306,0.7172489762306213,0.28275102376937866,0.7540380358695984,0.7172489762306213,1.0851596593856812,0.32406526803970337,0.3246297836303711,1.0855374371112947,0.011749240569770336,1.4391311946674081,0.2001640349626541,0.0004301797307562083,465.30328369140625,0.12345220893621445,0.11872097104787827,0.7474807500839233,0.25251924991607666,0.32215908056291154,0,True,0.729005767042594,0.0018416954954765098,32.775062059238024,0.08280000911835715,116.69475364875706,0.2948072729417789,245.63644320797943,0.6205541182701992,0.0010780096054077148,0.04545015096664429,0.1384257674217224,0.2398749589920044,0.3062719702720642,0.32406526803970337,420.68930748943313,0.38616316928287003,0.34715664979101857,0.04131424427032471,4.135959898121655e-06,1.0,1.0851598978042603,0.3240652084350586
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.08968377858400345,0.9959831237792969,0.016442446038126945,0.008365713991224766,0.8341387949048116,136900.54734739306,0.7975981831550598,0.20240181684494019,0.640630304813385,0.7975981831550598,0.814367949962616,0.22553396224975586,0.22564536333084106,0.814408623882463,0.0030808798037469387,1.2711979808695446,0.2001640349626541,0.0004301797307562083,465.30328369140625,0.08968377858400345,0.08730019629001617,0.8211281299591064,0.17887187004089355,0.22556467194700414,0,True,0.27348969922987676,0.0012268000736328339,17.638134402721697,0.0791198522099254,64.80425874378925,0.2906942002659414,140.2138140362781,0.6289608634929353,0.00040161609649658203,0.025242626667022705,0.0843701958656311,0.15996462106704712,0.21186411380767822,0.22553396224975586,190.045384188061,0.21515856478467485,0.19278697531856828,0.023132145404815674,4.01626630264218e-06,1.0,0.814367949962616,0.2255340814590454
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.09249845147132874,0.9957228899002075,0.01892169378697872,0.007675550412386656,0.8318065580294705,136900.54734739306,0.7962851524353027,0.20371484756469727,0.642726480960846,0.7962851524353027,0.7962888479232788,0.2180933952331543,0.21861767768859863,0.7967288862121228,0.011559211649000645,1.2389233546638134,0.2001640349626541,0.0004301797307562083,465.30328369140625,0.09249845147132874,0.08559820055961609,0.8200802206993103,0.1799197793006897,0.2172061114308964,0,True,0.4896786762861356,0.002297439568313025,17.241903444833707,0.08089433566440796,62.09430903155764,0.29132966054008363,133.31577108124628,0.6254814481307821,0.0007257461547851562,0.02469736337661743,0.08125901222229004,0.1538151502609253,0.20477372407913208,0.2180933952331543,218.3187907740722,0.2051792582404287,0.18472511884714438,0.014378547668457031,4.080922735738568e-06,1.0,0.7962890267372131,0.21809345483779907
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.17813079059123993,0.9841997623443604,0.04082731530070305,0.03325262665748596,0.9103423469397569,136900.54734739306,0.6242625713348389,0.37573742866516113,0.8662538528442383,0.6242625713348389,1.6056612730026245,0.46895575523376465,0.46939992904663086,1.6057140096718665,0.011230525560677052,1.8535689829610946,0.2001640349626541,0.0004301797307562083,465.30328369140625,0.17813079059123993,0.14183197915554047,0.6566484570503235,0.3433515429496765,0.4712045095338707,0,True,0.8835422706543031,0.0010195150235254376,71.70218300478761,0.08273679168605746,255.87076408080551,0.2952479997002661,538.1761601619464,0.6209987895451964,0.0012725591659545898,0.09214544296264648,0.24647420644760132,0.37994587421417236,0.4546329975128174,0.46895575523376465,2142.323746344855,0.8434779234392384,0.7611930810055787,0.09321832656860352,4.049493327329401e-06,1.0,1.6056618690490723,0.4689558744430542
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,0.12062928825616837,0.9927030205726624,0.023136239498853683,0.01103917509317398,0.8517247895069376,466446.62286579737,0.6793155074119568,0.3206844925880432,0.82193922996521,0.6793155074119568,1.2315808534622192,0.37330907583236694,0.37371325492858887,1.23194122114141,0.0111143309623003,1.49838431913555,0.6639323234558105,8.035868631850462e-06,82621.1015625,0.12062928825616837,0.11348340660333633,0.6422073245048523,0.3577926754951477,,1,True,2.503328517113727,0.005914469985158627,161.95222709412505,0.38263519135801877,258.80014572998806,0.6114521860037414,0.0,0.0,0.004494369029998779,0.2045365571975708,0.27970612049102783,0.0,0.27970612049102783,0.37330907583236694,637.4595303795954,10.608748588150295,0.9274451905803857,0.05262458324432373,,,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,0.08723220229148865,0.9961995482444763,0.015884529799222946,0.008022149093449116,0.8146804802842829,466446.62286579737,0.7684458494186401,0.23155415058135986,0.6985611319541931,0.7684458494186401,0.9074277877807617,0.2586557865142822,0.2587330937385559,0.9074594493455498,0.0028631603345274925,1.2989955299148603,0.6639323234558105,8.035868631850462e-06,82621.1015625,0.08723220229148865,0.08525527268648148,0.7160434126853943,0.2839565873146057,,1,True,1.0084457556891362,0.004388864565765591,90.73998868316035,0.3949102059112205,138.0256853873659,0.6007026519221689,0.0,0.0,0.0017896294593811035,0.13131225109100342,0.1820375919342041,0.0,0.1820375919342041,0.2586557865142822,302.91825860487836,5.731275300830978,0.49463365899396167,0.027101635932922363,,,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,0.08977789431810379,0.9959715604782104,0.01821870356798172,0.008128218352794647,0.8149437585044124,466446.62286579737,0.7656554579734802,0.23434454202651978,0.7020899057388306,0.7656554579734802,0.8940899968147278,0.2554423213005066,0.2558392882347107,0.8944734684885323,0.011153001338243484,1.2734693797852707,0.6639323234558105,8.035868631850462e-06,82621.1015625,0.08977789431810379,0.08363062888383865,0.7128229141235352,0.28717708587646484,,1,True,1.2838585503275461,0.005755439914994941,85.31029105577454,0.3824395251151103,136.4747027443621,0.6118056785629357,0.0,0.0,0.002300083637237549,0.12486380338668823,0.18051260709762573,0.0,0.18051260709762573,0.2554423213005066,302.8790176188862,5.194590357353318,0.4890754904362672,0.021097779273986816,,,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,0.1900058537721634,0.9819840788841248,0.04725277051329613,0.03848031908273697,0.8950221999127533,466446.62286579737,0.5780423283576965,0.42195767164230347,0.9399250745773315,0.5780423283576965,1.974997639656067,0.5506508350372314,0.5510648488998413,1.9751217591799157,0.015769703313708305,2.101228803310934,0.6639323234558105,8.035868631850462e-06,82621.1015625,0.1900058537721634,0.14257465302944183,0.5500991940498352,0.4499008059501648,,1,True,4.507878971629232,0.004141549716021352,420.02921745724177,0.385895871923109,663.9170703949475,0.6099643694209805,0.0,0.0,0.008062899112701416,0.36820346117019653,0.4560093283653259,0.0,0.4560093283653259,0.5506508052349091,1235.0020935525838,28.07413270263188,2.3792363774356886,0.12869316339492798,,,,
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,0.15957117080688477,0.9871945977210999,0.03021213598549366,0.014025619253516197,0.6259358169608561,37904.4776655299,0.9344942569732666,0.0655057430267334,0.3631214201450348,0.9344942569732666,0.36687248945236206,0.06162291765213013,0.06319791078567505,0.37078779803397016,0.029199305921792984,1.0103300689500196,0.15357491374015808,0.002348958747461438,65.37999725341797,0.15957117080688477,0.1691851168870926,0.9323264956474304,0.06767350435256958,,2,True,0.5177269737319272,0.012653328036734518,3.684248873074054,0.09004361743785388,7.616029366946437,0.18613694631888167,29.09846476443704,0.711171020075976,0.0008429288864135742,0.005998730659484863,0.012288689613342285,0.04467058181762695,0.055409014225006104,0.06162291765213013,38.475936592680014,0.03422012272348227,0.025053179948439672,-0.0038828253746032715,,,,
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,0.12016616761684418,0.9927871227264404,0.019822126254439354,0.010436433367431164,0.5241465525461281,37904.4776655299,0.9606223702430725,0.03937762975692749,0.28127339482307434,0.9606223702430725,0.2864435315132141,0.038770079612731934,0.03897029161453247,0.2869486654526933,0.008448141627013683,1.0183811792558335,0.15357491374015808,0.002348958747461438,65.37999725341797,0.12016616761684418,0.1406867802143097,0.9590394496917725,0.04096055030822754,,2,True,0.09264958538626296,0.003714494507346528,2.1787489334261285,0.08735010429197661,4.538246088850349,0.18194674158273025,18.133175878329286,0.7269928075769826,0.00014549493789672852,0.003558814525604248,0.007376492023468018,0.028548240661621094,0.035319745540618896,0.038770079612731934,22.03857909637592,0.02048166756951042,0.014928710200742318,-0.0006075501441955566,,,,
