seed,update,parameter_id,shape,method,channel,delta_norm_sq,fraction_of_total_derivative_energy
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,4.649080554734152,0.06626137803814916
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,10.875863455889974,0.15500908006598862
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,54.47797320732668,0.7764515015268976
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.500785196812445,0.007105604898994792
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,4.909629034691193,0.06966237089914289
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,11.435738215513418,0.1622608615529962
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,53.63186491718384,0.7609786481777611
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.2326605288299564,0.0011198082046753664
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,14.02305156262913,0.06749373550119753
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,33.19749067720442,0.15978138888413385
1,128,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,160.31606348249142,0.7716102259879164
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.6465650366510449,0.004728551977138876
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,9.001342031798083,0.06582990302386824
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,21.438778397099856,0.15678914297953467
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,105.65038804980529,0.772657540973746
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.245203056988856,0.0024307850815503142
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,6.322312001625906,0.06267532665857918
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,14.932595478653088,0.14803212800069318
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,79.37452570740379,0.7868678935493773
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.4851469612499256,0.005495800357855546
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,6.021893246883045,0.06821669659832959
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,13.728451624123334,0.15551747279684963
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,68.04101877352063,0.7707764557794146
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.3772540814051585,0.001362524937516418
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,18.569303332383292,0.06706657425266227
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,43.32466670237258,0.156475282047837
1,128,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,214.60940116755347,0.7751027101605223
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.494148725173391,0.0025900002869304263
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,129.20280778509456,0.22396385553705728
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,216.30672208417954,0.37495228073630466
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,229.88828807775067,0.3984949570627404
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.6342032065973092,0.0020048696587198736
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,69.63153899522995,0.2201221286321048
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,116.92101384097572,0.3696155911513381
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,129.14519382288285,0.4082591793475388
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.8224426171042162,0.0026762700066991817
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,68.3258764112133,0.22233586868905442
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,114.84024787949707,0.37369599358061006
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,123.32116877294712,0.4012933404888293
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,3.555302578764672,0.001873832834237395
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,429.5378764074284,0.22638921963162653
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,712.2953373574005,0.3754173832591945
1,128,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,751.9574631405859,0.3963214250170157
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,2.9848603421794673,0.005100584357471251
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,248.34902984058357,0.4243833987465932
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,333.8672063234426,0.5705184346422559
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.661059230667746,0.0050990051218320325
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,137.93124605409068,0.4234118309000644
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,186.1693668418695,0.5714898888182989
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.2868829932265324,0.004078886008723727
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,135.78264308767453,0.4303747318388481
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,178.42982628821784,0.5655486363692287
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,9.470223883497807,0.004894414230204349
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,829.2779385525561,0.4285885733196667
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,1096.1590284951633,0.5665184280365851
1,128,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.6562208770106144,0.004241792533650396
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,9.000000443685673,0.05817573933152791
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,23.11213290966705,0.14939615036260961
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,121.9361490434115,0.7881916969033868
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.12712367814236386,0.0013328865885747162
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,5.33924712298514,0.055981788658940844
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,14.06469817429384,0.14746778761289045
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,75.84438138393918,0.7952252502652344
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.48907943692118333,0.005052157897193186
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,5.760987686796214,0.05951061778573738
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,14.964265200614266,0.1545798594291749
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,75.59233229687052,0.7808637406328556
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.253836626739879,0.0007844187475585077
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,18.943207061856192,0.05853925396444068
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,49.950381535662736,0.15435918853596425
1,128,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,254.45287726594032,0.7863231160180312
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.6886239675123027,0.004240779154186898
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,9.103353456212288,0.05606152761392321
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,24.34525498825654,0.14992630917354532
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,128.24530591662486,0.7897779421158877
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.15701683717050333,0.0015199030642977366
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,5.574188351470537,0.05395743608803491
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,14.882481951649309,0.1440605372664891
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,82.694228965173,0.800469645605091
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.5801811464962447,0.005663687785195436
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,5.882698053405019,0.05742648707265193
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,15.961787003661096,0.15581784866411846
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,80.01466502441484,0.7810975652553647
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.27209094225786307,0.0008177400924154501
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,18.87225579267895,0.056718537074151046
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,50.57171417150463,0.15198785331494744
1,128,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,263.02165171563473,0.7904833141316812
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.7537385904360069,0.0051303214754355175
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,9.640276079905314,0.06561653606359241
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,22.361752067710146,0.15220525831770856
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,114.1636901967769,0.7770551209175722
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.2622210665309158,0.0023578949167190203
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,6.7206792295202185,0.060432426737599694
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,16.057763711198458,0.14439160029900194
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,88.16979197355957,0.7928238072287712
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.5564772111290217,0.0058324775229719045
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,6.282640371457844,0.06584880390177883
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,14.596491834779252,0.15298687679926265
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,73.97510695001164,0.7753383964637324
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.3828246816943807,0.0011566811413807733
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,21.86432735354304,0.06606171526581131
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,51.052745782183315,0.1542527195493128
1,128,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,257.6703140459593,0.7785349461573059
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.2804880344315228,0.002646038796524896
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,118.72550743888743,0.24533794176364193
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,185.46523592328134,0.3832509140762995
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,178.45607949880264,0.3687669834722028
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.541997904242496,0.002006881022581449
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,67.03979660319177,0.24823139445290313
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,102.85415154397235,0.3808428837299741
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,99.63411914412949,0.36891991896431925
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.8160286210000973,0.003139880326097518
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,64.30014746072925,0.24741138090190712
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,98.93967889133549,0.3806959011322143
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,95.83616147642593,0.3687543184205285
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,5.0500518921303685,0.0022559351401915443
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,563.9362838741642,0.2519189320813258
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,870.3358609458464,0.3887922925180726
1,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,799.2476048828041,0.35703608518930013
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,2.460088145185091,0.004483213028098023
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,234.2164771928776,0.42683119464702335
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,312.0567529790373,0.5686856803077387
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.3574457799924722,0.004408019703657865
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,133.45113866457865,0.43335450843001827
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,173.14066389623912,0.5622378950290436
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.536827356963827,0.005126075985574121
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,128.51573631486744,0.4286632631224849
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,169.75386093912005,0.5662127148345615
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,8.630713697480134,0.004055574792459819
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,901.0297010644131,0.4233941098012945
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,1218.4550841907349,0.5725523865576965
1,128,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.6992449888848211,0.0037529692635409778
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,8.675365696923768,0.04656219397790441
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,28.472242223537894,0.15281546757946443
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,148.47233918091527,0.7968768232728647
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.13091049714172606,0.0011446745028156975
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,5.155473949508984,0.04507919310354907
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,16.48031374420975,0.14410299672895482
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,92.598718196834,0.8096783224234443
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.5557523389956883,0.0048560968897454265
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,5.607709112107279,0.048999485682978856
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,17.380685555189512,0.15187033349913415
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,90.9007157856894,0.7942794878744431
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.26939931634179703,0.0005990205703506454
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,22.09099850294385,0.049120252799971925
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,71.07902855415182,0.1580471725119665
1,128,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,356.2958820382528,0.7922386937365336
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.6287815140358096,0.0031911760992960093
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,9.23238305873107,0.04685595791050893
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,29.335673570717166,0.1488836714596714
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,157.84179517090294,0.8010747023817172
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.1602344403116014,0.0013237213121430518
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,5.481551233294113,0.045283936318589874
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,17.520292555739477,0.14473782668640459
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,97.88686994983333,0.8086584611871863
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.5434380237970708,0.004460723786219469
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,5.939638623171402,0.04875457021355255
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,19.3432950408194,0.15877633237652236
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,96.00157834000615,0.7880135457282395
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.24828414291094464,0.0005503567989435146
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,22.11363323990929,0.04901798504019926
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,70.6062780187927,0.15650876733467642
1,128,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,358.1680001691821,0.7939298569212895
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.7556453105337374,0.004853540463791301
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,9.80376750358234,0.06296999612507313
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,23.647668015547346,0.15188993035197038
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,121.48325861637757,0.7802918950841379
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.25965704635358383,0.0021929726627088982
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,6.955481606699531,0.058743566691796464
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,17.35812209340752,0.1466006324934099
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,93.83162309709942,0.7924690942888553
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.6268973803729437,0.006260471385165623
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,6.158878262020076,0.061505251626920616
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,15.308600063272499,0.15287837474459867
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,78.04195990887067,0.779361139714876
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.3993568296135294,0.0009521714262187933
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,26.554340606518302,0.0633125127522586
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,66.68532791900803,0.1589953121722165
1,128,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,325.780503252411,0.7767461663703459
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.0778445937805874,0.0026176136711944875
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,109.66616485999552,0.2663312077282907
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,159.92354567679996,0.3883844312297067
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,141.0995853463956,0.34266925467159176
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.452767499265753,0.0019726389089257212
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,60.9828025899838,0.2656927658443294
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,89.81056374347585,0.39129092251594544
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,78.27768879301256,0.3410439460965859
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.7441460366677982,0.003397394075090575
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,57.88043605604174,0.26425276871862224
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,85.45131154728992,0.39012742829279173
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,74.95872569772838,0.3422235932373706
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,5.861174397564112,0.002215412669908623
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,708.731103681621,0.26788690459494385
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,1041.2191807565341,0.3935610866925531
1,128,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,889.8287930470609,0.3363383937159828
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,1.6765277796097464,0.004019468064589896
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,182.95810440226248,0.43864126007740795
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,232.46764904597373,0.5573401781675739
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,0.8039787594896973,0.00339403691518455
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,103.37928619628175,0.43642087489763487
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,132.69683157878697,0.5601863725756816
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
1,128,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,0.9160219410485841,0.004088123574872784
