seed,update,parameter_id,shape,method,channel,delta_norm_sq,fraction_of_total_derivative_energy
0,512,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.11758961981985158,0.001806318839697746
0,512,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,4.868266922426774,0.0747824703585979
0,512,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,12.15753862293446,0.1867545034383395
0,512,transformer.h.1.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,47.955997849890814,0.7366621520289878
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.36745737714012294,0.005575520345680733
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,4.876370965222622,0.07399036519905756
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,12.17240432540263,0.1846948576739406
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,48.489519731917305,0.7357433014999663
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.12164008363963714,0.0025684121168058427
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,3.212171743860808,0.06782452446049686
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,8.151767537858673,0.17212334858012437
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,35.874803871352924,0.7574911015696739
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.3420987012274864,0.008225175494439674
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,3.2296025675327305,0.0776502447975834
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,7.554688399780611,0.1816395024916585
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,30.465574499513593,0.7324923944414315
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.19438423836906213,0.0021562071770095236
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,6.5457959279600955,0.07260924176532231
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,16.739763284815343,0.18568582534778236
0,512,transformer.h.1.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,66.67162637331299,0.7395550199707713
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.0366882763282712,0.0015316762809899909
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,78.58569321963233,0.11610803852821026
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,176.14700291061163,0.2602519894227351
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,421.06486588270764,0.6221108915353006
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.6016960762141494,0.0015995812463777154
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,42.942181892319155,0.11415980849615376
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,97.74066832152718,0.2598390553570686
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,234.87466389358974,0.6244034529481286
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.698735754259786,0.0019287710175334217
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,41.259249738824956,0.11389090169820008
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,94.44655343864423,0.2607076764969012
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,225.86614293097733,0.6234747079585689
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,2.2866011531641037,0.0012965342279765725
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,205.5762848842667,0.11656457421264406
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,461.4198737521882,0.26163139949462194
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,1094.345274390641,0.6205087859369466
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,3.8364877913499784,0.005466079959928852
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,287.0214399236894,0.4089370867735109
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,411.01548686512103,0.5855990265469585
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.8048679394569085,0.004711946906916494
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,156.87435628894198,0.4095499851987062
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,224.36203625926476,0.5857392553049832
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.384670039034036,0.003748025144135246
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,154.90381984057913,0.41929369114544385
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,213.15148925783367,0.5769584946068129
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,8.206307326359015,0.005024603318077961
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,678.5705726761786,0.4154789499617171
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,946.4486251640283,0.5794968081581026
0,512,transformer.h.2.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.34215384311802316,0.004966439597213157
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,4.859786150846562,0.07054088346225887
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,12.45926140916561,0.1808489673844333
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,51.232278021768174,0.7436479798210979
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.10619391977853138,0.0025004228667339164
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,2.9195579949396344,0.0687433855584895
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,7.403386419690599,0.1743188003010705
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,32.0416215174874,0.7544462366267781
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.285845108571731,0.006911154374948728
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.0213471530660967,0.07305003993066995
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,7.650642504718153,0.18497700269159223
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,30.402378242759305,0.7350677800686061
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.11851634459771605,0.0015993798445862123
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.215467925707281,0.07038281773519056
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,13.111794693969804,0.17694386568426004
0,512,transformer.h.2.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,55.656150623384576,0.751080585858797
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.4279577107450087,0.005887815729650794
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,5.1016881041452935,0.07018870956914831
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,13.070334454136093,0.17982085345977553
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,54.0858244467408,0.7441094293505869
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.11442512402363395,0.002513659160145134
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,3.0329014369436176,0.06662593153244938
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,7.848862260114435,0.1724216135678305
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,34.525432672023456,0.7584450603355326
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.33370047761722205,0.007459637171939715
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.244550975231815,0.07252963266314305
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,8.219022756844048,0.18373041630554765
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,32.93714371731437,0.7362864547441048
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.1213811317581529,0.0014497719941807348
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.717462461402246,0.06828917175394413
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,14.550378602632577,0.17378921334210115
0,512,transformer.h.2.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,63.33549593861289,0.756476949253533
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.35166971472663106,0.005456787901844174
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,4.786898711773703,0.07427734002646581
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,11.92550940192967,0.18504571961325852
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,47.38243895203786,0.735223730693835
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.11849977444671245,0.002572373195395162
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,3.1639285309291165,0.06868202900055265
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,7.997501434928073,0.1736084175467734
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,34.78668474455865,0.7551435081743908
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.25920727152804207,0.006472045806288164
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,3.09356457552431,0.07724201377328148
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,7.182863199307783,0.1793461247139137
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,29.51487119831016,0.7369453689939911
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.12523802433824568,0.0014936900410256117
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,6.103198750104938,0.07279168798455517
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,15.161076298743946,0.18082326672209859
0,512,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,62.455741225777594,0.7448977190973428
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.2746196957990046,0.001659900567584083
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,102.20065410931875,0.1330929722195928
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,211.47484648425632,0.275397609864274
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,452.9406438530178,0.5898515724270447
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.7110919117256934,0.0016721619007412864
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,56.14503465832399,0.13202736006884075
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,116.46599207763815,0.2738745744015558
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,251.93189737549116,0.5924282268243082
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.6942425893812457,0.0016986456176494547
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,54.043767932485935,0.13223217786393743
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,112.42866727300698,0.27508606628653054
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,241.53767427618556,0.5909849354995038
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,2.316907263865116,0.001298791153656447
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,242.00334370679667,0.13566007015633685
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,501.25107851770855,0.280986846859596
0,512,transformer.h.3.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,1038.3273551885077,0.582056262911712
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,3.319644320534619,0.004523390914215974
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,309.7232595056721,0.422032977841339
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,420.84208467327466,0.5734449472057374
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.82754349783991,0.004492961780046329
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,169.2736361420231,0.41615424117374455
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,235.6563160991921,0.5793541016734449
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.8066033764006817,0.0047338671282129725
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,158.53801843509132,0.4154193022361817
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,221.28978548362565,0.5798486015216552
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,7.43097368088967,0.0044797204963498176
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,682.7585320255037,0.411597123246193
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,968.6149252077473,0.5839240347038871
0,512,transformer.h.3.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.41364377328665697,0.0049784273566924496
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,5.582523941178909,0.06718870608719528
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,14.196949618670553,0.17086799542898817
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,62.89453789174659,0.756969905624109
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.12915641275483558,0.0025092988150236997
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,3.3035142054765485,0.06418190242672178
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,8.346678503853877,0.1621623737635139
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,39.69210759461748,0.7711530262304988
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.31825597357120256,0.006421639178796672
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.4416889428114246,0.06944499519800681
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,8.670939617010346,0.17495868164471812
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,37.129304283657625,0.7491799522061614
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.14587195092766497,0.00155528892038392
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,6.163818859474297,0.06571872877841739
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,15.663832953076584,0.1670080209919526
0,512,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,71.81803035523305,0.7657249127399327
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.3681796810600407,0.004297205664172529
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,5.829482170654666,0.06803874600251204
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,14.795953329737081,0.17269082930464624
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,64.68571238591281,0.7549786801256156
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.13249856184313352,0.002470336579881332
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,3.484339377812768,0.06496290149867696
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,8.771452707134719,0.1635371748924153
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,41.24778075376027,0.7690340198226062
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.32386158492139056,0.006241446863780415
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.6798789245218835,0.07091847209394599
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,9.089039208551958,0.17516358192578893
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,38.7963721651513,0.7476820550823162
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.14012982769440527,0.0014840808866753777
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,6.249431678425394,0.06618620931127461
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,15.970300678743873,0.16913756608243424
0,512,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,72.06302662538285,0.7632019692762345
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.3654540524968274,0.0058992223151369495
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,4.586103548202945,0.07402967406230206
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,11.195534313939815,0.18072024486648305
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,45.80279065047487,0.739356542511382
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.12731040080394407,0.002869791454453249
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,3.069499057198448,0.06919169296596477
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,7.620095002709534,0.17176981128646526
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,33.54563301429219,0.7561752248890737
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.2507181608937301,0.006577176432495717
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,2.984303824592728,0.07828827681468918
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,6.975389508519529,0.18298781117159926
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,27.909167266212673,0.7321508603109149
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.11835367278461281,0.001364818978890674
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,6.317229860092591,0.07284839586482336
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,15.4761546362674,0.17846636332329133
0,512,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,64.80609767064593,0.7473244384202962
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.4248464794532645,0.0018030438453643324
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,115.96925723927346,0.14675100688530252
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,231.04188978611467,0.2923673977564559
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,441.8107673324502,0.5590807124428848
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.779672939776535,0.0017736320822595518
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,64.60386962833525,0.1469635406915239
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,126.89194605562918,0.28865901972834596
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,247.31702665409654,0.5626069478420904
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.8703699291281397,0.0020958793564269875
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,59.83752333004453,0.1440907201525052
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,120.96068729837806,0.29127730515901873
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,233.60860422780752,0.5625371864297263
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,2.4951781815011302,0.0014421743527274582
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,257.169687614801,0.1486400973392089
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,509.7661846652759,0.29463696134506184
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,960.7224556539187,0.5552827032175606
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,3.397345428243033,0.004656438293885306
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,300.43519216836177,0.411779715425356
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,425.7710271916645,0.5835663630081487
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.7820148915629161,0.004368267197878431
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,169.15528153004007,0.4146516794859663
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,237.00826234783509,0.5809802280227806
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.9166120232146613,0.005015237226473692
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,157.4584581784205,0.41202471419074455
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,222.78359597178007,0.5829623160201821
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,5.590840126655806,0.00364923717946
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,628.2498415669683,0.41006943999441225
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,898.2176925906624,0.5862820836930744
0,512,transformer.h.4.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
