k,a1,a2,calibration_mean_update_cosine,calibration_count,selected,seed,update,parameter_id,parameter_name,shape,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter,calibration_role
4,,,,,,0,512,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.3515564501285553,0.9391887784004211,0.2810856103897095,0.9609032869338989,0.7947188019752502,0.6451996564865112,1.0134624242782593,0.7846164703369141,0.6563345193862915,0.0010008170502260327,0.002057040575891733,75.44353485107422,0,384,0.3515564501285553,0.9391887784004211,6.198251503519714e-05,5.378812784329057e-05,0.39311471581459045,2.6228342903777957e-05,5.337396487448132e-06,7.185614958871156e-05,6.059119550627656e-05,0.0,0.0,0.0,0.6418616771697998,0.3116611838340759,0.00293012335896492,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.34865596890449524,0.9401388168334961,0.25346410274505615,0.968147873878479,0.8207219839096069,0.6011838912963867,1.007791519165039,0.8107949495315552,0.6151572465896606,0.0009029443026520312,0.0017180049326270819,75.44353485107422,0,384,0.34865596890449524,0.9401388168334961,5.6110166042344645e-05,4.8991227231454104e-05,0.38935598731040955,2.3550641344627365e-05,4.766381607623771e-06,6.492748798336834e-05,5.541484279092401e-05,0.0,0.0,0.0,0.6437348127365112,0.30988696217536926,0.003315397072583437,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.35347825288772583,0.9385409355163574,0.28414851427078247,0.9600484371185303,0.7900856733322144,0.6515441536903381,1.0108418464660645,0.7798227667808533,0.663598358631134,0.0009898525895550847,0.0021074232645332813,72.60905456542969,0,384,0.35347825288772583,0.9385409355163574,6.065939669497311e-05,5.2694595069624484e-05,0.40601348876953125,2.6002328013419174e-05,5.284211965772556e-06,7.053186709526926e-05,6.144065264379606e-05,0.0,0.0,0.0,0.6303178668022156,0.32322368025779724,0.003516474273055792,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.3515453636646271,0.9392678141593933,0.25692370533943176,0.96727454662323,0.8155617117881775,0.6094871163368225,1.0068809986114502,0.8059011697769165,0.6230634450912476,0.0008940466213971376,0.001738536637276411,72.60905456542969,0,384,0.3515453636646271,0.9392678141593933,5.503233478520997e-05,4.7930385335348547e-05,0.39941659569740295,2.328984010091517e-05,4.749967956740875e-06,6.393064541043714e-05,5.5100201279856265e-05,0.0,0.0,0.0,0.638994038105011,0.3172783851623535,0.003112084697932005,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.3865293562412262,0.9267170429229736,0.31549447774887085,0.9508851170539856,0.7965977191925049,0.6468076705932617,1.0266395807266235,0.7876348495483398,0.6517209410667419,0.0037938428577035666,0.005940807517617941,60.989593505859375,0,384,0.3865293562412262,0.9267170429229736,0.00021617046149913222,0.00019997829804196954,0.47971853613853455,9.562316699884832e-05,1.936961416504346e-05,0.00025850560632534325,0.00023363677610177547,0.0,0.0,0.0,0.6749183535575867,0.26934871077537537,0.0014903931878507137,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.3793497383594513,0.9291606545448303,0.28711193799972534,0.9591944217681885,0.8208767771720886,0.6060918569564819,1.0237915515899658,0.8116545081138611,0.6137588024139404,0.0034003311302512884,0.005296261049807072,60.989593505859375,0,384,0.3793497383594513,0.9291606545448303,0.0001963934482773766,0.00018118089064955711,0.46040090918540955,8.610714576207101e-05,1.742080166877713e-05,0.00023274985142052174,0.000211147460504435,0.0,0.0,0.0,0.6734510064125061,0.2677607834339142,0.0011993555817753077,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.32616332173347473,0.9474692344665527,0.20985110104084015,0.9780929684638977,0.49397364258766174,1.0379351377487183,1.060818076133728,0.4941309094429016,1.0058549642562866,0.0004926277324557304,0.001636627595871687,948.8304443359375,216,384,0.32616332173347473,0.9474692344665527,3.320867836009711e-05,1.0805787496792618e-05,0.35738569498062134,1.1199453183508012e-05,2.2279045879258774e-06,3.836696851067245e-05,3.6366309359436855e-05,0.0012425900204107165,0.7353390455245972,0.7365816235542297,0.40468859672546387,0.4689505100250244,0.10020128637552261,1.3726631777899456e-06,0.0008123136358335614,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.32452142238616943,0.9479380249977112,0.16786924004554749,0.9859597086906433,0.5397425889968872,0.9953681826591492,1.0708519220352173,0.5443370938301086,0.9546363353729248,0.00040254430496133864,0.001181991072371602,948.8304443359375,216,384,0.32452142238616943,0.9479380249977112,2.7169207896804437e-05,9.857221812126227e-06,0.35712572932243347,9.035583389049862e-06,1.8271704220751417e-06,3.140150511171669e-05,2.987990046676714e-05,0.0010910534765571356,0.732643187046051,0.7337341904640198,0.40356922149658203,0.4740419387817383,0.09620478004217148,7.680647513552685e-07,0.0005157560226507485,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.3267306983470917,0.9472429752349854,0.2114793360233307,0.9777811169624329,0.4922179877758026,1.0505787134170532,1.0804306268692017,0.45254623889923096,1.0463796854019165,0.003177390666678548,0.005068283993750811,155915.25,156,384,0.3267306983470917,0.9472429752349854,0.0002162969612982124,0.00019263086142018437,0.3108791708946228,8.017804066184908e-05,1.6389954907936044e-05,0.00024508254136890173,0.00019783533934969455,0.001229918678291142,0.6342908143997192,0.6355207562446594,0.32521769404411316,0.4653095304965973,0.18951904773712158,1.2770782632287592e-05,0.006586118601262569,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.3273538649082184,0.9470073580741882,0.17173118889331818,0.9853081107139587,0.530285120010376,1.0120720863342285,1.0829998254776,0.4881367087364197,1.0117948055267334,0.0025620004162192345,0.0033099371939897537,155915.25,156,384,0.3273538649082184,0.9470073580741882,0.00017576327081769705,0.00015672342851758003,0.30767822265625,6.426258914871141e-05,1.2929107469972223e-05,0.0001992417237488553,0.0001602206175448373,0.0011192656820639968,0.6315281987190247,0.6326475143432617,0.32712116837501526,0.46311911940574646,0.18961244821548462,7.663234100618865e-06,0.004323860630393028,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.35109347105026245,0.9393073320388794,0.2821372449398041,0.9605759978294373,0.7791751623153687,0.667418897151947,1.0084131956100464,0.7698597311973572,0.6784468293190002,0.0009663848322816193,0.0020137911196798086,80.47504425048828,0,384,0.35109347105026245,0.9393073320388794,5.9456902818055823e-05,5.180919833946973e-05,0.4012654721736908,2.541993853810709e-05,5.135679657541914e-06,6.902196764713153e-05,6.020350338076241e-05,0.0,0.0,0.0,0.6234461069107056,0.3286742568016052,0.004362446255981922,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.3508104085922241,0.9393379092216492,0.2555125951766968,0.9675894379615784,0.8031838536262512,0.6279129981994629,1.001598596572876,0.7944167256355286,0.6412289142608643,0.0008765049860812724,0.0018011890351772308,80.47504425048828,0,384,0.3508104085922241,0.9393379092216492,5.398673238232732e-05,4.738596180686727e-05,0.39837393164634705,2.270359436806757e-05,4.57744181403541e-06,6.261088128667325e-05,5.490236799232662e-05,0.0,0.0,0.0,0.6278659701347351,0.3231329917907715,0.003702517133206129,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.3574181795120239,0.9373909831047058,0.28248560428619385,0.9606333374977112,0.7704011797904968,0.6796154975891113,1.0057456493377686,0.7613123059272766,0.6909304261207581,0.0009594936855137348,0.0020384693052619696,86.98126983642578,0,384,0.3574181795120239,0.9373909831047058,5.8366353187011555e-05,5.046185106039047e-05,0.41132864356040955,2.543953451095149e-05,5.166512892174069e-06,6.804081203881651e-05,5.811405208078213e-05,0.0,0.0,0.0,0.6207192540168762,0.33436188101768494,0.004811247810721397,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.35865238308906555,0.936704158782959,0.2562045753002167,0.9674847722053528,0.7948106527328491,0.6404024362564087,0.999333918094635,0.7862719297409058,0.6538081169128418,0.0008692449773661792,0.00191850948613137,86.98126983642578,0,384,0.35865238308906555,0.936704158782959,5.30081415490713e-05,4.599531530402601e-05,0.4086151123046875,2.2970603822614066e-05,4.652650659409119e-06,6.170769484015182e-05,5.159093052498065e-05,0.0,0.0,0.0,0.6187681555747986,0.3317757844924927,0.004552329424768686,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.3948899209499359,0.9236480593681335,0.29719945788383484,0.9563875794410706,0.7897850871086121,0.6573293805122375,1.0260734558105469,0.7796338796615601,0.6638848781585693,0.003677884116768837,0.005804814398288727,86.59217834472656,0,384,0.3948899209499359,0.9236480593681335,0.00020581712306011468,0.0001909300626721233,0.4992879331111908,9.265850530937314e-05,1.872538086900022e-05,0.0002477621892467141,0.00023052116739563644,0.0,0.0,0.0,0.6750959157943726,0.26719674468040466,0.002260359702631831,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.38463473320007324,0.9272875189781189,0.2656078040599823,0.9650216698646545,0.8191403746604919,0.6075601577758789,1.019408941268921,0.8088147640228271,0.6183697581291199,0.003225515829399228,0.005162897519767284,86.59217834472656,0,384,0.38463473320007324,0.9272875189781189,0.0001836919254856184,0.0001702726585790515,0.47399139404296875,8.138029807014391e-05,1.6370959201594815e-05,0.00021860355627723038,0.00019963654631283134,0.0,0.0,0.0,0.6784194707870483,0.2622673213481903,0.0024587856605648994,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.3280147314071655,0.9467860460281372,0.20224858820438385,0.9796285033226013,0.47531941533088684,1.0672107934951782,1.079360008239746,0.4651986062526703,1.0342175960540771,0.0004755761183332652,0.0016858662711456418,1185.9989013671875,219,384,0.3280147314071655,0.9467860460281372,3.216862023691647e-05,7.599677701364271e-06,0.3442857563495636,1.117172450904036e-05,2.215734184574103e-06,3.686226045829244e-05,3.401230787858367e-05,0.0016691237688064575,0.754250705242157,0.755919873714447,0.3929324746131897,0.4728758633136749,0.107353076338768,2.0078703073522775e-06,0.0009073249530047178,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.32752758264541626,0.9467781782150269,0.15883277356624603,0.987410843372345,0.525871217250824,1.0186947584152222,1.086472511291504,0.519277811050415,0.9805334806442261,0.0003800794656854123,0.0012882731389254332,1185.9989013671875,219,384,0.32752758264541626,0.9467781782150269,2.5722389182192273e-05,6.8983940764155705e-06,0.3443264365196228,8.853960025589913e-06,1.7472184481448494e-06,2.950917769339867e-05,2.7197289455216378e-05,0.001323520322330296,0.7539295554161072,0.7552531361579895,0.39664140343666077,0.4669826626777649,0.10694950819015503,9.761735100255464e-07,0.0005560670397244394,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.3244512975215912,0.9479424953460693,0.1900506168603897,0.9820007681846619,0.48486945033073425,1.0667654275894165,1.0956751108169556,0.4431590735912323,1.055311679840088,0.0030695991590619087,0.004153675399720669,141732.0,166,384,0.3244512975215912,0.9479424953460693,0.00020970663172192872,0.00018673570593819022,0.3085733950138092,7.72830389905721e-05,1.546727798995562e-05,0.00023746358056087047,0.0001944254181580618,0.0012630546698346734,0.6650941371917725,0.666357159614563,0.3235413730144501,0.46071821451187134,0.1960429698228836,1.2343385606072843e-05,0.006499729119241238,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.3219468593597412,0.9486952424049377,0.15038247406482697,0.9887123107910156,0.5336393117904663,1.0173975229263306,1.099205493927002,0.48738256096839905,1.012539029121399,0.002390466630458832,0.003267752705141902,141732.0,166,384,0.3219468593597412,0.9486952424049377,0.00016613992920611054,0.00014768971595913172,0.30047607421875,6.011270670569502e-05,1.2109169801988173e-05,0.00018786241707857698,0.00015377349336631596,0.001303483615629375,0.6623725295066833,0.6636760234832764,0.3243524134159088,0.46154242753982544,0.19397205114364624,7.973247193149291e-06,0.004051650408655405,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.35143256187438965,0.9392428994178772,0.2607552707195282,0.9662629961967468,0.7572455406188965,0.6918542385101318,0.9854416847229004,0.7533838152885437,0.7023104429244995,0.0009344287100248039,0.002267808886244893,112.54795837402344,8,384,0.35143256187438965,0.9392428994178772,5.761733336839825e-05,4.995491690351628e-05,0.3938039243221283,2.4844935978762805e-05,5.0046874093823135e-06,6.663580279564485e-05,5.6649452744750306e-05,8.293592691188678e-05,0.036171313375234604,0.03625424951314926,0.6118053793907166,0.33657318353652954,0.00771084101870656,7.526831069526452e-08,3.282719262642786e-05,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.3492176830768585,0.9398944973945618,0.23225966095924377,0.9731730222702026,0.7838389277458191,0.6517002582550049,0.9816004633903503,0.7808593511581421,0.6620357036590576,0.0008284557261504233,0.0021583682391792536,112.54795837402344,8,384,0.3492176830768585,0.9398944973945618,5.156959014129825e-05,4.5131520892027766e-05,0.386138916015625,2.1698740965803154e-05,4.407668257044861e-06,5.954848893452436e-05,5.0758149882312864e-05,0.0001448816037736833,0.035733193159103394,0.035878073424100876,0.6142718195915222,0.3320845365524292,0.007450041361153126,1.0373722147960507e-07,2.5585457478882745e-05,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.35148799419403076,0.9390926957130432,0.2634333372116089,0.9655851721763611,0.7541936039924622,0.6962729096412659,0.9856976866722107,0.7506778240203857,0.7061544060707092,0.0009051907691173255,0.0023009697906672955,111.37466430664062,7,384,0.35148799419403076,0.9390926957130432,5.594882895820774e-05,4.836090374737978e-05,0.3953653872013092,2.3907396098366007e-05,4.838383574679028e-06,6.482197204604745e-05,5.555366806220263e-05,3.827254113275558e-05,0.030624892562627792,0.03066316619515419,0.6104487180709839,0.33651062846183777,0.006997267249971628,3.307805584995549e-08,2.646837310749106e-05,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.3519969582557678,0.9388627409934998,0.23597806692123413,0.972325325012207,0.7800954580307007,0.6573857665061951,0.9818235039710999,0.7774854302406311,0.6671103835105896,0.0008137005497701466,0.0019983795937150717,111.37466430664062,7,384,0.3519969582557678,0.9388627409934998,5.0304621254326776e-05,4.378461017040536e-05,0.39267221093177795,2.13645507756155e-05,4.334522600402124e-06,5.8247365814168006e-05,4.966321284882724e-05,4.3828218622365966e-05,0.03124142624437809,0.031285256147384644,0.6037707328796387,0.3416953384876251,0.006632174365222454,2.995152215135022e-08,2.1349904272938147e-05,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.39543214440345764,0.9233154058456421,0.2739715874195099,0.9627817869186401,0.7905642986297607,0.6530052423477173,1.017274260520935,0.7791813611984253,0.6645624041557312,0.003217017976567149,0.005570102483034134,110.41080474853516,6,384,0.39543214440345764,0.9233154058456421,0.00018148946401197463,0.00016694300575181842,0.48111215233802795,8.213453838834539e-05,1.6586676792940125e-05,0.00021653536532539874,0.00018693743913900107,6.246866541914642e-05,0.028707951307296753,0.02877042070031166,0.6750671863555908,0.26264917850494385,0.0028329528868198395,4.947897878082586e-07,0.00022738442930858582,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,512,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.37188223004341125,0.9315481781959534,0.2357262223958969,0.9723144769668579,0.8280693888664246,0.5895854830741882,1.0105524063110352,0.8172683119773865,0.6045419573783875,0.0026411896105855703,0.004193395841866732,110.41080474853516,6,384,0.37188223004341125,0.9315481781959534,0.00015552040713373572,0.00014234197442419827,0.43408966064453125,6.692707393085584e-05,1.3499210581358057e-05,0.00018236375763081014,0.0001599430397618562,9.849154594121501e-05,0.027664097025990486,0.02776258811354637,0.6768235564231873,0.25670722126960754,0.002646450186148286,5.857917244611599e-07,0.0001645359443500638,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.3260222375392914,0.9473905563354492,0.20010443031787872,0.9800573587417603,0.5670262575149536,0.93625408411026,1.0120929479599,0.5892667770385742,0.9063501358032227,0.0007720706053078175,0.002437417395412922,556.9888916015625,169,384,0.3260222375392914,0.9473905563354492,5.1880495448131114e-05,1.7038750229403377e-05,0.36877214908599854,1.748740760376677e-05,3.5376563118916238e-06,6.040194057277404e-05,5.68897849007044e-05,0.0008359781932085752,0.6033257842063904,0.6041617393493652,0.44872722029685974,0.46874335408210754,0.05560442432761192,2.288887117174454e-06,0.0016518908087164164,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,1024,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.32318955659866333,0.9484182000160217,0.16374830901622772,0.9866423606872559,0.6139575242996216,0.8887849450111389,1.022463321685791,0.6399223208427429,0.8486223816871643,0.0006448411149904132,0.0018196016317233443,556.9888916015625,169,384,0.32318955659866333,0.9484182000160217,4.353459007688798e-05,1.5857198377489112e-05,0.36495181918144226,1.4581222785636783e-05,2.9257814730954124e-06,5.069190956419334e-05,4.731662920676172e-05,0.0009802642744034529,0.6073787808418274,0.6083590388298035,0.4474518597126007,0.47179386019706726,0.05651107802987099,1.78450420662557e-06,0.0011056915391236544,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.32820242643356323,0.9466764330863953,0.2081366628408432,0.9784176349639893,0.5228298306465149,1.000354528427124,1.046336054801941,0.4936591684818268,1.0063210725784302,0.005026201717555523,0.006864672526717186,62163.05078125,149,384,0.32820242643356323,0.9466764330863953,0.00034265092108398676,0.0003056390560232103,0.3126899003982544,0.00012603923096321523,2.5203285986208357e-05,0.00038867208058945835,0.00031683011911809444,0.0010889696422964334,0.6081599593162537,0.6092488765716553,0.3583499789237976,0.4649646580219269,0.15512092411518097,2.8396812922437675e-05,0.01585884764790535,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,1024,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",muon_global_codebook,0.3242228627204895,0.9479816555976868,0.1663653701543808,0.986190915107727,0.5772671699523926,0.9434027671813965,1.0497562885284424,0.5480443239212036,0.9507433176040649,0.003971392754465342,0.005090540740638971,62163.05078125,149,384,0.3242228627204895,0.9479816555976868,0.000274238787824288,0.0002444415586069226,0.3037923276424408,9.963067714124918e-05,1.998731750063598e-05,0.0003098317829426378,0.00025382963940501213,0.0010370316449552774,0.6137955784797668,0.6148325800895691,0.3606622517108917,0.4657209515571594,0.1534554362297058,1.7274498532060534e-05,0.010224385187029839,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.3438267707824707,0.9414154291152954,0.2520492374897003,0.9683665037155151,0.8722054958343506,0.5092681050300598,1.013933777809143,0.8679267764091492,0.5139641165733337,0.0015908138593658805,0.003115660510957241,65.51480102539062,0,384,0.3438267707824707,0.9414154291152954,0.0001008555045700632,8.94037657417357e-05,0.36963653564453125,4.0803053707350045e-05,8.27102212497266e-06,0.00011588667257456109,9.95147493085824e-05,0.0,0.0,0.0,0.7554261088371277,0.18862555921077728,0.0015975829446688294,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,1024,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",muon_global_codebook,0.34235915541648865,0.9418433308601379,0.23558619618415833,0.972321629524231,0.8850135803222656,0.48248130083084106,1.011608600616455,0.8808888792991638,0.4880948066711426,0.0014830700820311904,0.0026354999281466007,65.51480102539062,0,384,0.34235915541648865,0.9418433308601379,9.43795675993897e-05,8.378161146538332e-05,0.3651174008846283,3.7833353417227045e-05,7.4838353611994535e-06,0.00010839012975338846,9.33167029870674e-05,0.0,0.0,0.0,0.753625750541687,0.18913976848125458,0.001515328185632825,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.34646669030189514,0.9406916499137878,0.2575143873691559,0.967041015625,0.867576003074646,0.5184205174446106,1.013986349105835,0.8635781407356262,0.5223543643951416,0.0015846369788050652,0.002752421423792839,67.67947387695312,0,384,0.34646669030189514,0.9406916499137878,9.959864109987393e-05,8.795208123046905e-05,0.38010406494140625,4.081342194695026e-05,8.243057891377248e-06,0.00011488508607726544,9.890551154967397e-05,0.0,0.0,0.0,0.746547281742096,0.20170411467552185,0.0022599685471504927,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,1024,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",muon_global_codebook,0.3454061448574066,0.9410160779953003,0.24050761759281158,0.9712101817131042,0.8808678984642029,0.4913167357444763,1.0124343633651733,0.8767409920692444,0.49651727080345154,0.0014737901510670781,0.0025244432035833597,67.67947387695312,0,384,0.3454061448574066,0.9410160779953003,9.30989917833358e-05,8.229973173001781e-05,0.37483978271484375,3.799441401497461e-05,7.681282113480847e-06,0.00010719111014623195,9.13432304514572e-05,0.0,0.0,0.0,0.7466320991516113,0.20291684567928314,0.0016320255817845464,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.3676319420337677,0.9332068562507629,0.30559059977531433,0.9537631273269653,0.8092584013938904,0.6255689859390259,1.0242571830749512,0.8003923892974854,0.6318438649177551,0.005979950074106455,0.008861688897013664,64.1305160522461,0,384,0.3676319420337677,0.9332068562507629,0.0003536817675922066,0.00032513111364096403,0.4360402524471283,0.00015085481572896242,3.0620660254498944e-05,0.00041541122482158244,0.00037567855906672776,0.0,0.0,0.0,0.6685819029808044,0.2711981534957886,0.0011466245632618666,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
8,,,,,,0,1024,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",muon_global_codebook,0.36481085419654846,0.9340346455574036,0.2822708487510681,0.9604402184486389,0.8289592266082764,0.5909843444824219,1.0198099613189697,0.8197743892669678,0.6003853678703308,0.005457693710923195,0.008884553797543049,64.1305160522461,0,384,0.36481085419654846,0.9340346455574036,0.00032634183298796415,0.00029907675343565643,0.42431640625,0.00013752705126535147,2.768602098512929e-05,0.0003814995288848877,0.0003411444486118853,0.0,0.0,0.0,0.6659755110740662,0.2700652480125427,0.0011410571169108152,0.0,0.0,"-1,-0.6,-0.2,0,0.2,0.6,1",,
4,,,,,,0,1024,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"(1152, 384)",muon_global_codebook,0.32417571544647217,0.9480302333831787,0.2028484046459198,0.979468047618866,0.544009268283844,0.9619948863983154,1.0145161151885986,0.5636007785797119,0.9342393279075623,0.0006713442271575332,0.002153989626094699,665.5748291015625,200,384,0.32417571544647217,0.9480302333831787,4.518877904047258e-05,1.747166970744729e-05,0.3616943359375,1.5176086890278384e-05,3.0378985229617683e-06,5.2366543968673795e-05,5.012054680264555e-05,0.001026616431772709,0.6857438683509827,0.6867705583572388,0.43427905440330505,0.46664541959762573,0.07113409787416458,1.8692269350140123e-06,0.0012485783081501722,"-1,-0.6,-0.2,0,0.2,0.6,1",,
