seed,update,parameter_id,parameter_name,shape,component,removed_energy,removed_energy_fraction,coefficient_count,budget_fraction,baseline_update_cosine,baseline_update_relative_l2,baseline_update_norm_ratio,restored_update_cosine,restored_update_relative_l2,restored_update_norm_ratio,polar_baseline_cosine,polar_baseline_relative_l2,polar_restored_cosine,polar_restored_relative_l2,polar_restored_norm_ratio,update_cosine_gain,update_l2_reduction,recovered_cosine_error_fraction,recovered_l2_error_fraction,polar_update_cosine_gain,polar_update_l2_reduction,selection,clipped,budget_norm
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.0010301496367901564,0.020000000542439215,3,0.02,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6243491172790527,0.866128146648407,0.9984962344169617,0.6566484570503235,0.8286778926849365,0.6567131876945496,0.8286003470420837,1.000000238418579,8.654594421386719e-05,0.00012570619583129883,0.0002303362337931809,0.0001451147321521953,6.473064422607422e-05,7.75456428527832e-05,cross,False,0.001030149608850479
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.002575373975560069,0.049999999095934645,23,0.05,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6244350671768188,0.8660534024238586,0.998553454875946,0.6566484570503235,0.8286778926849365,0.6568622589111328,0.8284212350845337,0.9999995231628418,0.00017249584197998047,0.00020045042037963867,0.00045908612988806167,0.00023139916748593303,0.00021380186080932617,0.00025665760040283203,cross,False,0.002575374022126198
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.00021585015929304063,0.000999999998921332,1,0.001,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780801177024841,0.9398784637451172,1.044499397277832,0.5500991940498352,0.9485799074172974,0.5501506328582764,0.9485255479812622,1.000000238418579,3.7789344787597656e-05,4.661083221435547e-05,8.955719335666435e-05,4.958994442755512e-05,5.143880844116211e-05,5.435943603515625e-05,diagonal,False,0.0002158501595258713
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0005396254127845168,0.0025000000647200757,1,0.0025,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5781382322311401,0.9398078918457031,1.044485092163086,0.5500991940498352,0.9485799074172974,0.5502282977104187,0.9484434127807617,1.000000238418579,9.590387344360352e-05,0.00011718273162841797,0.0002272831610581592,0.00012467241783193524,0.0001291036605834961,0.00013649463653564453,diagonal,False,0.0005396253988146782
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0010792508255690336,0.005000000129440151,1,0.005,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5782351493835449,0.9396889805793762,1.0444656610488892,0.5500991940498352,0.9485799074172974,0.5503576397895813,0.9483073353767395,0.9999998807907104,0.00019282102584838867,0.00023609399795532227,0.0004569676979634214,0.00025118384894826833,0.00025844573974609375,0.00027257204055786133,diagonal,False,0.0010792507976293564
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0021585016511380672,0.010000000258880303,3,0.01,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5786336660385132,0.9392255544662476,1.0444223880767822,0.5500991940498352,0.9485799074172974,0.550715446472168,0.947929859161377,1.000000238418579,0.0005913376808166504,0.0006995201110839844,0.0014014146928887491,0.0007442296519204435,0.0006162524223327637,0.0006500482559204102,diagonal,False,0.0021585015952587127
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0043170033022761345,0.020000000517760606,17,0.02,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5803775191307068,0.9373220801353455,1.0444990396499634,0.5500991940498352,0.9485799074172974,0.5524461269378662,0.9461026191711426,0.9999998807907104,0.002335190773010254,0.002602994441986084,0.00553418252575299,0.0027693637635495647,0.002346932888031006,0.002477288246154785,diagonal,False,0.004317003190517425
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0064875055104494095,0.03005559747882342,143,0.05,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5828134417533875,0.9345879554748535,1.0444670915603638,0.5500991940498352,0.9485799074172974,0.554377019405365,0.9440596699714661,0.9999997019767761,0.004771113395690918,0.005337119102478027,0.01130709006218857,0.005678238879708619,0.004277825355529785,0.004520237445831299,diagonal,True,0.010792507976293565
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.00021585015929304063,0.000999999998921332,1,0.001,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780515670776367,0.939916729927063,1.044509768486023,0.5500991940498352,0.9485799074172974,0.5501033663749695,0.9485751390457153,1.0,9.238719940185547e-06,8.344650268554688e-06,2.1894897429468413e-05,8.877995166058461e-06,4.172325134277344e-06,4.76837158203125e-06,cross,False,0.0002158501595258713
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.0005396254127845168,0.0025000000647200757,1,0.0025,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780621767044067,0.9399065375328064,1.0445150136947632,0.5500991940498352,0.9485799074172974,0.5501080751419067,0.9485701322555542,1.000000238418579,1.9848346710205078e-05,1.8537044525146484e-05,4.70387151226644e-05,1.972183211888701e-05,8.881092071533203e-06,9.775161743164062e-06,cross,False,0.0005396253988146782
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.0010792508255690336,0.005000000129440151,1,0.005,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780760049819946,0.9398955702781677,1.0445235967636108,0.5500991940498352,0.9485799074172974,0.5501124858856201,0.9485657811164856,1.000000238418579,3.36766242980957e-05,2.950429916381836e-05,7.981043256548164e-05,3.139005433713527e-05,1.329183578491211e-05,1.4126300811767578e-05,cross,False,0.0010792507976293564
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.0021585016511380672,0.010000000258880303,1,0.01,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780846476554871,0.9398970603942871,1.044545292854309,0.5500991940498352,0.9485799074172974,0.5501070022583008,0.9485716819763184,1.0000001192092896,4.2319297790527344e-05,2.8014183044433594e-05,0.00010029275596724241,2.9804698057481974e-05,7.808208465576172e-06,8.225440979003906e-06,cross,False,0.0021585015952587127
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.0043170033022761345,0.020000000517760606,3,0.02,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5781410932540894,0.9398646950721741,1.0446077585220337,0.5500991940498352,0.9485799074172974,0.5501378774642944,0.9485393166542053,1.0,9.876489639282227e-05,6.03795051574707e-05,0.00023406351639115587,6.423863645155158e-05,3.8683414459228516e-05,4.0590763092041016e-05,cross,False,0.004317003190517425
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.010792507790029049,0.04999999913706566,25,0.05,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.578027606010437,0.9399598240852356,1.0445449352264404,0.5500991940498352,0.9485799074172974,0.5499078035354614,0.9487820267677307,0.9999995231628418,-1.4722347259521484e-05,-3.4749507904052734e-05,-3.48905784843787e-05,-3.6970508441514877e-05,-0.0001913905143737793,-0.0002021193504333496,cross,False,0.010792507976293565
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.001,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,3.5838160663843156e-05
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.0025,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,8.959540165960789e-05
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.005,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.00017919080331921578
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.01,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.00035838160663843156
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.02,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0007167632132768631
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.05,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0017919080331921578
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.001,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,3.5838160663843156e-05
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.0025,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,8.959540165960789e-05
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.005,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.00017919080331921578
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.01,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.00035838160663843156
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.02,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0007167632132768631
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0,0.0,0,0.05,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0017919080331921578
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.001,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,3.464850038290024e-05
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.0025,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,8.66212509572506e-05
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.005,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0001732425019145012
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.01,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0003464850038290024
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.02,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0006929700076580048
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0,0.0,0,0.05,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.001732425019145012
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.001,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,3.464850038290024e-05
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.0025,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,8.66212509572506e-05
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.005,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0001732425019145012
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.01,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0003464850038290024
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.02,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0006929700076580048
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0,0.0,0,0.05,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9145130515098572,0.4161347448825836,1.0119388103485107,0.9118812084197998,0.4198223948478699,0.9118812084197998,0.4198223948478699,0.9999978542327881,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.001732425019145012
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.001,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.00014471493661403657
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.0025,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0003617873415350914
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.005,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0007235746830701828
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.01,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0014471493661403656
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.02,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.0028942987322807313
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0,0.0,0,0.05,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,True,0.007235746830701828
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0,0.0,0,0.001,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.00014471493661403657
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0,0.0,0,0.0025,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0003617873415350914
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0,0.0,0,0.005,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0007235746830701828
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0,0.0,0,0.01,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0014471493661403656
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0,0.0,0,0.02,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8438860177993774,0.5611579418182373,1.0082913637161255,0.8360643982887268,0.5726109147071838,0.8360643982887268,0.5726109147071838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,True,0.0028942987322807313
