update,tensor_count,persistence_quantization_cosine,persistence_quantization_relative_l2,persistence_quantization_norm_ratio,momentum_trajectory_cosine,momentum_trajectory_relative_l2,momentum_trajectory_norm_ratio,gradient_cosine,gradient_relative_l2,gradient_norm_ratio,nesterov_direction_cosine,nesterov_direction_relative_l2,nesterov_direction_norm_ratio,k5_update_cosine,k5_update_relative_l2,k5_update_norm_ratio,local_k5_cosine,local_k5_relative_l2,local_k5_norm_ratio,state_only_k5_cosine,state_only_k5_relative_l2,state_only_k5_norm_ratio,gradient_only_k5_cosine,gradient_only_k5_relative_l2,gradient_only_k5_norm_ratio,k5_update_distortion,local_k5_distortion,state_only_k5_distortion,gradient_only_k5_distortion
1,30,0.997505055483434,0.07062300331823511,0.9955182607439087,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,30,0.9995055167617835,0.031444025935512106,0.9993672683564526,0.9978697565650866,0.06525308814461282,0.9964501555289303,0.9999970576145693,0.002427435294992719,1.0000092992003087,0.998443811208137,0.055778968769344066,0.9972998368732194,0.762290325509017,0.7078535737067697,1.048896723480965,0.9421867359489938,0.33921816030916435,0.9949580070741538,0.7622830570530594,0.7078661856354883,1.0489012476755029,0.9999933009296881,0.00366139940317499,0.9999991540839144,0.23770967449098301,0.057813264051006175,0.23771694294694057,6.699070311921851e-06
32,30,0.9998144560590464,0.019280057629028784,0.9990272235954568,0.9968786759219733,0.079274599675928,1.004059390781169,0.9976536859309155,0.06852814594727538,1.0006512714146454,0.9967659255656802,0.08059750399014534,1.0029539236765102,0.6139395769215488,0.9381997442439929,1.1210298395185985,0.9650137495406937,0.2639160753144836,0.9950673960995297,0.6142119784665981,0.9379377419675899,1.1211474515107311,0.9983943044604378,0.056678385791472684,1.0002958635455619,0.38606042307845123,0.034986250459306256,0.38578802153340186,0.0016056955395622463
128,30,0.9968368503842998,0.07948877846622218,0.9953706916188318,0.9088077697419277,0.4174827279636476,0.9237537641550281,0.946292630356597,0.327891568980661,1.000906345889238,0.9177415428293407,0.39771635418514995,0.938425866386415,0.5708062255541435,0.9338916208135747,1.0157481402243047,0.9495445448332938,0.31793655195346165,1.001683288821898,0.5896545402695442,0.9132364921840387,1.0159095931857791,0.9424221536646988,0.33952125479129563,1.0010243329610677,0.4291937744458565,0.05045545516670624,0.4103454597304558,0.057577846335301164
512,30,0.9949268675015223,0.10067192048404534,0.9911405535566044,0.7664189123906457,0.6619771480054274,0.9264554777487444,0.842300544801165,0.562367957080973,1.0026997141996274,0.7914170468915952,0.6323684212906305,0.9533762066961189,0.45786031549662487,1.0548442577728827,1.0256036348435746,0.9477439390331756,0.32328755717830965,1.0000260001903751,0.5149015514164114,0.9975471017777133,1.0250229437532992,0.8552276714259437,0.5394128973741664,1.0048293470020908,0.5421396845033751,0.05225606096682445,0.48509844858358864,0.1447723285740563
